*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.344781  	0.001000	0.18958   	0.001000	0.206985  	0.001000	0.206985  	0.001000	0.112078  	0.001000	0.0775014
0.002000	0.380473  	0.002000	0.208194  	0.002000	0.22788   	0.002000	0.22788   	0.002000	0.145347  	0.002000	0.0628463
0.005000	0.467705  	0.005000	0.246481  	0.005000	0.268969  	0.005000	0.268969  	0.005000	0.204944  	0.005000	0.0415373
0.008000	0.53551   	0.008000	0.276376  	0.008000	0.300029  	0.008000	0.300029  	0.008000	0.244444  	0.008000	0.0319314
0.010000	0.574066  	0.010000	0.293684  	0.010000	0.31778   	0.010000	0.31778   	0.010000	0.265779  	0.010000	0.027905
0.015000	0.670647  	0.015000	0.340162  	0.015000	0.361855  	0.015000	0.361855  	0.015000	0.318625  	0.015000	0.0215367
0.020000	0.747054  	0.020000	0.415556  	0.020000	0.424821  	0.020000	0.424821  	0.020000	0.397809  	0.020000	0.0177467
0.025000	0.830796  	0.025000	0.487875  	0.025000	0.486908  	0.025000	0.486908  	0.025000	0.472677  	0.025000	0.0151978
0.030000	0.901267  	0.030000	0.556003  	0.030000	0.540433  	0.030000	0.540433  	0.030000	0.542775  	0.030000	0.0132284
0.035000	0.951309  	0.035000	0.617137  	0.035000	0.590461  	0.035000	0.590461  	0.035000	0.605301  	0.035000	0.011836
0.040000	0.988472  	0.040000	0.669335  	0.040000	0.636817  	0.040000	0.636817  	0.040000	0.658602  	0.040000	0.0107335
0.045000	1.01436   	0.045000	0.716156  	0.045000	0.679522  	0.045000	0.679522  	0.045000	0.706319  	0.045000	0.0098365
0.050000	1.02986   	0.050000	0.757711  	0.050000	0.71864   	0.050000	0.71864   	0.050000	0.74862   	0.050000	0.00909082
0.055000	1.06841   	0.055000	0.794227  	0.055000	0.754276  	0.055000	0.754276  	0.055000	0.785767  	0.055000	0.00846009
0.060000	1.10059   	0.060000	0.826015  	0.060000	0.786566  	0.060000	0.786566  	0.060000	0.818096  	0.060000	0.00791886
0.070000	1.14798   	0.070000	0.876918  	0.070000	0.84179   	0.070000	0.84179   	0.070000	0.869882  	0.070000	0.0070363
0.080000	1.20059   	0.080000	0.91364   	0.080000	0.885816  	0.080000	0.885816  	0.080000	0.907295  	0.080000	0.00634526
0.090000	1.23983   	0.090000	0.939333  	0.090000	0.920257  	0.090000	0.920257  	0.090000	0.933545  	0.090000	0.00578803
0.100000	1.26928   	0.100000	0.956743  	0.100000	0.946686  	0.100000	0.946686  	0.100000	0.951415  	0.100000	0.00532822
0.120000	1.27949   	0.120000	0.975123  	0.120000	0.981097  	0.120000	0.981097  	0.120000	0.970511  	0.120000	0.00461177
0.140000	1.28654   	0.140000	0.987092  	0.140000	0.998416  	0.140000	0.998416  	0.140000	0.983015  	0.140000	0.00407729
