*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - Range straggling - method [0] - LISE	Energy (MeV/u)6	5 - Range straggling - method [1] - Atima	Energy (MeV/u)7	6 - Lateral range - method [0] - LISE	Energy (MeV/u)8	7 - Lateral range - method [1] - Atima	Energy (MeV/u)9	8 - Lateral range - method [2] - PDG	
0.001000	0.0584057 	0.001000	0.0584057 	0.001000	0.0531446 	0.001000	0.0531446 	0.001000	0         	0.001000	0         	0.001000	0.000133982	0.001000	0.000215281	0.001000	0.000100788
0.002000	0.118897  	0.002000	0.116811  	0.002000	0.106289  	0.002000	0.106289  	0.002000	0.00746213	0.002000	0.00746213	0.002000	0.000392354	0.002000	0.000609027	0.002000	0.000306944
0.005000	0.273333  	0.005000	0.265923  	0.005000	0.242309  	0.005000	0.242309  	0.005000	0.00883929	0.005000	0.00883929	0.005000	0.00135813	0.005000	0.00203754	0.005000	0.00109898
0.008000	0.405952  	0.008000	0.393971  	0.008000	0.359811  	0.008000	0.359811  	0.008000	0.00889908	0.008000	0.00889908	0.008000	0.00245448	0.008000	0.00361917	0.008000	0.00201717
0.010000	0.48671   	0.010000	0.471944  	0.010000	0.431701  	0.010000	0.431701  	0.010000	0.00911098	0.010000	0.00911098	0.010000	0.00322717	0.010000	0.00472073	0.010000	0.0026703
0.015000	0.66976   	0.015000	0.648683  	0.015000	0.595721  	0.015000	0.595721  	0.015000	0.0102101 	0.015000	0.0102101 	0.015000	0.00524764	0.015000	0.00757058	0.015000	0.00439167
0.020000	0.821637  	0.020000	0.795324  	0.020000	0.73644   	0.020000	0.73644   	0.020000	0.0114873 	0.020000	0.0114873 	0.020000	0.00721949	0.020000	0.0103341 	0.020000	0.00607931
0.025000	0.948338  	0.025000	0.917657  	0.025000	0.857651  	0.025000	0.857651  	0.025000	0.0125996 	0.025000	0.0125996 	0.025000	0.00906889	0.025000	0.0129192 	0.025000	0.00766517
0.030000	1.05781   	0.030000	1.02336   	0.030000	0.965014  	0.030000	0.965014  	0.030000	0.0135395 	0.030000	0.0135395 	0.030000	0.0108204 	0.030000	0.0153613 	0.030000	0.00916985
0.035000	1.15501   	0.035000	1.1172    	0.035000	1.06248   	0.035000	1.06248   	0.035000	0.0143477 	0.035000	0.0143477 	0.035000	0.0125053 	0.035000	0.0177046 	0.035000	0.0106201
0.040000	1.2437    	0.040000	1.20284   	0.040000	1.15226   	0.040000	1.15226   	0.040000	0.0150506 	0.040000	0.0150506 	0.040000	0.0141412 	0.040000	0.0199745 	0.040000	0.0120303
0.045000	1.32603   	0.045000	1.28233   	0.045000	1.23595   	0.045000	1.23595   	0.045000	0.0156706 	0.045000	0.0156706 	0.045000	0.0157418 	0.045000	0.022191  	0.045000	0.0134122
