*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - Range straggling - method [0] - LISE	Energy (MeV/u)6	5 - Range straggling - method [1] - Atima	Energy (MeV/u)7	6 - Lateral range - method [0] - LISE	Energy (MeV/u)8	7 - Lateral range - method [1] - Atima	Energy (MeV/u)9	8 - Lateral range - method [2] - PDG	
230.000000	177716    	230.000000	175686    	230.000000	178748    	230.000000	178879    	230.000000	4214.38   	230.000000	1954.06   	230.000000	1426.64   	230.000000	1141.36   	230.000000	1445.21
240.000000	190906    	240.000000	188702    	240.000000	192009    	240.000000	192151    	240.000000	4506.44   	240.000000	2088.73   	240.000000	1526.76   	240.000000	1221.09   	240.000000	1550.51
250.000000	204421    	250.000000	202043    	250.000000	205602    	250.000000	205757    	250.000000	4803.51   	250.000000	2226.05   	250.000000	1628.78   	250.000000	1302.43   	250.000000	1658.22
260.000000	218251    	260.000000	215698    	260.000000	219519    	260.000000	219686    	260.000000	5105.26   	260.000000	2365.93   	260.000000	1732.57   	260.000000	1385.32   	260.000000	1768.25
270.000000	232386    	270.000000	229658    	270.000000	233749    	270.000000	233929    	270.000000	5411.39   	270.000000	2508.26   	270.000000	1838.06   	270.000000	1469.68   	270.000000	1880.5
280.000000	246819    	280.000000	243913    	280.000000	248284    	280.000000	248477    	280.000000	5721.63   	280.000000	2652.98   	280.000000	1945.14   	280.000000	1555.45   	280.000000	1994.88
290.000000	261540    	290.000000	258455    	290.000000	263113    	290.000000	263319    	290.000000	6035.72   	290.000000	2799.92   	290.000000	2053.73   	290.000000	1642.57   	290.000000	2111.32
300.000000	276541    	300.000000	273276    	300.000000	278228    	300.000000	278448    	300.000000	6353.37   	300.000000	2948.95   	300.000000	2163.74   	300.000000	1730.99   	300.000000	2229.72
310.000000	291816    	310.000000	288366    	310.000000	293620    	310.000000	293854    	310.000000	6674.29   	310.000000	3100.06   	310.000000	2275.08   	310.000000	1820.62   	310.000000	2349.99
320.000000	307356    	320.000000	303719    	320.000000	309280    	320.000000	309530    	320.000000	6998.28   	320.000000	3253.16   	320.000000	2387.69   	320.000000	1911.44   	320.000000	2472.08
330.000000	323155    	330.000000	319326    	330.000000	325202    	330.000000	325468    	330.000000	7325.2    	330.000000	3408.1    	330.000000	2501.49   	330.000000	2003.38   	330.000000	2595.92
340.000000	339206    	340.000000	335181    	340.000000	341379    	340.000000	341661    	340.000000	7654.81   	340.000000	3564.84   	340.000000	2616.43   	340.000000	2096.41   	340.000000	2721.43
350.000000	355502    	350.000000	351277    	350.000000	357802    	350.000000	358101    	350.000000	7986.93   	350.000000	3723.41   	350.000000	2732.42   	350.000000	2190.47   	350.000000	2848.55
