Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.148091  	0.001000	0.133046  	0.001000	0.139627  	0.001000	0.139627  	0.001000	0.0764777 	0.001000	0.0565681 	
0.002000	0.163424  	0.002000	0.141792  	0.002000	0.150662  	0.002000	0.150662  	0.002000	0.100206  	0.002000	0.0415858 	
0.005000	0.201663  	0.005000	0.168118  	0.005000	0.181683  	0.005000	0.181683  	0.005000	0.143358  	0.005000	0.0247591 	
0.008000	0.231358  	0.008000	0.190599  	0.008000	0.207674  	0.008000	0.207674  	0.008000	0.172338  	0.008000	0.0182607 	
0.010000	0.248101  	0.010000	0.203764  	0.010000	0.22286   	0.010000	0.22286   	0.010000	0.1881    	0.010000	0.0156645 	
0.015000	0.290622  	0.015000	0.232068  	0.015000	0.255033  	0.015000	0.255033  	0.015000	0.220362  	0.015000	0.0117059 	
0.020000	0.324673  	0.020000	0.256071  	0.020000	0.285742  	0.020000	0.285742  	0.020000	0.246609  	0.020000	0.00946222	
0.025000	0.362967  	0.025000	0.284376  	0.025000	0.315347  	0.025000	0.315347  	0.025000	0.276368  	0.025000	0.00800815	
0.030000	0.395493  	0.030000	0.311215  	0.030000	0.340819  	0.030000	0.340819  	0.030000	0.304243  	0.030000	0.00697194	
0.035000	0.422265  	0.035000	0.336352  	0.035000	0.364887  	0.035000	0.364887  	0.035000	0.33016   	0.035000	0.00619226	
0.040000	0.443375  	0.040000	0.359802  	0.040000	0.387622  	0.040000	0.387622  	0.040000	0.35422   	0.040000	0.00558218	
0.045000	0.458931  	0.045000	0.381581  	0.045000	0.409079  	0.045000	0.409079  	0.045000	0.376491  	0.045000	0.00509049	
0.050000	0.468544  	0.050000	0.401113  	0.050000	0.429302  	0.050000	0.429302  	0.050000	0.396428  	0.050000	0.00468493	
0.055000	0.48839   	0.055000	0.422274  	0.055000	0.448332  	0.055000	0.448332  	0.055000	0.41793   	0.055000	0.00434414	
0.060000	0.505121  	0.060000	0.442184  	0.060000	0.466208  	0.060000	0.466208  	0.060000	0.43813   	0.060000	0.00405335	
0.070000	0.530165  	0.070000	0.478295  	0.070000	0.498647  	0.070000	0.498647  	0.070000	0.474713  	0.070000	0.00358246	
0.080000	0.556891  	0.080000	0.50907   	0.080000	0.526927  	0.080000	0.526927  	0.080000	0.505854  	0.080000	0.00321663	
0.090000	0.576806  	0.090000	0.535277  	0.090000	0.551365  	0.090000	0.551365  	0.090000	0.532354  	0.090000	0.0029235 	
0.100000	0.591624  	0.100000	0.557285  	0.100000	0.572284  	0.100000	0.572284  	0.100000	0.554602  	0.100000	0.00268289	
0.120000	0.596934  	0.120000	0.591614  	0.120000	0.60486   	0.120000	0.60486   	0.120000	0.589304  	0.120000	0.00231037	
0.140000	0.596271  	0.140000	0.614279  	0.140000	0.627134  	0.140000	0.627134  	0.140000	0.612245  	0.140000	0.00203439	
0.160000	0.597116  	0.160000	0.630889  	0.160000	0.641325  	0.160000	0.641325  	0.160000	0.629068  	0.160000	0.00182108	
