*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - Range straggling - method [0] - LISE	Energy (MeV/u)6	5 - Range straggling - method [1] - Atima	Energy (MeV/u)7	6 - Lateral range - method [0] - LISE	Energy (MeV/u)8	7 - Lateral range - method [1] - Atima	Energy (MeV/u)9	8 - Lateral range - method [2] - PDG	
0.001000	0.0531185 	0.001000	0.0531185 	0.001000	0.0483337 	0.001000	0.0483337 	0.001000	0         	0.001000	0         	0.001000	0.000115656	0.001000	0.000186718	0.001000	8.64996e-05
0.002000	0.108134  	0.002000	0.106237  	0.002000	0.0966673 	0.002000	0.0966673 	0.002000	0.00711636	0.002000	0.00711636	0.002000	0.000338686	0.002000	0.000528212	0.002000	0.000263626
0.005000	0.248589  	0.005000	0.24185   	0.005000	0.220374  	0.005000	0.220374  	0.005000	0.00842971	0.005000	0.00842971	0.005000	0.00117233	0.005000	0.00176708	0.005000	0.00094448
0.008000	0.369204  	0.008000	0.358306  	0.008000	0.32724   	0.008000	0.32724   	0.008000	0.00848673	0.008000	0.00848673	0.008000	0.00211865	0.008000	0.00313864	0.008000	0.00173408
0.010000	0.44265   	0.010000	0.429221  	0.010000	0.392621  	0.010000	0.392621  	0.010000	0.00868882	0.010000	0.00868882	0.010000	0.00278558	0.010000	0.00409384	0.010000	0.00229582
0.015000	0.60913   	0.015000	0.589961  	0.015000	0.541793  	0.015000	0.541793  	0.015000	0.009737  	0.015000	0.009737  	0.015000	0.00452942	0.015000	0.00656486	0.015000	0.00377653
0.020000	0.747258  	0.020000	0.723327  	0.020000	0.669774  	0.020000	0.669774  	0.020000	0.010955  	0.020000	0.010955  	0.020000	0.0062312 	0.020000	0.00896079	0.020000	0.00522828
0.025000	0.862489  	0.025000	0.834586  	0.025000	0.780013  	0.025000	0.780013  	0.025000	0.0120158 	0.025000	0.0120158 	0.025000	0.00782722	0.025000	0.0112017 	0.025000	0.0065925
0.030000	0.962053  	0.030000	0.930717  	0.030000	0.877656  	0.030000	0.877656  	0.030000	0.0129121 	0.030000	0.0129121 	0.030000	0.00933868	0.030000	0.0133186 	0.030000	0.00788686
0.035000	1.05045   	0.035000	1.01607   	0.035000	0.966297  	0.035000	0.966297  	0.035000	0.0136829 	0.035000	0.0136829 	0.035000	0.0107926 	0.035000	0.0153497 	0.035000	0.00913439
0.040000	1.13112   	0.040000	1.09395   	0.040000	1.04795   	0.040000	1.04795   	0.040000	0.0143532 	0.040000	0.0143532 	0.040000	0.0122042 	0.040000	0.0173169 	0.040000	0.0103475
0.045000	1.206     	0.045000	1.16625   	0.045000	1.12407   	0.045000	1.12407   	0.045000	0.0149445 	0.045000	0.0149445 	0.045000	0.0135852 	0.045000	0.0192377 	0.045000	0.0115363
0.050000	1.27637   	0.050000	1.2342    	0.050000	1.19571   	0.050000	1.19571   	0.050000	0.0154738 	0.050000	0.0153235 	0.050000	0.0149447 	0.050000	0.0211249 	0.050000	0.0127082
0.055000	1.3432    	0.055000	1.29872   	0.055000	1.2637    	0.055000	1.2637    	0.055000	0.0159544 	0.055000	0.0155845 	0.055000	0.016291  	0.055000	0.02299   	0.055000	0.0138704
0.060000	1.4072    	0.060000	1.36052   	0.060000	1.32869   	0.060000	1.32869   	0.060000	0.0163963 	0.060000	0.0158253 	0.060000	0.0175063 	0.060000	0.0246723 	0.060000	0.0149202
0.070000	1.52887   	0.070000	1.47799   	0.070000	1.4516    	0.070000	1.4516    	0.070000	0.0171937 	0.070000	0.0162627 	0.070000	0.0195712 	0.070000	0.0275279 	0.070000	0.0167048
0.080000	1.6446    	0.080000	1.58973   	0.080000	1.56744   	0.080000	1.56744   	0.080000	0.0179104 	0.080000	0.0166603 	0.080000	0.0213518 	0.080000	0.0298874 	0.080000	0.0182454
0.090000	1.75645   	0.090000	1.69773   	0.090000	1.67826   	0.090000	1.67826   	0.090000	0.0185744 	0.090000	0.0170333 	0.090000	0.022982  	0.090000	0.0319573 	0.090000	0.0196575
0.100000	1.86578   	0.100000	1.80328   	0.100000	1.78546   	0.100000	1.78546   	0.100000	0.0192041 	0.100000	0.0173916 	0.100000	0.0244766 	0.100000	0.0338332 	0.100000	0.0209541
0.120000	2.08018   	0.120000	2.0103    	0.120000	1.99286   	0.120000	1.99286   	0.120000	0.0204067 	0.120000	0.018089  	0.120000	0.0272991 	0.120000	0.0373173 	0.120000	0.0234076
0.140000	2.2914    	0.140000	2.21424   	0.140000	2.19496   	0.140000	2.19496   	0.140000	0.0215792 	0.140000	0.0187857 	0.140000	0.0299681 	0.140000	0.0405595 	0.140000	0.0257344
0.160000	2.50097   	0.160000	2.41658   	0.160000	2.3947    	0.160000	2.3947    	0.160000	0.0227524 	0.160000	0.0194985 	0.160000	0.0325408 	0.160000	0.0436483 	0.160000	0.0279837
0.180000	2.71015   	0.180000	2.61855   	0.180000	2.59378   	0.180000	2.59378   	0.180000	0.0239414 	0.180000	0.0202357 	0.180000	0.0350537 	0.180000	0.0466314 	0.180000	0.0301866
0.200000	2.9196    	0.200000	2.82078   	0.200000	2.79315   	0.200000	2.79315   	0.200000	0.0251533 	0.200000	0.0210008 	0.200000	0.0374781 	0.200000	0.0494969 	0.200000	0.0323182
0.250000	3.44499   	0.250000	3.32806   	0.250000	3.29592   	0.250000	3.29592   	0.250000	0.0282917 	0.250000	0.0230368 	0.250000	0.0435627 	0.250000	0.0566087 	0.250000	0.037688
0.300000	3.97282   	0.300000	3.83768   	0.300000	3.80711   	0.300000	3.80711   	0.300000	0.0315688 	0.300000	0.0252285 	0.300000	0.0495443 	0.300000	0.0635295 	0.300000	0.042996
0.350000	4.50206   	0.350000	4.34868   	0.350000	4.32743   	0.350000	4.32743   	0.350000	0.0349531 	0.350000	0.027543  	0.350000	0.0553574 	0.350000	0.070188  	0.350000	0.0481804
0.400000	5.03281   	0.400000	4.86113   	0.400000	4.85399   	0.400000	4.85399   	0.400000	0.0383645 	0.400000	0.0299137 	0.400000	0.061142  	0.400000	0.0767557 	0.400000	0.0533607
0.450000	5.56195   	0.450000	5.37203   	0.450000	5.38577   	0.450000	5.38577   	0.450000	0.041775  	0.450000	0.0323107 	0.450000	0.0668059 	0.450000	0.0831499 	0.450000	0.058454
0.500000	6.09211   	0.500000	5.88392   	0.500000	5.9239    	0.500000	5.9239    	0.500000	0.0452019 	0.500000	0.0347385 	0.500000	0.0724264 	0.500000	0.089432  	0.500000	0.0635258
0.600000	7.15568   	0.600000	6.91081   	0.600000	7.02254   	0.600000	7.02254   	0.600000	0.0521563 	0.600000	0.0397005 	0.600000	0.0833336 	0.600000	0.101545  	0.600000	0.0734231
0.700000	8.23567   	0.700000	7.95357   	0.700000	8.15682   	0.700000	8.15682   	0.700000	0.0593388 	0.700000	0.0448479 	0.700000	0.0938222 	0.700000	0.113033  	0.700000	0.0830013
0.800000	9.35375   	0.800000	9.03311   	0.800000	9.32937   	0.800000	9.32937   	0.800000	0.0667837 	0.800000	0.0501863 	0.800000	0.103836  	0.800000	0.123858  	0.800000	0.0921981
0.900000	10.5163   	0.900000	10.1555   	0.900000	10.5413   	0.900000	10.5413   	0.900000	0.0745038 	0.900000	0.0557126 	0.900000	0.113347  	0.900000	0.134074  	0.900000	0.100982
1.000000	11.725    	1.000000	11.3226   	1.000000	11.7935   	1.000000	11.7935   	1.000000	0.0825102 	1.000000	0.0614256 	1.000000	0.122505  	1.000000	0.143782  	1.000000	0.109474
1.250000	14.9579   	1.250000	14.4441   	1.250000	15.1061   	1.250000	15.1061   	1.250000	0.103881  	1.250000	0.0767256 	1.250000	0.1439    	1.250000	0.166196  	1.250000	0.129458
1.500000	18.4966   	1.500000	17.8608   	1.500000	18.695    	1.500000	18.695    	1.500000	0.127466  	1.500000	0.0943989 	1.500000	0.163987  	1.500000	0.18686   	1.500000	0.148367
1.750000	22.3611   	1.750000	21.592    	1.750000	22.5576   	1.750000	22.5576   	1.750000	0.153192  	1.750000	0.113988  	1.750000	0.183191  	1.750000	0.206369  	1.750000	0.166562
2.000000	26.5456   	2.000000	25.6322   	2.000000	26.6907   	2.000000	26.6907   	2.000000	0.18101   	2.000000	0.135125  	2.000000	0.201764  	2.000000	0.225068  	2.000000	0.184256
2.250000	31.0397   	2.250000	29.9714   	2.250000	31.0926   	2.250000	31.0926   	2.250000	0.210912  	2.250000	0.157627  	2.250000	0.219998  	2.250000	0.243241  	2.250000	0.201697
2.500000	35.833    	2.500000	34.6022   	2.500000	35.7622   	2.500000	35.7622   	2.500000	0.242902  	2.500000	0.181396  	2.500000	0.231694  	2.500000	0.261101  	2.500000	0.213069
3.000000	45.8819   	3.000000	44.7482   	3.000000	45.8998   	3.000000	45.8998   	3.000000	0.313169  	3.000000	0.232517  	3.000000	0.242044  	3.000000	0.2906    	3.000000	0.223626
3.500000	57.025    	3.500000	56.0337   	3.500000	57.0938   	3.500000	57.0938   	3.500000	0.391817  	3.500000	0.28824   	3.500000	0.256911  	3.500000	0.304361  	3.500000	0.238443
4.000000	69.2502   	4.000000	68.408    	4.000000	69.3328   	4.000000	69.3328   	4.000000	0.478803  	4.000000	0.348417  	4.000000	0.276231  	4.000000	0.322848  	4.000000	0.257493
4.500000	82.545    	4.500000	81.8375   	4.500000	82.6043   	4.500000	82.6043   	4.500000	0.574048  	4.500000	0.412897  	4.500000	0.299839  	4.500000	0.345787  	4.500000	0.280639
5.000000	96.8966   	5.000000	96.2976   	5.000000	96.895    	5.000000	96.895    	5.000000	0.677452  	5.000000	0.481548  	5.000000	0.327486  	5.000000	0.372852  	5.000000	0.30765
5.500000	112.293   	5.500000	111.769   	5.500000	112.192   	5.500000	112.192   	5.500000	0.788908  	5.500000	0.554272  	5.500000	0.358931  	5.500000	0.403751  	5.500000	0.338302
6.000000	128.722   	6.000000	128.234   	6.000000	128.482   	6.000000	128.482   	6.000000	0.908311  	6.000000	0.630974  	6.000000	0.393918  	6.000000	0.438179  	6.000000	0.372357
6.500000	146.173   	6.500000	145.679   	6.500000	145.754   	6.500000	145.754   	6.500000	1.03556   	6.500000	0.711567  	6.500000	0.432263  	6.500000	0.475922  	6.500000	0.409641
7.000000	164.636   	7.000000	164.091   	7.000000	163.996   	7.000000	163.996   	7.000000	1.17055   	7.000000	0.795969  	7.000000	0.47375   	7.000000	0.516724  	7.000000	0.449955
7.500000	184.099   	7.500000	183.458   	7.500000	183.196   	7.500000	183.196   	7.500000	1.3132    	7.500000	0.884108  	7.500000	0.518234  	7.500000	0.560415  	7.500000	0.493163
8.000000	204.554   	8.000000	203.767   	8.000000	203.345   	8.000000	203.345   	8.000000	1.4634    	8.000000	0.975917  	8.000000	0.565574  	8.000000	0.606827  	8.000000	0.539136
8.500000	225.991   	8.500000	225.01    	8.500000	224.432   	8.500000	224.432   	8.500000	1.62109   	8.500000	1.07133   	8.500000	0.615659  	8.500000	0.655827  	8.500000	0.587771
9.000000	248.402   	9.000000	247.175   	9.000000	246.449   	9.000000	246.449   	9.000000	1.78618   	9.000000	1.1703    	9.000000	0.668397  	9.000000	0.707303  	9.000000	0.638982
9.500000	271.777   	9.500000	270.254   	9.500000	269.385   	9.500000	269.385   	9.500000	1.9586    	9.500000	1.27277   	9.500000	0.723703  	9.500000	0.761153  	9.500000	0.692693
10.000000	296.11    	10.000000	294.234   	10.000000	293.233   	10.000000	293.233   	10.000000	2.13828   	10.000000	1.37869   	10.000000	0.781509  	10.000000	0.817294  	10.000000	0.74884
11.000000	347.616   	11.000000	344.668   	11.000000	343.675   	11.000000	343.661   	11.000000	2.52006   	11.000000	1.60123   	11.000000	0.904542  	11.000000	0.936309  	11.000000	0.868378
12.000000	402.86    	12.000000	398.655   	12.000000	397.768   	12.000000	397.712   	12.000000	2.93204   	12.000000	1.83805   	12.000000	1.03734   	12.000000	1.06409   	12.000000	0.997465
13.000000	461.789   	13.000000	456.167   	13.000000	455.476   	13.000000	455.356   	13.000000	3.37396   	13.000000	2.08898   	13.000000	1.17969   	13.000000	1.20035   	13.000000	1.13592
14.000000	524.351   	14.000000	517.173   	14.000000	516.767   	14.000000	516.561   	14.000000	3.84565   	14.000000	2.35397   	14.000000	1.33147   	14.000000	1.34491   	14.000000	1.28362
15.000000	590.499   	15.000000	581.644   	15.000000	581.613   	15.000000	581.302   	15.000000	4.34696   	15.000000	2.63282   	15.000000	1.49254   	15.000000	1.49759   	15.000000	1.44046
