*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - Range straggling - method [0] - LISE	Energy (MeV/u)6	5 - Range straggling - method [1] - Atima	Energy (MeV/u)7	6 - Lateral range - method [0] - LISE	Energy (MeV/u)8	7 - Lateral range - method [1] - Atima	Energy (MeV/u)9	8 - Lateral range - method [2] - PDG	
0.001000	0.110137  	0.001000	0.110137  	0.001000	0.0675358 	0.001000	0.0675358 	0.001000	0         	0.001000	0         	0.001000	0.000195244	0.001000	0.000308418	0.001000	0.000148213
0.002000	0.225272  	0.002000	0.220274  	0.002000	0.135072  	0.002000	0.135072  	0.002000	0.00881598	0.002000	0.00881598	0.002000	0.000571773	0.002000	0.000872554	0.002000	0.000450553
0.005000	0.49899   	0.005000	0.48211   	0.005000	0.304216  	0.005000	0.304216  	0.005000	0.0103728 	0.005000	0.0103728 	0.005000	0.00193471	0.005000	0.00285808	0.005000	0.0015723
0.008000	0.713832  	0.008000	0.687627  	0.008000	0.447624  	0.008000	0.447624  	0.008000	0.010435  	0.008000	0.010435  	0.008000	0.00343948	0.008000	0.00499779	0.008000	0.00283528
0.010000	0.837631  	0.010000	0.806051  	0.010000	0.534615  	0.010000	0.534615  	0.010000	0.0106521 	0.010000	0.0106521 	0.010000	0.00448712	0.010000	0.00647054	0.010000	0.00372218
0.015000	1.10339   	0.015000	1.06028   	0.015000	0.731789  	0.015000	0.731789  	0.015000	0.0117662 	0.015000	0.0117662 	0.015000	0.00720235	0.015000	0.0102486 	0.015000	0.00603773
0.020000	1.3182    	0.020000	1.26576   	0.020000	0.901409  	0.020000	0.901409  	0.020000	0.0130904 	0.020000	0.0130904 	0.020000	0.00986302	0.020000	0.013926  	0.020000	0.00831735
0.025000	1.49674   	0.025000	1.43655   	0.025000	1.04878   	0.025000	1.04878   	0.025000	0.0142831 	0.025000	0.0142831 	0.025000	0.0123905 	0.025000	0.0174079 	0.025000	0.0104878
0.030000	1.65072   	0.030000	1.58385   	0.030000	1.18049   	0.030000	1.18049   	0.030000	0.0153217 	0.030000	0.0153217 	0.030000	0.0148162 	0.030000	0.0207396 	0.030000	0.0125751
0.035000	1.78747   	0.035000	1.71466   	0.035000	1.30106   	0.035000	1.30106   	0.035000	0.0162383 	0.035000	0.0162383 	0.035000	0.017178  	0.035000	0.0239739 	0.035000	0.0146118
