Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.262635  	0.001000	0.0561737 	0.001000	0.0593246 	0.001000	0.0593246 	0.001000	0.0390255 	0.001000	0.0171482 	
0.002000	0.303008  	0.002000	0.0729211 	0.002000	0.0754306 	0.002000	0.0754306 	0.002000	0.0571367 	0.002000	0.0157844 	
0.005000	0.422792  	0.005000	0.106793  	0.005000	0.106525  	0.005000	0.106525  	0.005000	0.0945763 	0.005000	0.0122162 	
0.008000	0.524343  	0.008000	0.132533  	0.008000	0.12935   	0.008000	0.12935   	0.008000	0.122475  	0.008000	0.010058  	
0.010000	0.584882  	0.010000	0.147516  	0.010000	0.142421  	0.010000	0.142421  	0.010000	0.138468  	0.010000	0.00904854	
0.015000	0.686488  	0.015000	0.18038   	0.015000	0.170666  	0.015000	0.170666  	0.015000	0.173061  	0.015000	0.00731922	
0.020000	0.766218  	0.020000	0.208938  	0.020000	0.194826  	0.020000	0.194826  	0.020000	0.202729  	0.020000	0.00620898	
0.025000	0.852999  	0.025000	0.233699  	0.025000	0.216056  	0.025000	0.216056  	0.025000	0.228273  	0.025000	0.00542628	
0.030000	0.923367  	0.030000	0.254903  	0.030000	0.255714  	0.030000	0.255714  	0.030000	0.250063  	0.030000	0.00484011	
0.035000	0.979657  	0.035000	0.275194  	0.035000	0.28162   	0.035000	0.28162   	0.035000	0.270812  	0.035000	0.00438213	
0.040000	1.02284   	0.040000	0.293292  	0.040000	0.299973  	0.040000	0.299973  	0.040000	0.289279  	0.040000	0.00401293	
0.045000	1.05361   	0.045000	0.309566  	0.045000	0.315003  	0.045000	0.315003  	0.045000	0.305858  	0.045000	0.00370802	
0.050000	1.07284   	0.050000	0.324532  	0.050000	0.328455  	0.050000	0.328455  	0.050000	0.321081  	0.050000	0.00345132	
0.055000	1.11552   	0.055000	0.338243  	0.055000	0.340909  	0.055000	0.340909  	0.055000	0.335011  	0.055000	0.00323181	
0.060000	1.151     	0.060000	0.350774  	0.060000	0.352525  	0.060000	0.352525  	0.060000	0.347732  	0.060000	0.00304165	
0.070000	1.20269   	0.070000	0.372585  	0.070000	0.373338  	0.070000	0.373338  	0.070000	0.369883  	0.070000	0.00270236	
0.080000	1.25811   	0.080000	0.390628  	0.080000	0.391075  	0.080000	0.391075  	0.080000	0.388172  	0.080000	0.00245626	
0.090000	1.29805   	0.090000	0.405411  	0.090000	0.405907  	0.090000	0.405907  	0.090000	0.403155  	0.090000	0.00225524	
0.100000	1.32753   	0.100000	0.417402  	0.100000	0.418119  	0.100000	0.418119  	0.100000	0.415314  	0.100000	0.0020876 	
0.120000	1.34625   	0.120000	0.438771  	0.120000	0.435928  	0.120000	0.435928  	0.120000	0.436948  	0.120000	0.00182313	
0.140000	1.3495    	0.140000	0.45454   	0.140000	0.446853  	0.140000	0.446853  	0.140000	0.452917  	0.140000	0.00162317	
0.160000	1.34961   	0.160000	0.466312  	0.160000	0.452832  	0.160000	0.452832  	0.160000	0.464846  	0.160000	0.00146613	
0.180000	1.34796   	0.180000	0.472893  	0.180000	0.45535   	0.180000	0.45535   	0.180000	0.471554  	0.180000	0.00133917	
0.200000	1.35152   	0.200000	0.477657  	0.200000	0.455496  	0.200000	0.455496  	0.200000	0.476423  	0.200000	0.0012342 	
0.250000	1.32386   	0.250000	0.480496  	0.250000	0.450038  	0.250000	0.450038  	0.250000	0.479459  	0.250000	0.00103639	
0.300000	1.31953   	0.300000	0.492879  	0.300000	0.443609  	0.300000	0.443609  	0.300000	0.491982  	0.300000	0.000897047	
0.350000	1.30419   	0.350000	0.496226  	0.350000	0.436984  	0.350000	0.436984  	0.350000	0.495433  	0.350000	0.000793093	
0.400000	1.28217   	0.400000	0.496249  	0.400000	0.428934  	0.400000	0.428934  	0.400000	0.495536  	0.400000	0.000712296	
0.450000	1.25319   	0.450000	0.491604  	0.450000	0.419603  	0.450000	0.419603  	0.450000	0.490957  	0.450000	0.000647531	
0.500000	1.22502   	0.500000	0.486846  	0.500000	0.410573  	0.500000	0.410573  	0.500000	0.486252  	0.500000	0.000594354	
0.600000	1.12423   	0.600000	0.475742  	0.600000	0.39372   	0.600000	0.39372   	0.600000	0.47523   	0.600000	0.000511989	
0.700000	1.02333   	0.700000	0.458149  	0.700000	0.378433  	0.700000	0.378433  	0.700000	0.457698  	0.700000	0.000450946	
0.800000	0.978736  	0.800000	0.453432  	0.800000	0.364481  	0.800000	0.364481  	0.800000	0.453028  	0.800000	0.000403747	
0.900000	0.931228  	0.900000	0.444125  	0.900000	0.351638  	0.900000	0.351638  	0.900000	0.443759  	0.900000	0.000366076	
1.000000	0.884077  	1.000000	0.429915  	1.000000	0.338801  	1.000000	0.338801  	1.000000	0.42958   	1.000000	0.000335257	
1.250000	0.77593   	1.250000	0.387776  	1.250000	0.311258  	1.250000	0.311258  	1.250000	0.387498  	1.250000	0.000278012	
1.500000	0.673679  	1.500000	0.320431  	1.500000	0.288377  	1.500000	0.288377  	1.500000	0.320193  	1.500000	0.000238354	
1.750000	0.59874   	1.750000	0.280443  	1.750000	0.268575  	1.750000	0.268575  	1.750000	0.280234  	1.750000	0.000209143	
2.000000	0.540794  	2.000000	0.253929  	2.000000	0.251193  	2.000000	0.251193  	2.000000	0.253742  	2.000000	0.000186668	
2.250000	0.495044  	2.250000	0.234451  	2.250000	0.235753  	2.250000	0.235753  	2.250000	0.234282  	2.250000	0.000168803	
2.500000	0.441819  	2.500000	0.219053  	2.500000	0.222009  	2.500000	0.222009  	2.500000	0.218899  	2.500000	0.000154238	
3.000000	0.388211  	3.000000	0.195299  	3.000000	0.198768  	3.000000	0.198768  	3.000000	0.195167  	3.000000	0.00013187	
3.500000	0.3469    	3.500000	0.17717   	3.500000	0.180036  	3.500000	0.180036  	3.500000	0.177054  	3.500000	0.000115451	
4.000000	0.314035  	4.000000	0.162609  	4.000000	0.164731  	4.000000	0.164731  	4.000000	0.162506  	4.000000	0.000102854	
4.500000	0.287231  	4.500000	0.150583  	4.500000	0.152044  	4.500000	0.152044  	4.500000	0.15049   	4.500000	9.28635e-05	
5.000000	0.264927  	5.000000	0.14046   	5.000000	0.141383  	5.000000	0.141383  	5.000000	0.140375  	5.000000	8.47348e-05	
5.500000	0.24606   	5.500000	0.131812  	5.500000	0.132307  	5.500000	0.132307  	5.500000	0.131734  	5.500000	7.79836e-05	
6.000000	0.229882  	6.000000	0.124332  	6.000000	0.124488  	6.000000	0.124488  	6.000000	0.12426   	6.000000	7.22817e-05	
6.500000	0.215845  	6.500000	0.117792  	6.500000	0.117679  	6.500000	0.117679  	6.500000	0.117725  	6.500000	6.73981e-05	
7.000000	0.203545  	7.000000	0.112022  	7.000000	0.111695  	7.000000	0.111695  	7.000000	0.111958  	7.000000	6.31655e-05	
7.500000	0.192673  	7.500000	0.106887  	7.500000	0.106388  	7.500000	0.106388  	7.500000	0.106827  	7.500000	5.94599e-05	
8.000000	0.18299   	8.000000	0.102284  	8.000000	0.101647  	8.000000	0.101647  	8.000000	0.102228  	8.000000	5.61868e-05	
8.500000	0.174307  	8.500000	0.0981318 	8.500000	0.0973821 	8.500000	0.0973821 	8.500000	0.0980785 	8.500000	5.32735e-05	
9.000000	0.166474  	9.000000	0.0943636 	9.000000	0.0935215 	9.000000	0.0935215 	9.000000	0.0943129 	9.000000	5.06628e-05	
9.500000	0.159371  	9.500000	0.0909259 	9.500000	0.0900079 	9.500000	0.0900079 	9.500000	0.0908776 	9.500000	4.8309e-05	
10.000000	0.152898  	10.000000	0.0883567 	10.000000	0.0867939 	10.000000	0.0867939 	10.000000	0.0883105 	10.000000	4.61753e-05	
11.000000	0.14153   	11.000000	0.0832693 	11.000000	0.0813316 	11.000000	0.0813519 	11.000000	0.0832269 	11.000000	4.24536e-05	
