Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.482596  	0.001000	0.093066  	0.001000	0.081735  	0.001000	0.081735  	0.001000	0.068268  	0.001000	0.024798  	
0.002000	0.53015   	0.002000	0.118033  	0.002000	0.103995  	0.002000	0.103995  	0.002000	0.0945586 	0.002000	0.023474  	
0.005000	0.652153  	0.005000	0.164352  	0.005000	0.14621   	0.005000	0.14621   	0.005000	0.145456  	0.005000	0.0188958 	
0.008000	0.747614  	0.008000	0.197264  	0.008000	0.176891  	0.008000	0.176891  	0.008000	0.181413  	0.008000	0.0158503 	
0.010000	0.801527  	0.010000	0.215849  	0.010000	0.194425  	0.010000	0.194425  	0.010000	0.201473  	0.010000	0.0143759 	
0.015000	0.938609  	0.015000	0.255555  	0.015000	0.232299  	0.015000	0.232299  	0.015000	0.24377   	0.015000	0.0117854 	
0.020000	1.04844   	0.020000	0.289144  	0.020000	0.26471   	0.020000	0.26471   	0.020000	0.279062  	0.020000	0.0100822 	
0.025000	1.17201   	0.025000	0.319733  	0.025000	0.294282  	0.025000	0.294282  	0.025000	0.310869  	0.025000	0.00886356	
0.030000	1.27698   	0.030000	0.349032  	0.030000	0.350554  	0.030000	0.350554  	0.030000	0.34109   	0.030000	0.00794145	
0.035000	1.36338   	0.035000	0.378927  	0.035000	0.388271  	0.035000	0.388271  	0.035000	0.371712  	0.035000	0.00721541	
0.040000	1.43151   	0.040000	0.407215  	0.040000	0.415598  	0.040000	0.415598  	0.040000	0.400588  	0.040000	0.00662655	
0.045000	1.48172   	0.045000	0.433441  	0.045000	0.438267  	0.045000	0.438267  	0.045000	0.427303  	0.045000	0.00613783	
0.050000	1.51274   	0.050000	0.457611  	0.050000	0.458681  	0.050000	0.458681  	0.050000	0.451886  	0.050000	0.00572469	
0.055000	1.5768    	0.055000	0.479657  	0.055000	0.477654  	0.055000	0.477654  	0.055000	0.474287  	0.055000	0.00537018	
0.060000	1.6308    	0.060000	0.498784  	0.060000	0.495418  	0.060000	0.495418  	0.060000	0.493721  	0.060000	0.00506213	
0.070000	1.71164   	0.070000	0.532138  	0.070000	0.527518  	0.070000	0.527518  	0.070000	0.527586  	0.070000	0.00455186	
0.080000	1.79791   	0.080000	0.560035  	0.080000	0.555188  	0.080000	0.555188  	0.080000	0.55589   	0.080000	0.00414513	
0.090000	1.86219   	0.090000	0.583217  	0.090000	0.578678  	0.090000	0.578678  	0.090000	0.57944   	0.090000	0.00377706	
0.100000	1.91003   	0.100000	0.602426  	0.100000	0.598458  	0.100000	0.598458  	0.100000	0.598924  	0.100000	0.00350226	
0.120000	1.92716   	0.120000	0.631041  	0.120000	0.628491  	0.120000	0.628491  	0.120000	0.627974  	0.120000	0.00306694	
0.140000	1.92501   	0.140000	0.649617  	0.140000	0.648503  	0.140000	0.648503  	0.140000	0.646881  	0.140000	0.00273634	
