Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.679428  	0.001000	0.137848  	0.001000	0.105697  	0.001000	0.105697  	0.001000	0.0991209 	0.001000	0.0387274 	
0.002000	0.744743  	0.002000	0.173955  	0.002000	0.131371  	0.002000	0.131371  	0.002000	0.137293  	0.002000	0.036662  	
0.005000	0.911153  	0.005000	0.240708  	0.005000	0.179263  	0.005000	0.179263  	0.005000	0.211194  	0.005000	0.0295146 	
0.008000	1.04203   	0.008000	0.28816   	0.008000	0.214176  	0.008000	0.214176  	0.008000	0.263401  	0.008000	0.0247587 	
0.010000	1.11607   	0.010000	0.314982  	0.010000	0.234231  	0.010000	0.234231  	0.010000	0.292526  	0.010000	0.0224561 	
0.015000	1.30388   	0.015000	0.372349  	0.015000	0.277781  	0.015000	0.277781  	0.015000	0.353939  	0.015000	0.0184102 	
0.020000	1.45212   	0.020000	0.420931  	0.020000	0.315245  	0.020000	0.315245  	0.020000	0.405181  	0.020000	0.0157499 	
0.025000	1.61471   	0.025000	0.464742  	0.025000	0.35126   	0.025000	0.35126   	0.025000	0.450896  	0.025000	0.0138465 	
0.030000	1.75154   	0.030000	0.50538   	0.030000	0.42169   	0.030000	0.42169   	0.030000	0.492974  	0.030000	0.0124061 	
0.035000	1.84871   	0.035000	0.54405   	0.035000	0.470563  	0.035000	0.470563  	0.035000	0.532778  	0.035000	0.011272  	
0.040000	1.92088   	0.040000	0.580036  	0.040000	0.507069  	0.040000	0.507069  	0.040000	0.569684  	0.040000	0.0103521 	
0.045000	1.97114   	0.045000	0.607478  	0.045000	0.537903  	0.045000	0.537903  	0.045000	0.597889  	0.045000	0.00958868	
0.050000	2.00124   	0.050000	0.630839  	0.050000	0.565925  	0.050000	0.565925  	0.050000	0.621895  	0.050000	0.00894333	
0.055000	2.07611   	0.055000	0.652318  	0.055000	0.592111  	0.055000	0.592111  	0.055000	0.643929  	0.055000	0.00838952	
0.060000	2.13862   	0.060000	0.672069  	0.060000	0.616746  	0.060000	0.616746  	0.060000	0.664161  	0.060000	0.0079083 	
0.070000	2.23067   	0.070000	0.706954  	0.070000	0.661597  	0.070000	0.661597  	0.070000	0.699843  	0.070000	0.00711118	
0.080000	2.33285   	0.080000	0.736488  	0.080000	0.700722  	0.080000	0.700722  	0.080000	0.730012  	0.080000	0.0064758 	
0.090000	2.40909   	0.090000	0.761408  	0.090000	0.734407  	0.090000	0.734407  	0.090000	0.755507  	0.090000	0.00590081	
0.100000	2.46628   	0.100000	0.782472  	0.100000	0.763253  	0.100000	0.763253  	0.100000	0.777     	0.100000	0.00547151	
0.120000	2.4861    	0.120000	0.814939  	0.120000	0.808387  	0.120000	0.808387  	0.120000	0.810147  	0.120000	0.00479145	
0.140000	2.49978   	0.140000	0.841319  	0.140000	0.840154  	0.140000	0.840154  	0.140000	0.837044  	0.140000	0.00427498	
0.160000	2.50563   	0.160000	0.861419  	0.160000	0.862012  	0.160000	0.862012  	0.160000	0.857551  	0.160000	0.00386797	
0.180000	2.51183   	0.180000	0.874528  	0.180000	0.876664  	0.180000	0.876664  	0.180000	0.87099   	0.180000	0.00353805	
0.200000	2.52112   	0.200000	0.882669  	0.200000	0.886141  	0.200000	0.886141  	0.200000	0.879404  	0.200000	0.00326463	
0.250000	2.49136   	0.250000	0.894921  	0.250000	0.895935  	0.250000	0.895935  	0.250000	0.892173  	0.250000	0.00274792	
0.300000	2.48164   	0.300000	0.90047   	0.300000	0.895376  	0.300000	0.895376  	0.300000	0.898087  	0.300000	0.00238267	
0.350000	2.47476   	0.350000	0.903994  	0.350000	0.890308  	0.350000	0.890308  	0.350000	0.901885  	0.350000	0.0021095 	
0.400000	2.48684   	0.400000	0.911175  	0.400000	0.891343  	0.400000	0.891343  	0.400000	0.909278  	0.400000	0.00189676	
0.450000	2.49185   	0.450000	0.919741  	0.450000	0.88904   	0.450000	0.88904   	0.450000	0.918015  	0.450000	0.00172595	
0.500000	2.48871   	0.500000	0.924375  	0.500000	0.884182  	0.500000	0.884182  	0.500000	0.922789  	0.500000	0.00158551	
