Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.650036  	0.001000	0.123631  	0.001000	0.0914798 	0.001000	0.0914798 	0.001000	0.0991209 	0.001000	0.0245102 	
0.002000	0.727632  	0.002000	0.1618    	0.002000	0.119215  	0.002000	0.119215  	0.002000	0.137293  	0.002000	0.0245063 	
0.005000	0.903567  	0.005000	0.232603  	0.005000	0.171157  	0.005000	0.171157  	0.005000	0.211194  	0.005000	0.0214089 	
0.008000	1.03716   	0.008000	0.282117  	0.008000	0.208133  	0.008000	0.208133  	0.008000	0.263401  	0.008000	0.0187157 	
0.010000	1.11271   	0.010000	0.309818  	0.010000	0.229067  	0.010000	0.229067  	0.010000	0.292526  	0.010000	0.0172918 	
0.015000	1.30124   	0.015000	0.368562  	0.015000	0.273994  	0.015000	0.273994  	0.015000	0.353939  	0.015000	0.0146236 	
0.020000	1.45015   	0.020000	0.417942  	0.020000	0.312256  	0.020000	0.312256  	0.020000	0.405181  	0.020000	0.0127611 	
0.025000	1.61313   	0.025000	0.462273  	0.025000	0.348791  	0.025000	0.348791  	0.025000	0.450896  	0.025000	0.0113778 	
0.030000	1.75023   	0.030000	0.503277  	0.030000	0.419587  	0.030000	0.419587  	0.030000	0.492974  	0.030000	0.0103035 	
0.035000	1.84759   	0.035000	0.542219  	0.035000	0.468732  	0.035000	0.468732  	0.035000	0.532778  	0.035000	0.00944095	
0.040000	1.91989   	0.040000	0.578414  	0.040000	0.505448  	0.040000	0.505448  	0.040000	0.569684  	0.040000	0.00873062	
0.045000	1.97027   	0.045000	0.606023  	0.045000	0.536448  	0.045000	0.536448  	0.045000	0.597889  	0.045000	0.00813375	
0.050000	2.00045   	0.050000	0.629519  	0.050000	0.564605  	0.050000	0.564605  	0.050000	0.621895  	0.050000	0.00762397	
0.055000	2.07539   	0.055000	0.651111  	0.055000	0.590904  	0.055000	0.590904  	0.055000	0.643929  	0.055000	0.00718267	
0.060000	2.13796   	0.060000	0.670957  	0.060000	0.615634  	0.060000	0.615634  	0.060000	0.664161  	0.060000	0.0067963 	
0.070000	2.2301    	0.070000	0.705993  	0.070000	0.660636  	0.070000	0.660636  	0.070000	0.699843  	0.070000	0.00615031	
0.080000	2.33236   	0.080000	0.735642  	0.080000	0.699876  	0.080000	0.699876  	0.080000	0.730012  	0.080000	0.00562996	
