*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - Range straggling - method [0] - LISE	Energy (MeV/u)6	5 - Range straggling - method [1] - Atima	Energy (MeV/u)7	6 - Lateral range - method [0] - LISE	Energy (MeV/u)8	7 - Lateral range - method [1] - Atima	Energy (MeV/u)9	8 - Lateral range - method [2] - PDG	
0.001000	0.0699085 	0.001000	0.0699085 	0.001000	0.0947047 	0.001000	0.0947047 	0.001000	0         	0.001000	0         	0.001000	0.000457051	0.001000	0.000693199	0.001000	0.000403495
0.002000	0.148508  	0.002000	0.139817  	0.002000	0.189409  	0.002000	0.189409  	0.002000	0.01788   	0.002000	0.01788   	0.002000	0.00133874	0.002000	0.00196191	0.002000	0.00121197
0.005000	0.318957  	0.005000	0.29142   	0.005000	0.395436  	0.005000	0.395436  	0.005000	0.0201819 	0.005000	0.0201819 	0.005000	0.00394692	0.005000	0.00565402	0.005000	0.00362753
0.008000	0.450036  	0.008000	0.408006  	0.008000	0.553694  	0.008000	0.553694  	0.008000	0.0202411 	0.008000	0.0202411 	0.008000	0.00643057	0.008000	0.00909825	0.008000	0.00595567
0.010000	0.526076  	0.010000	0.475638  	0.010000	0.645271  	0.010000	0.645271  	0.010000	0.0204298 	0.010000	0.0204298 	0.010000	0.00805446	0.010000	0.0113307 	0.010000	0.00748525
0.015000	0.691902  	0.015000	0.623128  	0.015000	0.84422   	0.015000	0.84422   	0.015000	0.0213105 	0.015000	0.0213105 	0.015000	0.0120553 	0.015000	0.0167062 	0.015000	0.0112685
0.020000	0.834968  	0.020000	0.750376  	0.020000	1.01496   	0.020000	1.01496   	0.020000	0.0224216 	0.020000	0.0224216 	0.020000	0.0159912 	0.020000	0.0215519 	0.020000	0.0150045
0.025000	0.962844  	0.025000	0.864113  	0.025000	1.16668   	0.025000	1.16668   	0.025000	0.0235422 	0.025000	0.0235422 	0.025000	0.0198859 	0.025000	0.0259631 	0.025000	0.0187107
0.030000	1.07945   	0.030000	0.967823  	0.030000	1.29663   	0.030000	1.29663   	0.030000	0.0244331 	0.030000	0.0244331 	0.030000	0.0235393 	0.030000	0.0298278 	0.030000	0.0221856
0.035000	1.1871    	0.035000	1.06357   	0.035000	1.40907   	0.035000	1.40907   	0.035000	0.0251175 	0.035000	0.0251175 	0.035000	0.026961  	0.035000	0.0332259 	0.035000	0.0254379
