* numtel = ssdindex * 9 + csiindex
* numtel      Z         A         ECsI_MeV        ECsI_Ch
    5         5        12        172.916           2900
    5         5        12         179.55           3035
    5         5        12        185.907           3170
    5         5        12        191.962           3305
    5         5        12        197.754           3440
    5         5        12        203.329           3575
    5         5        12        208.816           3710
    5         5        12        214.412           3845
    5         5        12        220.412           3980
    5         5        12        227.241           4115
    5         5        12        235.491           4250
    5         6        12        5.39458            334
    5         6        12        19.6833            468
    5         6        12        31.8132            602
    5         6        12        42.9489            736
    5         6        12         53.518            870
    5         6        12        63.6938           1004
    5         6        12        73.5522           1138
    5         6        12        83.1239           1272
    5         6        12        92.4162           1406
    5         6        12        101.432           1540
    5         6        12         110.17           1674
    5         6        12        118.609           1808
    5         6        12        126.748           1942
    5         6        12         134.64           2076
    5         6        12        142.296           2210
    5         6        12        149.741           2344
    5         6        12        157.011           2478
    5         6        12        164.149           2612
    5         6        12          171.2           2746
    5         6        12        178.195           2880
    5         6        12        185.199           3014
    5         6        12        192.237           3148
    5         6        12        199.337           3282
    5         6        12         206.51           3416
    5         6        12        213.753           3550
    5         6        12        221.002           3684
    5         6        12        228.163           3818
    5         6        12        235.139           3952
    5         6        12        241.723           4086
    5         6        13        2.41172            334
    5         6        13        18.8275            468
    5         6        13        32.2509            602
    5         6        13        44.2581            736
    5         6        13        55.4487            870
    5         6        13        66.0812           1004
    5         6        13        76.2755           1138
    5         6        13        86.0906           1272
    5         6        13        95.5546           1406
    5         6        13        104.684           1540
    5         6        13         113.49           1674
    5         6        13        121.991           1808
    5         6        13         130.17           1942
    5         6        13        138.067           2076
    5         6        13        145.748           2210
    5         6        13         153.24           2344
    5         6        13        160.581           2478
    5         6        13        167.828           2612
    5         6        13        175.032           2746
    5         6        13        182.218           2880
    5         6        13        189.442           3014
    5         6        13        196.716           3148
    5         6        13        204.029           3282
    5         6        13        211.346           3416
    5         6        13        218.624           3550
    5         6        13        225.698           3684
    5         6        13        232.403           3818
    5         6        13        238.462           3952
    5         6        13        243.534           4086
    5         6        13        247.162           4220
    5         6        14        4.81207            333
    5         6        14        17.7868            466
    5         6        14        30.4951            599
    5         6        14        42.7577            732
    5         6        14        54.4925            865
    5         6        14        65.6808            998
    5         6        14         76.325           1131
    5         6        14        86.4477           1264
    5         6        14        96.0852           1397
    5         6        14        105.285           1530
    5         6        14        114.098           1663
    5         6        14        122.579           1796
    5         6        14        130.797           1929
    5         6        14         138.77           2062
    5         6        14        146.557           2195
    5         6        14        154.238           2328
    5         6        14        161.843           2461
    5         6        14        169.389           2594
    5         6        14        176.907           2727
    5         6        14        184.392           2860
    5         6        14        191.841           2993
    5         6        14         199.23           3126
    5         6        14         206.54           3259
    5         6        14        213.722           3392
    5         6        14        220.732           3525
    5         6        14         227.54           3658
    5         6        14        234.063           3791
    5         6        14        240.304           3924
    5         6        14         246.24           4057
    5         6        14        251.861           4190
    5         7        15             99            200
    5         7        15             99            325
    5         7        15             99            450
    5         7        15             99            575
    5         7        15             99            700
    5         7        15             99            825
    5         7        15             99            950
    5         7        15             99           1075
    5         7        15             99           1200
    5         7        15             99           1325
    5         7        15             99           1450
    5         7        15             99           1575
    5         7        15             99           1700
    5         7        15             99           1825
    5         7        15             99           1950
    5         7        15             99           2075
    5         7        15             99           2200
    5         7        15             99           2325
    5         7        15             99           2450
    5         7        15             99           2575
    5         7        15             99           2700
    5         7        15             99           2825
    5         7        15             99           2950
    5         7        15             99           3075
    5         7        15             99           3200
    5         7        15             99           3325
    5         7        15             99           3450
    5         7        15             99           3575
    5         7        15             99           3700
    5         7        15             99           3825
    5         7        15             99           3950
    6         1         1        5.82084            200
    6         1         1        7.49614            226
    6         1         1        9.03332            252
    6         1         1        10.4514            278
    6         1         1        11.7726            304
    6         1         1        13.0255            330
    6         1         1        14.2284            356
    6         1         1        15.3967            382
    6         1         1        16.5434            408
    6         1         1         17.679            434
    6         1         1        18.8116            460
    6         1         1        19.9467            486
    6         1         1        21.0874            512
    6         1         1        22.2345            538
    6         1         1         23.386            564
    6         1         1        24.5376            590
    6         1         1        25.6826            616
    6         1         1        26.8123            642
    6         1         1        27.9164            668
    6         1         1         28.984            694
    6         1         1        30.0044            720
    6         1         1        30.9683            746
    6         1         1        31.8698            772
    6         1         1        32.7076            798
    6         1         1         33.487            824
    6         1         1        34.2215            850
    6         1         1        34.9348            876
    6         1         1        35.6624            902
    6         1         1        36.4547            928
    6         1         1        37.3805            954
    6         1         1        38.5341            980
    6         1         2         3.7967            200
    6         1         2        6.76699            250
    6         1         2        9.93696            300
    6         1         2         13.297            350
    6         1         2        16.7635            400
    6         1         2        20.2342            450
    6         1         2        23.5392            500
    6         1         2         26.636            550
    6         1         2        29.4515            600
    6         1         2        31.9516            650
    6         1         2        34.1442            700
    6         1         2        36.0742            750
    6         1         2        37.8132            800
    6         1         2        39.4465            850
    6         1         2        41.0623            900
    6         1         2        42.7438            950
    6         1         2        44.5635           1000
    6         1         2          46.58           1050
    6         1         2        48.8352           1100
    6         1         2          51.35           1150
    6         1         2        54.1195           1200
    6         1         2        57.1061           1250
    6         1         2        60.2314           1300
    6         1         2         63.371           1350
    6         1         2        66.3559           1400
    6         1         2        68.9853           1450
    6         1         2        71.0565           1500
    6         1         2        72.4104           1550
    6         1         2        72.9801           1600
    6         1         2        72.8308           1650
    6         1         2        72.1743           1700
    6         1         3        3.16817            200
    6         1         3        7.29361            282
    6         1         3         11.844            364
    6         1         3        16.8156            446
    6         1         3        22.1837            528
    6         1         3        27.8356            610
    6         1         3        33.3686            692
    6         1         3        38.6078            774
    6         1         3        43.4018            856
    6         1         3        47.6643            938
    6         1         3        51.4045           1020
    6         1         3        54.7183           1102
    6         1         3         57.757           1184
    6         1         3        60.6934           1266
    6         1         3        63.6923           1348
    6         1         3          66.89           1430
    6         1         3        70.3809           1512
    6         1         3        74.2049           1594
    6         1         3         78.336           1676
    6         1         3        82.6707           1758
    6         1         3        87.0227           1840
    6         1         3        91.1348           1922
    6         1         3        94.7203           2004
    6         1         3        97.5413           2086
    6         1         3        99.5113           2168
    6         1         3          100.8           2250
    6         1         3        101.917           2332
    6         1         3        103.791           2414
    6         1         3        107.976           2496
    6         1         3        117.337           2578
    6         1         3        138.585           2660
    6         2         3        2.70728            200
    6         2         3        7.61421            286
    6         2         3        12.1305            372
    6         2         3        16.4916            458
    6         2         3        20.7632            544
    6         2         3        24.9653            630
    6         2         3        29.1028            716
    6         2         3        33.1449            802
    6         2         3        37.1356            888
    6         2         3        41.0854            974
    6         2         3        45.0159           1060
    6         2         3        48.9501           1146
    6         2         3        52.9135           1232
    6         2         3        56.9318           1318
    6         2         3        61.0288           1404
    6         2         3        65.2238           1490
    6         2         3        69.5291           1576
    6         2         3        73.9467           1662
    6         2         3        78.4661           1748
    6         2         3        83.0625           1834
    6         2         3        87.6957           1920
    6         2         3        92.3122           2006
    6         2         3        96.8494           2092
    6         2         3        101.243           2178
    6         2         3        105.443           2264
    6         2         3        109.429           2350
    6         2         3        113.232           2436
    6         2         3        116.964           2522
    6         2         3        120.843           2608
    6         2         3        125.241           2694
    6         2         3        130.748           2780
    6         2         4        2.70161            200
    6         2         4        10.5896            335
    6         2         4        17.6525            470
    6         2         4        24.5317            605
    6         2         4        31.3502            740
    6         2         4        38.1123            875
    6         2         4        44.7199           1010
    6         2         4         51.209           1145
    6         2         4        57.5754           1280
    6         2         4        63.8331           1415
    6         2         4        70.0126           1550
    6         2         4        76.1589           1685
    6         2         4        82.3267           1820
    6         2         4        88.5723           1955
    6         2         4        94.9461           2090
    6         2         4        101.483           2225
    6         2         4        108.195           2360
    6         2         4        115.067           2495
    6         2         4         122.05           2630
    6         2         4         129.07           2765
    6         2         4        136.045           2900
    6         2         4        142.906           3035
    6         2         4        149.647           3170
    6         2         4        156.391           3305
    6         2         4        163.473           3440
    6         2         4        171.567           3575
    6         2         4        181.891           3710
    6         2         4        196.654           3845
    6         2         4        220.162           3980
    6         2         4        262.196           4115
    6         2         4        351.639           4250
    6         2         6        1.78565            200
    6         2         6        10.2657            334
    6         2         6        17.6282            468
    6         2         6        24.6939            602
    6         2         6        31.6209            736
    6         2         6        38.4578            870
    6         2         6        45.1988           1004
    6         2         6        51.8234           1138
    6         2         6        58.3169           1272
    6         2         6        64.5834           1406
    6         2         6        70.7348           1540
    6         2         6        76.7926           1674
    6         2         6        82.8066           1808
    6         2         6        88.8232           1942
    6         2         6        94.8899           2076
    6         2         6        101.047           2210
    6         2         6        107.322           2344
    6         2         6        113.727           2478
    6         2         6        120.253           2612
    6         2         6        126.871           2746
    6         2         6        133.532           2880
    6         2         6        140.175           3014
    6         2         6        146.742           3148
    6         2         6        153.199           3282
    6         2         6        159.571           3416
    6         2         6        165.981           3550
    6         2         6        172.707           3684
    6         2         6         180.26           3818
    6         2         6        189.509           3952
    6         2         6        201.914           4086
    6         2         6        220.037           4220
    6         3         6       0.818189            200
    6         3         6        11.4507            334
    6         3         6        20.2346            468
    6         3         6        28.3669            602
    6         3         6        36.1374            736
    6         3         6        43.6521            870
    6         3         6        50.9422           1004
    6         3         6        58.0362           1138
    6         3         6        64.9019           1272
    6         3         6        71.6241           1406
    6         3         6        78.2248           1540
    6         3         6        84.7434           1674
    6         3         6         91.213           1808
    6         3         6        97.6652           1942
    6         3         6        104.126           2076
    6         3         6        110.611           2210
    6         3         6        117.128           2344
    6         3         6        123.668           2478
    6         3         6        130.211           2612
    6         3         6        136.723           2746
    6         3         6         143.16           2880
    6         3         6        149.476           3014
    6         3         6        155.629           3148
    6         3         6          161.6           3282
    6         3         6        167.407           3416
    6         3         6        173.132           3550
    6         3         6        178.942           3684
    6         3         6        185.136           3818
    6         3         6        192.184           3952
    6         3         6        200.816           4086
    6         3         6        212.167           4220
    6         3         7       0.828367            200
    6         3         7        12.1176            335
    6         3         7        21.3631            470
    6         3         7         29.875            605
    6         3         7        37.9779            740
    6         3         7        45.7914            875
    6         3         7        53.3543           1010
    6         3         7        60.6925           1145
    6         3         7        67.8259           1280
    6         3         7         74.718           1415
    6         3         7         81.462           1550
    6         3         7        88.0862           1685
    6         3         7        94.6313           1820
    6         3         7        101.136           1955
    6         3         7        107.633           2090
    6         3         7        114.153           2225
    6         3         7        120.715           2360
    6         3         7        127.325           2495
    6         3         7        133.978           2630
    6         3         7        140.653           2765
    6         3         7        147.317           2900
    6         3         7        153.923           3035
    6         3         7        160.419           3170
    6         3         7        166.756           3305
    6         3         7        172.895           3440
    6         3         7        178.832           3575
    6         3         7        184.608           3710
    6         3         7        190.342           3845
    6         3         7        196.253           3980
    6         3         7        202.701           4115
    6         3         7        210.246           4250
    6         3         8      0.0350835            200
    6         3         8        11.3252            335
    6         3         8        20.9488            470
    6         3         8        29.7748            605
    6         3         8        38.1446            740
    6         3         8        46.1913            875
    6         3         8        53.9599           1010
    6         3         8        61.4913           1145
    6         3         8        68.7965           1280
    6         3         8          75.91           1415
    6         3         8        82.8106           1550
    6         3         8        89.5625           1685
    6         3         8        96.2367           1820
    6         3         8        102.857           1955
    6         3         8        109.467           2090
    6         3         8        116.093           2225
    6         3         8        122.752           2360
    6         3         8         129.45           2495
    6         3         8        136.176           2630
    6         3         8        142.906           2765
    6         3         8        149.598           2900
    6         3         8        156.198           3035
    6         3         8        162.646           3170
    6         3         8        168.882           3305
    6         3         8        174.862           3440
    6         3         8         180.57           3575
    6         3         8         186.04           3710
    6         3         8        191.381           3845
    6         3         8          196.8           3980
    6         3         8         202.64           4115
    6         3         8        209.428           4250
    6         3         9        10.6518            333
    6         3         9        20.5289            466
    6         3         9         29.677            599
    6         3         9        38.3359            732
    6         3         9        46.5902            865
    6         3         9        54.4818            998
    6         3         9         62.037           1131
    6         3         9        69.2927           1264
    6         3         9         76.276           1397
    6         3         9        83.0425           1530
    6         3         9        89.6303           1663
    6         3         9         96.054           1796
    6         3         9        102.444           1929
    6         3         9        108.846           2062
    6         3         9        115.297           2195
    6         3         9        121.835           2328
    6         3         9        128.474           2461
    6         3         9        135.209           2594
    6         3         9        142.014           2727
    6         3         9        148.842           2860
    6         3         9        155.624           2993
    6         3         9        162.278           3126
    6         3         9        168.715           3259
    6         3         9        174.853           3392
    6         3         9        180.636           3525
    6         3         9        186.054           3658
    6         3         9        191.174           3791
    6         3         9        196.163           3924
    6         3         9        201.331           4057
    6         3         9        207.168           4190
    6         4         7         8.9704            305
    6         4         7        17.5853            410
    6         4         7        25.4967            515
    6         4         7        32.9717            620
    6         4         7        40.1171            725
    6         4         7        46.9893            830
    6         4         7        53.6293            935
    6         4         7        60.0521           1040
    6         4         7        66.3008           1145
    6         4         7        72.3639           1250
    6         4         7        78.3033           1355
    6         4         7        84.1547           1460
    6         4         7        89.9274           1565
    6         4         7        95.6615           1670
    6         4         7        101.381           1775
    6         4         7        107.106           1880
    6         4         7        112.854           1985
    6         4         7        118.634           2090
    6         4         7         124.45           2195
    6         4         7        130.298           2300
    6         4         7        136.167           2405
    6         4         7        142.036           2510
    6         4         7        147.879           2615
    6         4         7        153.663           2720
    6         4         7        159.349           2825
    6         4         7        164.898           2930
    6         4         7        170.272           3035
    6         4         7         175.44           3140
    6         4         7        180.384           3245
    6         4         7        185.108           3350
    6         4         9        11.6806            334
    6         4         9        23.0818            468
    6         4         9        33.4227            602
    6         4         9        43.1626            736
    6         4         9        52.4676            870
    6         4         9        61.4059           1004
    6         4         9        70.0124           1138
    6         4         9        78.3103           1272
    6         4         9        86.3214           1406
    6         4         9        94.0288           1540
    6         4         9        101.518           1674
    6         4         9         108.81           1808
    6         4         9        115.955           1942
    6         4         9        123.001           2076
    6         4         9        129.993           2210
    6         4         9        136.972           2344
    6         4         9        143.977           2478
    6         4         9        151.036           2612
    6         4         9        158.165           2746
    6         4         9        165.366           2880
    6         4         9        172.621           3014
    6         4         9        179.886           3148
    6         4         9        187.091           3282
    6         4         9        194.128           3416
    6         4         9        200.856           3550
    6         4         9         207.09           3684
    6         4         9        212.608           3818
    6         4         9         217.15           3952
    6         4         9        220.435           4086
    6         4         9        222.174           4220
    6         4        10        10.5139            334
    6         4        10        22.7318            468
    6         4        10        33.4877            602
    6         4        10        43.4228            736
    6         4        10        52.7893            870
    6         4        10        61.7159           1004
    6         4        10        70.2827           1138
    6         4        10        78.5595           1272
    6         4        10        86.5897           1406
    6         4        10        94.4348           1540
    6         4        10          102.1           1674
    6         4        10        109.636           1808
    6         4        10        117.132           1942
    6         4        10        124.572           2076
    6         4        10        131.991           2210
    6         4        10        139.394           2344
    6         4        10        146.774           2478
    6         4        10        154.108           2612
    6         4        10        161.366           2746
    6         4        10        168.506           2880
    6         4        10        175.485           3014
    6         4        10        182.262           3148
    6         4        10        188.815           3282
    6         4        10        195.145           3416
    6         4        10          201.3           3550
    6         4        10        207.389           3684
    6         4        10        213.607           3818
    6         4        10        220.262           3952
    6         4        10        227.814           4086
    6         4        10        236.937           4220
    6         5        10        7.01306            324
    6         5        10        19.6902            448
    6         5        10        31.0152            572
    6         5        10         41.596            696
    6         5        10        51.6408            820
    6         5        10        61.2564            944
    6         5        10        70.5122           1068
    6         5        10        79.4625           1192
    6         5        10        88.1473           1316
    6         5        10        96.6145           1440
    6         5        10        104.838           1564
    6         5        10        112.921           1688
    6         5        10        120.864           1812
    6         5        10        128.695           1936
    6         5        10        136.422           2060
    6         5        10        144.058           2184
    6         5        10         151.56           2308
    6         5        10        158.953           2432
    6         5        10        166.195           2556
    6         5        10        173.259           2680
    6         5        10        180.139           2804
    6         5        10        186.832           2928
    6         5        10         193.36           3052
    6         5        10        199.775           3176
    6         5        10         206.18           3300
    6         5        10        212.743           3424
    6         5        10        219.718           3548
    6         5        10        227.474           3672
    6         5        10        236.538           3796
    6         5        11        9.08624            334
    6         5        11        22.8568            468
    6         5        11        35.1289            602
    6         5        11        46.5548            736
    6         5        11        57.3639            870
    6         5        11        67.6691           1004
    6         5        11        77.5461           1138
    6         5        11        87.0454           1272
    6         5        11        96.2168           1406
    6         5        11        105.105           1540
    6         5        11        113.702           1674
    6         5        11         122.09           1808
    6         5        11        130.312           1942
    6         5        11        138.388           2076
    6         5        11        146.349           2210
    6         5        11        154.199           2344
    6         5        11         161.97           2478
    6         5        11        169.636           2612
    6         5        11        177.205           2746
    6         5        11        184.673           2880
    6         5        11        192.044           3014
    6         5        11        199.329           3148
    6         5        11        206.558           3282
    6         5        11        213.787           3416
    6         5        11        221.115           3550
    6         5        11        228.695           3684
    6         5        11        236.757           3818
    6         5        11        245.633           3952
    6         5        11        255.796           4086
    6         5        11        267.921           4220
    6         5        12        8.25449            333
    6         5        12        22.6492            466
    6         5        12        35.3373            599
    6         5        12        47.0916            732
    6         5        12        58.1705            865
    6         5        12        68.7076            998
    6         5        12        78.7905           1131
    6         5        12        88.4835           1264
    6         5        12        97.8444           1397
    6         5        12         106.92           1530
    6         5        12        115.762           1663
    6         5        12         124.35           1796
    6         5        12        132.783           1929
    6         5        12        141.087           2062
    6         5        12        149.279           2195
    6         5        12         157.36           2328
    6         5        12        165.344           2461
    6         5        12        173.205           2594
    6         5        12        180.931           2727
    6         5        12        188.495           2860
    6         5        12        195.917           2993
    6         5        12        203.113           3126
    6         5        12        210.104           3259
    6         5        12        216.904           3392
    6         5        12        223.561           3525
    6         5        12         230.17           3658
    6         5        12        236.885           3791
    6         5        12        243.945           3924
    6         5        12        251.695           4057
    6         5        12        260.624           4190
    6         6        12        3.83463            320
    6         6        12        17.4906            440
    6         6        12        30.4357            560
    6         6        12        42.7203            680
    6         6        12        54.3754            800
    6         6        12         65.426            920
    6         6        12        75.9018           1040
    6         6        12        85.8435           1160
    6         6        12        95.2991           1280
    6         6        12        104.322           1400
    6         6        12        112.978           1520
    6         6        12        121.286           1640
    6         6        12        129.339           1760
    6         6        12        137.213           1880
    6         6        12        144.945           2000
    6         6        12        152.587           2120
    6         6        12        160.171           2240
    6         6        12        167.705           2360
    6         6        12        175.207           2480
    6         6        12        182.665           2600
    6         6        12        190.066           2720
    6         6        12        197.358           2840
    6         6        12        204.493           2960
    6         6        12        211.409           3080
    6         6        12        218.059           3200
    6         6        12        224.337           3320
    6         6        12        230.185           3440
    6         6        12         235.55           3560
    6         6        12        240.422           3680
    6         6        12         244.73           3800
    6         6        13         7.4379            325
    6         6        13         20.733            450
    6         6        13        33.1888            575
    6         6        13        45.1039            700
    6         6        13        56.5922            825
    6         6        13        67.7039            950
    6         6        13         78.466           1075
    6         6        13        88.8995           1200
    6         6        13        99.0187           1325
    6         6        13        108.842           1450
    6         6        13        118.386           1575
    6         6        13        127.652           1700
    6         6        13        136.638           1825
    6         6        13        145.413           1950
    6         6        13        153.985           2075
    6         6        13        162.368           2200
    6         6        13        170.574           2325
    6         6        13        178.615           2450
    6         6        13         186.49           2575
    6         6        13        194.198           2700
    6         6        13        201.731           2825
    6         6        13        209.065           2950
    6         6        13         216.18           3075
    6         6        13         223.02           3200
    6         6        13        229.576           3325
    6         6        13         235.77           3450
    6         6        13        241.582           3575
    6         6        13        246.925           3700
    6         6        13        251.728           3825
    6         6        13        255.973           3950
    6         6        14        7.94392            329
    6         6        14        22.4993            458
    6         6        14        35.3765            587
    6         6        14         47.486            716
    6         6        14        59.1504            845
    6         6        14        70.4981            974
    6         6        14        81.5752           1103
    6         6        14        92.3931           1232
    6         6        14        102.947           1361
    6         6        14        113.222           1490
    6         6        14        123.206           1619
    6         6        14        132.889           1748
    6         6        14        142.215           1877
    6         6        14        151.226           2006
    6         6        14        159.949           2135
    6         6        14        168.389           2264
    6         6        14        176.575           2393
    6         6        14        184.519           2522
    6         6        14        192.271           2651
    6         6        14        199.846           2780
    6         6        14        207.261           2909
    6         6        14        214.532           3038
    6         6        14        221.644           3167
    6         6        14        228.575           3296
    6         6        14        235.269           3425
    6         6        14        241.597           3554
    6         6        14        247.417           3683
    6         6        14         252.54           3812
    6         6        14        256.629           3941
    6         6        14         259.39           4070
    7         1         1        7.71654            200
    7         1         1        9.15092            224
    7         1         1        10.4831            248
    7         1         1         11.735            272
    7         1         1        12.9304            296
    7         1         1        14.0836            320
    7         1         1         15.206            344
    7         1         1        16.3072            368
    7         1         1        17.3947            392
    7         1         1        18.4749            416
    7         1         1        19.5526            440
    7         1         1        20.6316            464
    7         1         1        21.7147            488
    7         1         1        22.8033            512
    7         1         1        23.8982            536
    7         1         1        24.9988            560
    7         1         1        26.1037            584
    7         1         1        27.2105            608
    7         1         1        28.3155            632
    7         1         1        29.4145            656
    7         1         1        30.5021            680
    7         1         1        31.5724            704
    7         1         1        32.6188            728
    7         1         1        33.6346            752
    7         1         1        34.6131            776
    7         1         1         35.548            800
    7         1         1        36.4336            824
    7         1         1        37.2656            848
    7         1         1        38.0413            872
    7         1         1        38.7602            896
    7         1         1        39.4243            920
    7         1         2        5.03835            200
    7         1         2         8.1824            250
    7         1         2        11.5763            300
    7         1         2        15.1496            350
    7         1         2         18.802            400
    7         1         2        22.3407            450
    7         1         2        25.6804            500
    7         1         2        28.7336            550
    7         1         2          31.45            600
    7         1         2        33.8273            650
    7         1         2        35.9093            700
    7         1         2        37.7735            750
    7         1         2         39.514            800
    7         1         2        41.2276            850
    7         1         2        43.0027            900
    7         1         2        44.9117            950
    7         1         2        47.0068           1000
    7         1         2        49.3155           1050
    7         1         2        51.8355           1100
    7         1         2        54.5299           1150
    7         1         2        57.3227           1200
    7         1         2         60.098           1250
    7         1         2         62.708           1300
    7         1         2         64.995           1350
    7         1         2        66.8272           1400
    7         1         2        68.1462           1450
    7         1         2        69.0134           1500
    7         1         2        69.6474           1550
    7         1         2        70.4531           1600
    7         1         2        72.0753           1650
    7         1         2        75.5576           1700
    7         1         3        4.49114            200
    7         1         3        8.72681            277
    7         1         3        13.3319            354
    7         1         3        18.3473            431
    7         1         3        23.8176            508
    7         1         3        29.5806            585
    7         1         3        35.2502            662
    7         1         3        40.7309            739
    7         1         3        45.8198            816
    7         1         3        50.3725            893
    7         1         3        54.3297            970
    7         1         3        57.7226           1047
    7         1         3        60.6584           1124
    7         1         3        63.2905           1201
    7         1         3        65.7895           1278
    7         1         3        68.3209           1355
    7         1         3        71.0307           1432
    7         1         3        74.0365           1509
    7         1         3        77.4229           1586
    7         1         3        81.2346           1663
    7         1         3        85.4681           1740
    7         1         3        90.0612           1817
    7         1         3        94.8805           1894
    7         1         3        99.7163           1971
    7         1         3         104.29           2048
    7         1         3        108.287           2125
    7         1         3         111.42           2202
    7         1         3        113.515           2279
    7         1         3        114.599           2356
    7         1         3         114.96           2433
    7         1         3        115.181           2510
    7         2         3        4.75036            200
    7         2         3        9.40359            278
