* Fit function: E_MeV = a * E_CH + b, then E_CH = 1/a * E_MeV - a/b 
* 1,2,3 represent using alpha peak1,peak2, and peak3 to calibrate the energy,respectively. 
* SSDNum  CHNum        a1        b1     1./a1      -a1/b1        a2        b2     1./a2      -a2/b2        a3        b3     1./a3     -a3/b3
      0    0      0.0708544  -4.02274   14.1134   56.7747   0.0716198  -4.06619   13.9626   56.7747   0.0721989  -4.09907   13.8506   56.7747
      0    1      0.0712504   -3.5354    14.035   49.6193   0.0719534  -3.57028   13.8979   49.6193   0.0725143  -3.59811   13.7904   49.6193
      0    2      0.0699819    -4.097   14.2894   58.5437   0.0706128  -4.13394   14.1617   58.5437   0.0711816  -4.16723   14.0486   58.5437
      0    3       0.069984  -3.77471    14.289   53.9368   0.0706005  -3.80797   14.1642   53.9368   0.0711471  -3.83745   14.0554   53.9368
      0    4      0.0706294   -4.1836   14.1584   59.2331   0.0712334  -4.21937   14.0384   59.2331    0.071853  -4.25608   13.9173   59.2331
      0    5       0.070027  -4.29754   14.2802   61.3698   0.0705711  -4.33094   14.1701   61.3698   0.0711017   -4.3635   14.0644   61.3698
      0    6      0.0694399  -5.07521   14.4009   73.0878   0.0699968  -5.11591   14.2864   73.0878    0.070514  -5.15371   14.1816   73.0878
      0    7      0.0692616  -4.26153    14.438    61.528    0.069835  -4.29681   14.3195    61.528   0.0703291  -4.32721   14.2189    61.528
      0    8      0.0691449  -5.29321   14.4624   76.5525    0.069688  -5.33479   14.3497   76.5525    0.070224  -5.37582   14.2401   76.5525
      0    9      0.0701942  -3.99888   14.2462   56.9687   0.0706565  -4.02521    14.153   56.9687   0.0710427  -4.04721    14.076   56.9687
      0   10      0.0692416  -6.44975   14.4422   93.1485   0.0698438  -6.50585   14.3177   93.1485   0.0702736  -6.54588   14.2301   93.1485
      0   11      0.0706607  -3.90937   14.1521    55.326   0.0712525  -3.94211   14.0346    55.326   0.0718695  -3.97625   13.9141    55.326
      0   12      0.0709772  -2.63251    14.089   37.0894   0.0716724  -2.65829   13.9524   37.0894   0.0722221  -2.67868   13.8462   37.0894
      0   13      0.0695331  -4.83459   14.3816   69.5294   0.0700002  -4.86707   14.2857   69.5294   0.0704459  -4.89806   14.1953   69.5294
      0   14      0.0702702  -4.40161   14.2308   62.6383   0.0705696  -4.42036   14.1704   62.6383   0.0713434  -4.46883   14.0167   62.6383
      0   15      0.0702412  -3.78645   14.2367   53.9064   0.0709764  -3.82609   14.0892   53.9064   0.0717108  -3.86568   13.9449   53.9064
      1    0      0.0692939  -3.88551   14.4313   56.0729   0.0701139  -3.93149   14.2625   56.0729   0.0708144  -3.97077   14.1214   56.0729
      1    1      0.0663246   -3.8277   15.0774   57.7116   0.0671811  -3.87713   14.8851   57.7116   0.0679734  -3.92285   14.7116   57.7116
      1    2      0.0560428   -3.4439   17.8435   61.4512    0.056476  -3.47052   17.7066   61.4512    0.056776  -3.48895   17.6131   61.4512
      1    3      0.0563581  -3.00179   17.7437   53.2627   0.0568058  -3.02563   17.6038   53.2627   0.0571507    -3.044   17.4976   53.2627
      1    4      0.0560946    -4.555    17.827   81.2021   0.0566246  -4.59803   17.6602   81.2021    0.056989  -4.62763   17.5472   81.2021
      1    5      0.0556144  -4.18193    17.981   75.1951   0.0560309  -4.21325   17.8473   75.1951   0.0563384  -4.23637   17.7499   75.1951
      1    6      0.0564073  -3.16308   17.7282   56.0757   0.0568538  -3.18812    17.589   56.0757   0.0572041  -3.20776   17.4813   56.0757
      1    7      0.0549258  -3.67457   18.2064   66.9007   0.0554516  -3.70975   18.0337   66.9007   0.0557993  -3.73301   17.9214   66.9007
      1    8      0.0552055  -4.21903   18.1141    76.424   0.0557499  -4.26063   17.9373    76.424   0.0561488  -4.29111   17.8098    76.424
      1    9      0.0559473  -3.06624    17.874   54.8059    0.056443  -3.09341    17.717   54.8059   0.0567359  -3.10946   17.6255   54.8059
      1   10      0.0553907  -3.99162   18.0536    72.063   0.0558882  -4.02747   17.8929    72.063   0.0562474  -4.05335   17.7786    72.063
      1   11      0.0531168  -3.79269   18.8264   71.4029   0.0537209  -3.83583   18.6147   71.4029   0.0542024  -3.87021   18.4494   71.4029
      1   12      0.0565595  -3.28523   17.6805   58.0846   0.0569395   -3.3073   17.5625   58.0846   0.0572334  -3.32438   17.4723   58.0846
      1   13       0.056272  -3.43915   17.7708   61.1166   0.0566934  -3.46491   17.6387   61.1166   0.0570979  -3.48963   17.5138   61.1166
      1   14      0.0560631  -4.74994   17.8371   84.7249     0.05655  -4.79119   17.6835   84.7249   0.0570035  -4.82961   17.5428   84.7249
      1   15      0.0585048  -4.95468   17.0926   84.6886   0.0590002  -4.99664   16.9491   84.6886   0.0593515  -5.02639   16.8488   84.6886
      2    0      0.0288685  -2.34113   34.6398   81.0961   0.0286152  -2.32058   34.9465   81.0961   0.0284471  -2.30695    35.153   81.0961
      2    1      0.0284732  -1.73058   35.1208   60.7792   0.0282288  -1.71573   35.4248   60.7792   0.0280571  -1.70529   35.6415   60.7792
      2    2      0.0294808  -2.09091   33.9203   70.9243   0.0291901  -2.07029   34.2581   70.9243   0.0289817  -2.05551   34.5045   70.9243
      2    3      0.0293719  -1.22981   34.0462   41.8703   0.0290829  -1.21771   34.3845   41.8703   0.0288877  -1.20953   34.6168   41.8703
      2    4      0.0294612  -1.72767    33.943   58.6424    0.029167  -1.71042   34.2854   58.6424   0.0289727  -1.69903   34.5152   58.6424
      2    5      0.0293859  -1.47216     34.03   50.0977   0.0291144  -1.45856   34.3472   50.0977    0.028917  -1.44867   34.5818   50.0977
      2    6      0.0282763  -1.44183   35.3653   50.9909   0.0280446  -1.43002   35.6575   50.9909   0.0278572  -1.42046   35.8974   50.9909
      2    7      0.0294037  -1.50332   34.0093    51.127   0.0291234  -1.48899   34.3367    51.127   0.0289305  -1.47913   34.5656    51.127
      2    8      0.0288684  -1.99264     34.64    69.025   0.0286119  -1.97494   34.9505    69.025   0.0284095  -1.96097   35.1995    69.025
      2    9      0.0292453  -1.52358   34.1935   52.0966    0.028959  -1.50867   34.5315   52.0966   0.0287682  -1.49873   34.7606   52.0966
      2   10      0.0291433   -1.3841   34.3132   47.4929   0.0288926  -1.37219   34.6109   47.4929   0.0287245  -1.36421   34.8135   47.4929
      2   11      0.0292986  -1.92774   34.1313   65.7965   0.0290239  -1.90967   34.4544   65.7965    0.028834  -1.89718   34.6812   65.7965
      2   12      0.0292907  -1.74925   34.1406   59.7203   0.0290044  -1.73215   34.4775   59.7203     0.02882  -1.72114   34.6982   59.7203
