* Fit function: E_MeV = a * E_CH + b, then E_CH = 1/a * E_MeV - a/b 
* 1,2,3 represent using alpha peak1,peak2, and peak3 to calibrate the energy,respectively. 
* SSDNum  CHNum        a1        b1     1./a1      -a1/b1        a2        b2     1./a2      -a2/b2        a3        b3     1./a3     -a3/b3
      0    0      0.0686273  -3.74145   14.5715   54.5185   0.0694069  -3.78396   14.4078   54.5185   0.0700615  -3.81965   14.2732   54.5185
      0    1      0.0692406  -3.29706   14.4424   47.6175   0.0699751  -3.33204   14.2908   47.6175   0.0706945  -3.36629   14.1454   47.6175
      0    2      0.0675535  -3.77426   14.8031   55.8707   0.0681258  -3.80623   14.6787   55.8707   0.0687689  -3.84216   14.5415   55.8707
      0    3      0.0682803  -3.57668   14.6455   52.3824   0.0690034  -3.61456    14.492   52.3824    0.069642  -3.64801   14.3592   52.3824
      0    4       0.067995  -3.84526    14.707    56.552   0.0686061  -3.87982    14.576    56.552   0.0692169  -3.91436   14.4473    56.552
      0    5      0.0677691  -4.00912    14.756   59.1586   0.0684081  -4.04693   14.6182   59.1586   0.0690321  -4.08384    14.486   59.1586
      0    6      0.0676007  -4.81373   14.7927   71.2083   0.0682628  -4.86088   14.6493   71.2083    0.068783  -4.89793   14.5385   71.2083
      0    7      0.0675085   -4.0375   14.8129   59.8073   0.0681316  -4.07477   14.6775   59.8073   0.0687007   -4.1088   14.5559   59.8073
      0    8       0.067116  -5.00051   14.8996   74.5054   0.0678016  -5.05159   14.7489   74.5054   0.0684258  -5.09809   14.6144   74.5054
      0    9       0.067529  -3.67043   14.8084   54.3534   0.0681202  -3.70256   14.6799   54.3534   0.0686821   -3.7331   14.5598   54.3534
      0   10       0.068399  -6.32335   14.6201    92.448   0.0691085  -6.38894     14.47    92.448   0.0695851  -6.43301   14.3709    92.448
      0   11      0.0683598  -3.64351   14.6285   53.2989   0.0691676  -3.68656   14.4576   53.2989   0.0698721  -3.72411   14.3119   53.2989
      0   12      0.0721594  -2.76121   13.8582   38.2654   0.0728211  -2.78653   13.7323   38.2654   0.0732793  -2.80406   13.6464   38.2654
      0   13      0.0674635  -4.55358   14.8228   67.4969   0.0680217  -4.59125   14.7012   67.4969   0.0686056  -4.63066   14.5761   67.4969
      0   14      0.0682001  -4.10291   14.6627   60.1599   0.0688165  -4.13999   14.5314   60.1599   0.0692666  -4.16707    14.437   60.1599
      0   15      0.0680518  -3.52414   14.6947   51.7862   0.0689551  -3.57092   14.5022   51.7862    0.069335  -3.59059   14.4227   51.7862
      1    0      0.0695602  -3.91372    14.376   56.2639   0.0701973  -3.94957   14.2456   56.2639   0.0705954  -3.97197   14.1652   56.2639
      1    1      0.0668219  -3.89236   14.9652   58.2498   0.0676289  -3.93937   14.7866   58.2498   0.0683639  -3.98219   14.6276   58.2498
      1    2      0.0541576   -3.1692   18.4646   58.5182   0.0547113   -3.2016   18.2778   58.5182   0.0551113  -3.22501   18.1451   58.5182
      1    3      0.0544955  -2.74073   18.3501   50.2927   0.0549972  -2.76596   18.1828   50.2927   0.0554263  -2.78754    18.042   50.2927
      1    4      0.0546847  -4.31697   18.2867   78.9429   0.0553004  -4.36558    18.083   78.9429   0.0557225   -4.3989   17.9461   78.9429
      1    5      0.0541318  -3.94036   18.4734    72.792   0.0546195  -3.97587   18.3085    72.792   0.0549829  -4.00231   18.1875    72.792
      1    6      0.0545902  -2.90621   18.3183   53.2368   0.0551515  -2.93609   18.1319   53.2368   0.0555679  -2.95826    17.996   53.2368
      1    7      0.0535347  -3.45934   18.6795   64.6186   0.0541286  -3.49771   18.4745   64.6186   0.0545803   -3.5269   18.3216   64.6186
      1    8      0.0537514  -3.98722   18.6042   74.1789   0.0543659   -4.0328   18.3939   74.1789   0.0548821  -4.07109   18.2209   74.1789
      1    9      0.0541539  -2.81096   18.4659   51.9069   0.0546992  -2.83927   18.2818   51.9069   0.0551477  -2.86255   18.1331   51.9069
      1   10      0.0539435  -3.75419   18.5379   69.5948    0.054528  -3.79487   18.3392   69.5948    0.054967  -3.82542   18.1927   69.5948
      1   11      0.0525911  -3.71856   19.0146    70.707   0.0532338    -3.764   18.7851    70.707   0.0537268  -3.79886   18.6127    70.707
      1   12      0.0545595  -3.00269   18.3286   55.0352   0.0550673  -3.03064   18.1596   55.0352   0.0554321  -3.05071   18.0401   55.0352
      1   13      0.0546366  -3.19864   18.3028    58.544   0.0552073  -3.23206   18.1135    58.544   0.0556373  -3.25723   17.9735    58.544
      1   14       0.054354  -4.46439   18.3979   82.1354   0.0549469  -4.51309   18.1994   82.1354   0.0554416  -4.55372    18.037   82.1354
      1   15      0.0567458  -4.65533   17.6225   82.0383   0.0572749  -4.69873   17.4597   82.0383   0.0577452  -4.73731   17.3175   82.0383
      2    0      0.0287068  -2.30205    34.835   80.1919   0.0285037  -2.28577   35.0831   80.1919    0.028304  -2.26975   35.3307   80.1919
