*SSDNum  CHNum   mean1     mean2     mean3    sigma1    sigma2    sigma3     Chi21     Chi22     Chi23     Xmin1     Xmax1     Xmin2     Xmax2     Xmin3     Xmax3
0         0     255.442   269.331   282.221   3.77058   3.56427   3.23443   9.91979   25.8725   4.05637   247.522    261.58   264.456   275.959   277.556   290.656
0         1     248.574   262.823   275.212   3.77341   3.64816   3.72211   3.60242   7.33601   19.5012    242.09   252.634   259.024   267.971   271.166   286.822
0         2     240.934   254.732   267.593   3.90645   3.58948   3.26658   13.1336   9.43654   9.40989   233.184   245.952   248.825   261.274   263.509   278.192
0         3     275.749   289.024   302.147   3.80289   3.94246   3.31338   6.00822   7.66162   6.69497   269.893   282.661   283.938   296.067   297.663   312.666
0         4     234.849   248.446   261.083   3.79679   3.63637   3.14851   14.8027   8.58775   11.1486   228.396   240.526    243.08   254.571   256.805   267.978
0         5      271.15   285.058   297.151    3.7759   3.65484    3.8289    17.821     7.717   26.4364   264.147   277.873   279.788   290.641   291.918   304.686
0         6     274.733   288.704   301.358   3.72588   3.54085   3.43162   12.4495   11.0939   6.39296   267.658   280.107   282.661    295.11   296.706   311.389
0         7     264.697   278.805   291.621   3.84232   3.38963   3.71061   12.7991   7.78362   6.17105    259.04   270.531   274.042   284.895   288.087    298.94
0         8     245.555   259.642   272.011   3.75046   3.56153   3.44242   15.0493   15.4751   8.36956   238.611   251.698   253.613   266.382   267.658   281.703
0         9     243.205   257.063   269.915   3.80531   3.66805   3.58691   9.70971   11.7931   12.9647   236.536   248.985   251.539   262.072    267.18   275.479
0        10     262.377   275.989   288.791   3.84979   3.92461    3.1932   6.71846   21.2744   9.30771   256.965   267.499   269.414   282.501   285.055   295.269
0        11     236.911   250.918   263.283   3.71006   3.36846   3.88598    7.3294   8.57466   9.79647   230.471   242.601   246.431   255.688    258.88    274.84
0        12     268.788    282.83   295.395   3.74485   3.38064   3.19983   9.26852   4.00426   10.9676   262.711    274.84   278.032   288.566    291.12   304.207
0        13      263.57   277.455   290.161    3.6541   3.92995   2.97755   11.2872   10.9101   17.4409   257.603   269.095   272.287    282.82   286.013   297.504
0        14     256.791   270.666   283.421   3.62972    3.5148   3.46736  0.846714    8.2049   6.39846   250.741   262.232   264.785   276.277    279.15   291.279
0        15     268.271   281.888   294.181   3.66313   3.72769   3.65323   8.75276   28.3783   4.63509   262.072   272.925    275.16   287.928   290.162   302.611
1         0     226.979   240.673   253.611   3.10532   3.15947   2.90452   4.39015   12.7427   4.53006   221.374   231.588   233.823   246.272   249.464   259.997
1         1     252.236   266.234   279.313   3.14444   3.35178   3.02053   4.13171   10.4015   7.49887   247.549   256.805   260.317   271.808   274.362   289.683
1         2      239.05   253.479   266.557   3.28607   3.29321   2.86067    8.6998   13.1937    12.762   231.908   243.399   248.187   258.401   260.636   275.319
1         3     247.465   261.708   274.464   3.37227   3.03567   3.06754   16.8518   12.2819   21.4245   240.526   252.975   255.848   266.701   269.254   285.853
1         4     257.697   271.834   284.964    3.2204   2.98356   2.94362   7.74966   15.0584    22.948   252.017   262.232   267.339   276.915   280.107   294.791
1         5      232.55   246.422   259.404   3.24176   3.07489    2.6819   27.0637   36.3957   9.04761   225.683   237.813   239.728   251.858    255.05    267.18
1         6     261.411   275.583   288.204   3.22946    3.2859   3.30775   7.25411   19.7685   13.9595   255.688    267.18   269.414   280.267    282.82   297.185
1         7     257.592   271.544   284.079   3.08628   3.08594   3.23512   14.2451   5.85408     8.912   252.815   263.668   266.541   276.436   279.309   297.823
1         8     251.205    265.68    279.11   3.54992    3.2412     2.758   20.7071   5.29662   12.4732   244.197   256.646   260.476   271.648   274.202   287.289
1         9     261.584   275.843   289.208   3.39737   3.07679    2.8769   25.2837   37.1344   12.7766   254.092   266.541   270.052   281.863   284.417   299.738
1        10     255.089   269.385   282.666   3.27069   3.22155   3.33668   13.3587   43.7523   10.8531   250.262   261.434   263.349   275.479   277.713   289.205
1        11     253.341   267.818   281.018   3.37394   3.12744   3.14552   17.8263   14.5406    8.9799    247.07   259.199   262.711   272.287   274.521   292.716
1        12       244.7    258.76   272.165   3.30015   3.15367   2.93196   18.5636   25.1488   15.8994   238.292   249.464   252.975   264.466   266.382   280.426
1        13     258.157   272.355    285.85   3.31654   3.24012   3.03583   17.6948   20.7572   7.85976   251.698   264.147   266.382    278.83   281.065   294.471
1        14     240.361    254.77   268.038   3.35849   3.34639   2.78273   32.0798   20.1493   9.57604   233.184   246.272   248.187   259.997   264.466   273.723
1        15     236.517   250.561   263.991   3.31672   3.25842   2.39718   5.55211   20.9567   16.4507   231.269   240.845   244.037   255.848   258.721   270.884
2         0     232.029   244.743   258.246   5.12494    1.6556   2.69441   1.56095   3.02528   5.72231   225.523   235.738   238.292   247.229   250.741   263.828
2         1     237.245   250.718   263.163   1.79871   1.79887   1.90684   66.2074    151.95   25.1221   231.588   241.484   244.356   256.486   257.125   270.212
2         2     236.098   249.899   263.243  0.991374   1.54093   0.96194    1.8458  0.924132   5.63267   233.184   239.888   245.952   252.337   257.125   267.658
2         3     208.012   256.033   268.623   15.4575   1.69364   1.67569   1.00268   9.83616   3.48917     235.1   249.464   251.379   261.913   264.147   280.107
2         4         231   243.013    256.66   1.66718  0.984873   3.104331.42915e-13   1.92292  0.317813   224.885   235.738   238.292   247.229   250.102   262.232
2         5     252.526   294.908   279.409  0.738978   8.97431   1.86415   1.80613  0.927367 2.112e-08   247.868   257.763   258.721   268.297   273.085   284.257
2         6     254.903   268.388   281.168   1.45684   1.77634   1.38393   2.74968   26.4541   27.2356   249.464   258.082   260.317   274.042   275.638   288.087
2         7     263.836   277.179   289.148   1.68134   1.13208   1.35196  0.286087   4.67288   6.14842    259.04   268.297   272.127   280.746   285.215   296.387
2         8     240.827   254.249   266.662   1.75889   1.70685   1.78705   7.76683   59.0906   39.0021   237.015   244.356   250.102   257.763   260.317   276.277
2         9     238.278   251.382   263.201   1.85589   1.55039   1.69366   12.1117   20.6375   6.57786   233.184   243.399   247.229   254.571   259.359   268.297
2        10      226.48   274.329   286.427   14.9071   1.47757   1.53348  0.523949   6.39498   0.71107   256.486   264.147    270.85   277.554   283.299   295.429
2        11     248.344    262.77   271.339   6.49245    4.9961   24.9254  0.685373   1.153912.67328e-05   241.803   252.656   256.805   265.105   267.978   276.596
2        12     252.643   265.776   278.144   1.62439   1.75071   1.72249   18.4307   15.2407   9.75062   249.783   257.763   261.913   268.935   274.042    282.98
2        13     151.542   245.682   231.213   51.4666   11.0514   9.99196  0.299278  0.543172  0.558858   233.823   252.975   257.444   268.616   270.531   287.449
2        14     299.453   275.269   287.005   17.5509   7.09405   1.78909   1.42227  0.425561   1.39674   255.848   265.743   268.616    279.15    282.98   294.471
2        15         240   175.864   265.604  0.555728   17.5289   2.254031.42915e-13   2.16575   3.10515   235.419   245.952   249.783   260.955   262.232   276.277
3         0           0         0         0         0         0         0         0         0         0    290.96   304.367   312.666    322.88   326.711   337.245
3         1     300.771   317.747   333.778   2.69762   2.51382   2.07981   111.773    36.379   6.23464   293.833    307.24   312.028   322.242   328.626   340.756
3         2     317.893   335.633   352.292   2.44996   2.33553   2.02448   89.1177   75.7465   31.6109   312.028     323.2   329.903   341.394   346.502   364.377
3         3     309.186   329.716   345.609   4.76055   2.03973   1.98927  0.791958   6.73484   11.6476   305.005   315.539   326.073   336.287   340.437   356.397
3         4     322.795   339.232   355.073   2.20675    2.0047   2.00063   10.5658   1.94873   22.2623   316.177   327.988   335.649   344.267    351.29   360.546
3         5     302.424   319.164   334.609   2.30268   1.84107   1.99397   4.91085    9.8873   26.8431   297.025    307.24   315.858   325.434   329.265   342.033
3         6     313.396   331.404   347.639    2.4629   2.03207   2.25115   58.4198   17.8616   27.8969   307.559   320.327   327.669   337.245   342.352   354.482
3         7     308.709   325.556   341.965   2.18943   2.45533   2.06281   33.5788   161.677   18.4872   304.047   312.666   317.454   330.861   336.606   348.417
3         8     306.635   323.919   340.512      2.39   2.25658   2.17753   116.975   114.371   15.2116   301.334   312.826   317.614    331.02   336.127   348.896
3         9     298.564   315.814   332.022   2.50476   2.12052   1.99045   108.792   92.5977   15.1979   292.397   304.526   310.272   322.082   327.509   342.831
3        10      325.68   342.839   358.678   2.31538   2.00453   2.02506   56.4208     35.02   17.8815   321.125    331.02       339   350.492   354.322   367.729
3        11     299.389   315.554   331.652   1.96392   2.10013   2.13727   2.97566   85.4464   8.60151   295.748   304.367   310.112   321.284   327.669   339.479
3        12     335.026    352.76   368.977   2.37699   2.18473    2.2776   92.1574   49.4004   27.6832   329.584   342.352   348.417   358.312   363.738   376.187
3        13      308.24    325.71   342.212   2.47131   2.19789   2.03943   225.364   24.5813   13.7817   301.494   313.624   320.646   330.222   337.564    350.97
