*SSDNum  CHNum   mean1     mean2     mean3    sigma1    sigma2    sigma3     Chi21     Chi22     Chi23     Xmin1     Xmax1     Xmin2     Xmax2     Xmin3     Xmax3
0         0     254.846   269.043   281.963   4.02174   3.49461   3.17284   5.06219   12.9645   3.74932   248.479   259.832   263.436   276.952   277.312   287.404
0         1       248.2   262.111   276.101   3.83835   3.53442   2.80744   11.3615    5.3942   1.58828   241.921   254.896    258.68   268.772   272.736    284.45
0         2      240.72   254.568   267.422   4.06552   3.36849   3.17507   4.84729   7.21183   3.44035   235.984   247.878   248.779   261.213   263.016   274.008
0         3     274.905   288.517   302.034   3.43899    3.9994   2.89626   12.0905   20.5557   6.07026   269.101   280.094   282.436   296.673   298.655   309.287
0         4     234.617   247.838   261.036    3.6167    4.1844   3.14875      13.9   16.3584   7.54469   229.182   240.716   242.157   254.952   256.394   268.828
0         5     270.907   285.171    296.35    3.9482   3.45853   3.72745   4.21086   7.65779   5.47724   266.318    277.84   281.441   290.623   293.323   305.925
0         6     274.506   288.611    301.58   3.68831   3.80869    1.6665   17.6801   11.9022   2.21423   268.638    280.88     283.4   294.922   298.523   304.824
0         7     264.412   278.363   291.684   3.87495   3.63683   3.10688   7.43397   4.33942   3.93294   259.238    270.58   273.101   283.182   288.403   296.325
0         8     245.218   258.994   272.054   3.84493   3.48304   3.33909    9.1504   4.20137   7.63246   241.017   251.999    255.24   264.241   268.382   277.204
0         9     242.665   256.672   270.337   3.82558    3.7176   3.37626   5.51548   5.94899    14.679   236.918    249.34    251.86   263.022   265.722   274.184
0        10     262.324   275.809   288.835   3.51253   3.52339   2.90697   14.1368   7.26564   9.39092   257.908   268.529    270.51   283.292   284.732   296.614
0        11     236.308   250.643   263.293   4.35267   3.76703   3.88056    8.0685   7.10066     3.021   232.348    243.33    244.59   258.092   260.433   269.074
0        12     268.277   282.351   294.871   3.99172   3.45616   3.49276   8.35085   5.91214   5.89837   261.548    275.95    277.21   289.632   291.073   299.894
0        13     263.173   277.411   290.812   4.14285   3.48899   5.11882   23.0415   7.25413   10.8946   255.207    270.15    272.67   284.732   287.433   294.814
0        14     256.308   270.482   283.372   3.97355   3.70151   3.15787   8.43372   9.93797   4.05777   247.227    264.33    266.67   278.012   278.732   290.794
0        15     267.607   281.727   293.475   4.00762   3.59618   4.98965   11.9283    8.7918   3.00071   262.628   272.529    277.03   287.652   289.632   298.094
1         0     226.676   240.518   253.536   3.74107   3.07435    2.9516   10.7005   4.41364   2.93315   218.706   231.489   233.829   246.971   247.691   261.194
1         1     251.662   265.325   278.782   3.19457   3.60182   3.46523   6.23993   76.9777   5.52747   247.467   256.649   257.369   273.032   275.012   284.374
1         2      239.05   253.438   266.322   3.37821   3.10191    2.8094   3.15968   17.2358   17.8871   232.908    246.41    247.13   260.092   262.073   273.955
1         3     246.933   260.851   273.897   3.30324   3.37074   3.34208   7.10781   30.1037   7.90323   241.528    253.41    254.13   269.613   270.333   281.675
1         4     257.415   271.544   284.649   3.26146   3.50365   3.07898   5.53222   4.88735   7.93946   251.628    263.15    264.05   279.353   280.073   292.855
1         5     231.878   245.717   257.177   3.42715   3.53731   5.24703   17.5766   13.9265   9.11172   224.557    238.78    241.66   252.282   253.902   262.184
1         6     261.238    275.27   288.275   3.36286    3.2578   3.70462   30.5953   17.8966    5.6274   255.377    267.98    270.14   281.482   284.002   292.824
1         7     256.965   271.318   283.898   3.33254   3.59148   14.3216   7.91945   5.03675    1.1347   252.178   262.079    267.12   276.122   279.521   288.217
1         8     250.918   265.167   276.812   3.63099   3.98823   5.20832   9.73565   9.31352   11.0137   244.958    255.58   259.361   271.423   272.683   284.745
1         9     261.415   275.751   288.392    3.5951    3.3734   4.01649    10.261   5.12872   5.36795   256.078     265.8    271.02   279.842   284.523   294.064
1        10     254.739   269.375   281.373   3.75485    3.9235   4.80644   4.19614    10.713   3.34264   251.258   259.719    265.48   275.202   278.623   288.704
1        11     253.473   267.758   280.716   3.98134    3.4203   4.85704   19.8006   2.01231  0.483183   249.379   260.721   263.961   273.323   277.824   285.205
1        12     244.864   258.852   271.036   4.52012   4.56826   5.78866   21.0758   17.0461     6.424   238.878   253.281   254.361   265.163   267.143   277.405
1        13     257.977   272.198   285.487   4.49048   4.86615   4.68225    49.233   8.41601   10.0937   250.098    265.22    266.84   279.082   283.223   292.225
1        14     240.308   254.524    267.54   3.62393   3.21928   2.91854   39.8366   13.5888   13.4079   232.117    247.96    248.32   261.822   262.722   274.784
1        15     236.711   250.217   264.026   3.42886     3.371   2.50937   5.35597   6.11933    3.8919   232.918   243.359    245.16   257.942   260.102   268.023
2         0     231.831   245.276   257.828   1.82168   1.58409   1.50376   38.7098   31.5299   9.76246    226.93   237.247   240.342   249.885   252.464   262.265
2         1      237.15   250.632   263.053   1.70758   1.60664   1.69725   38.5469   59.6292   10.5528   232.799   240.923   245.695   255.624   258.075   267.617
2         2      236.87   250.434   263.008   1.72607    1.7245   1.75918   91.5479   55.8391   14.8913   232.315   241.342   244.695   254.366   257.332   268.294
2         3     242.465   255.888   268.616   1.69045   1.54657   1.70329   51.2037   78.6223   16.7226   237.767   247.181   250.921   261.109    263.43   272.457
2         4     242.791   256.382   269.243   1.72552   1.66627   1.40648   58.1375   64.4565   10.9812   238.478   246.602   250.729   261.948   265.172   273.167
2         5     251.489   264.941   277.106   1.60227   1.41581   1.38906   38.8977   18.9775   2.73265   247.864   256.891   261.792   268.756   273.785   281.522
2         6      254.87   268.628   281.149   1.74152   1.37326   1.52119   92.1258   2.81597   7.07413   250.217   260.018    265.95    272.14   276.654   286.197
2         7     262.916   276.318   288.898   1.63214   1.68957   1.70582   44.2947   70.6761   7.98121   258.541   266.536   270.534   281.366   285.235   294.004
2         8     241.186   254.644   267.159    1.6658   1.50528   1.57226   70.3386   46.5009   14.4277   236.801   245.441   250.986   259.885   263.495   272.651
2         9     237.718   251.291   263.524   1.77847   1.54036   1.79017    113.18   17.7734   12.0557   232.478   242.923   247.566   255.303   258.656   267.296
2        10     260.445   273.879   286.341   1.83048   1.78748   1.89957   56.5259   61.1448   9.54315   255.575   264.989     268.6   277.627   281.624   291.554
2        11     247.291   260.948   273.763   1.87378   1.72279   1.63634   25.0915   29.2656   11.6988   243.282   252.696   256.822   265.849   269.847   279.261
2        12     252.501   266.074   278.607   1.72411   1.58414   1.60384    63.198   43.3188   10.0324    247.51   257.311   261.954   269.691   274.463   283.619
2        13     249.456   263.086   275.585   1.63116   1.50976   1.67944   56.0127   56.5851   11.2609   245.184   253.825   258.854   267.494   271.363   281.293
2        14     261.942   275.319   287.531   1.62695   1.54054   1.87649   57.5221   56.1925   17.0862   257.703   266.085   270.727   279.368    281.56   292.134
2        15     239.268   252.876   265.408   1.84092   1.65994   1.82867   25.4823   38.9227   2.10707   234.313   243.341   247.338   257.139   260.234   269.777
3         0           0         0         0         0         0         0         0         0         0    339.98   352.319   359.838   373.141   379.503   388.565
