*SSDNum  CHNum    mean     sigma   mean+5sigma      Chi2      Xmin      Xmax
    0     0    101.875    2.12626    112.506    151.196    93.2832    110.514
    0     1    94.0138    2.14139    104.721    36.4255    86.2187    101.554
    0     2    85.4794    2.16185    96.2887    13.1557    78.8095    93.1109
    0     3    121.325    2.13943    132.022    39.0721    112.926    131.018
    0     4    80.1443    2.13104    90.7994    8.83059    72.6065    87.9417
    0     5    111.616    2.16521    122.442    32.3818    103.794    120.508
    0     6    117.796    2.1758    128.675    725.013    109.308    125.16
    0     7    105.102    2.15133    115.858    318.503    96.2124    112.409
    0     8    92.8819    2.12945    103.529    13.6181    85.5294    100.692
    0     9    87.691    2.14824    98.4322    18.3595    80.0157    95.6955
    0     10    107.91    2.14992    118.659    22.1045    100.348    116.717
    0     11    80.1105    2.13281    90.7745    38.7622    71.9173    86.7356
    0     12    111.621    2.17074    122.475    9.88652    105.172    118.44
    0     13    107.197    2.1546    117.97    12.8446    100.348    114.132
    0     14    101.312    2.14571    112.041    11.6866    93.9724    110.686
    0     15    111.575    2.13041    122.227    55.1425    103.449    119.818
    1     0    74.6903    1.68518    83.1162    197.269    66.9204    83.6341
    1     1    97.8866    1.70153    106.394    4.23683    91.7325    103.449
    1     2    81.5079    1.71902    90.103    19.4245    75.8803    88.4586
    1     3    89.8296    1.71237    98.3914    23.3695    82.7726    97.7632
    1     4    99.6419    1.69164    108.1    10.4709    93.6278    106.551
    1     5    75.4417    1.69722    83.9278    40.0155    69.8496    82.0833
    1     6    106.021    1.70314    114.536    48.6943    98.1078    113.788
    1     7    101.17    1.71228    109.731    26.5976    93.9724    107.929
    1     8    89.9233    1.78184    98.8325    599.163    82.4279    97.0739
    1     9    104.255    1.70737    112.792    509.889    98.6247    109.825
    1     10    98.9118    1.71185    107.471    128.322    90.1817    108.274
    1     11    91.0137    1.72257    99.6266    108.554    84.151    98.4524
    1     12    84.9125    1.68838    93.3544    8.65384    78.2926    91.3878
    1     13    100.533    1.69629    109.014    30.7445    92.4217    108.963
    1     14    83.9656    1.68516    92.3914    12.6332    77.948    89.4925
    1     15    83.3209    1.69383    91.7901    8.64293    77.0865    88.9756
    2     0    81.7636    0.817719    85.8522    123.523    77.6034    87.0802
    2     1    84.2453    0.791064    88.2006    29.1572    81.2218    88.114
    2     2    82.3588    0.771734    86.2175    55.5741    77.948    86.2187
    2     3    90.18    0.76696    94.0148    39.3121    87.2525    93.2832
    2     4    92.0843    0.766258    95.9156    46.1381    86.2187    97.7632
    2     5    101.015    0.770326    104.866    93.2025    96.3847    106.723
    2     6    100.086    0.770326    103.937    20.0594    95.1786    103.966
    2     7    110.165    0.785158    114.09    104.428    105    115.683
    2     8    91.5182    0.752437    95.2804    33.997    85.1848    96.9016
    2     9    85.9056    0.753822    89.6747    74.5992    81.5664    90.5263
    2     10    109.985    0.758639    113.778    53.6128    102.76    117.061
    2     11    92.6179    0.763522    96.4355    15.9482    87.2525    97.9355
    2     12    101.746    0.754094    105.516    48.3956    95.6955    108.963
    2     13    94.1461    0.757119    97.9317    25.8035    89.6648    99.8308
    2     14    110.62    0.775741    114.498    73.3498    103.622    115.683
    2     15    83.0202    0.788089    86.9606    111.363    77.2588    87.7694
    3     0    115.071    0.663379    118.388    111.281    108.446    121.886
    3     1    78.1156    0.892958    82.5804    288.267    70.3665    83.8064
    3     2    85.2604    0.855574    89.5383    62.3433    77.948    93.4555
    3     3    81.6107    0.833401    85.7777    16.5676    74.5019    88.8033
    3     4    96.3955    0.795189    100.371    39.2348    87.9417    105
    3     5    77.5339    0.7881    81.4744    28.8366    71.9173    82.6003
    3     6    79.5163    0.799617    83.5143    31.6365    72.2619    85.7018
    3     7    79.6499    0.809121    83.6955    53.2481    73.468    84.8402
    3     8    75.591    0.745906    79.3206    94.1503    69.1604    81.3941
    3     9    74.4106    0.747253    78.1469    109.237    69.6773    79.4987
    3     10    101.745    0.745345    105.472    173.804    96.0401    107.929
    3     11    78.6768    0.736358    82.3586    120.759    73.1234    84.4956
    3     12    103.554    0.747078    107.29    55.5973    97.0739    108.791
    3     13    82.3766    0.748926    86.1212    79.0181    76.2249    88.2863
    3     14    81.8147    0.744726    85.5384    26.386    76.3972    86.0464
    3     15    75.9988    0.776186    79.8797    43.7382    69.6773    83.1172
