*SSDNum  CHNum    mean     sigma   mean+5sigma      Chi2      Xmin      Xmax
    0    0        101.855   2.12961   112.503   42.2852   94.1447   110.341
    0    1        93.9628   2.13646   104.645   1330.77   83.8064   103.449
    0    2        85.4705    2.1547    96.244   891.682   76.3972   93.8001
    0    3        121.284    2.1407   131.987   60.2083   113.271    131.19
    0    4        80.1241   2.12796   90.7639   390.944   70.8835   89.3202
    0    5        111.577   2.15516   122.353   1867.38   101.898   125.332
    0    6        117.784   2.16924    128.63   2222.49   106.895   129.123
    0    7        105.056   2.15595   115.835   117.524   96.7293   113.271
    0    8        92.8443    2.1258   103.473   348.401   82.2556   103.449
    0    9         87.641   2.14927   98.3874   185.507   78.9818   97.5909
    0   10         107.88   2.14865   118.623   113.504   98.6247   116.717
    0   11        80.0682   2.13282   90.7323   344.646   70.3665   89.8371
    0   12        111.577   2.16439   122.399    705.59   102.071   121.024
    0   13         107.15   2.15444   117.922   363.637   97.0739   115.338
    0   14        101.262   2.14482   111.986   35.7416   92.7663   110.514
    0   15        111.521   2.13269   122.185   336.697   99.6585   127.227
    1    0        74.7133     1.692   83.1733   299.739   66.7481   83.2895
    1    1         97.738    1.7122   106.299   15.4646   87.2525   108.618
    1    2        81.5493   1.72862   90.1923   87.6372    71.745   93.4555
    1    3        89.6784   1.72444   98.3006   86.4812   79.3264   99.8308
    1    4        99.6147   1.69684   108.099   32.2176    90.354   109.308
    1    5         75.314   1.70455   83.8368   245.341   65.1974   85.8741
    1    6        105.971   1.70679   114.505   33.4372   96.0401     116.2
    1    7        101.049   1.71947   109.647   87.9423   91.9048   111.203
    1    8        89.8773   1.78589   98.8067    1185.8    80.188    100.52
    1    9        104.143   1.71891   112.737   2855.94   92.2494   116.889
    1   10        98.8293   1.71817    107.42   264.584   88.8033   110.514
    1   11        90.9186   1.72837   99.5605   300.776   80.3603   103.277
    1   12        84.8702   1.69314   93.3359   19.7777   74.1573   95.3509
    1   13        100.415   1.70461   108.938   33.5514   90.0094   110.341
    1   14        83.9268   1.68922   92.3729   14.0387   73.6404   93.8001
    1   15        83.1948   1.70154   91.7025   21.5064   74.1573    94.317
    2    0        81.8159  0.806711   85.8495   310.662   72.4342   90.0094
    2    1        84.0614  0.805704   88.0899   377.806   76.3972   90.5263
    2    2        82.4015   0.76458   86.2244   190.782    75.708   89.3202
    2    3        90.0443  0.771269   93.9006       111   82.0833   97.9355
    2    4        92.1207  0.760121   95.9213   115.437    86.391   98.1078
    2    5        100.875  0.774291   104.747   128.258   93.6278   108.274
    2    6        100.105  0.761813   103.914   48.6581   91.7325   107.068
    2    7        110.044  0.784039   113.964   109.046   102.415   117.751
    2    8        91.5099  0.743114   95.2254   54.5589   84.3233   99.6585
    2    9        85.7756  0.757369   89.5624    64.323   80.7049   91.7325
    2   10        109.893   0.75508   113.668   34.2325   101.726   117.923
    2   11        92.5715  0.754747   96.3452   37.2387   85.0125   99.1416
    2   12        101.706  0.743603   105.424     43.62   96.2124   108.102
    2   13        94.0804  0.748904   97.8249   49.2037   86.5633   101.726
    2   14        110.527  0.771186   114.383   110.244   103.449   118.784
    2   15         82.901  0.783946   86.8208   60.0203    75.708   89.6648
    3    0        115.714  0.935589   120.392    105064   107.757   124.126
    3    1        78.6774   1.09785   84.1667   8042.52   70.0219   87.5971
    3    2        85.8548   1.08168   91.2632   19153.5   78.1203   96.0401
    3    3        82.1636    1.0335   87.3311   18272.6   75.0188   90.0094
    3    4        96.9634   1.01337    102.03   26023.2   88.9756       105
    3    5         78.064  0.984863   82.9883   20138.6   70.1942   86.5633
    3    6        80.1184    1.0364   85.3004   38359.1   72.4342   86.7356
    3    7        80.1949   1.00809   85.2353   22088.4   72.2619    88.114
    3    8        76.1407  0.964743   80.9644   34582.3   69.3327   82.4279
    3    9        74.9296  0.938796   79.6235     22510   67.6096   83.1172
    3   10        102.321  0.980496   107.224     46786    94.317   112.581
    3   11        79.2093   0.94264   83.9225   33760.4   72.9511   87.9417
    3   12        104.133   0.97893   109.027   46022.1   95.0063   112.581
    3   13        82.8999  0.939331   87.5966   24738.7   74.1573   92.7663
    3   14        82.3671  0.958535   87.1598   40519.2   74.3296   91.0432
    3   15        76.4924  0.945849   81.2216   17196.5   68.9881   86.2187
