*SSDNum  CHNum    mean     sigma   mean+5sigma      Chi2      Xmin      Xmax
    0    0        114.306  0.595798   117.285    168685    109.48   118.957
    0    1        61.9803  0.608019   65.0204    282855   55.2036   69.6773
    0    2        97.3528  0.604927   100.377    142873   93.6278   102.415
    0    3        62.3661  0.598052   65.3563    112190   57.7882   67.6096
    0    4        78.0339  0.593515   81.0015    317344   72.4342   83.1172
    0    5        61.7362  0.613627   64.8043    221292   56.4098   68.6435
    0    6        98.1498  0.593596   101.118    283314   91.2155   102.243
    0    7        60.9845  0.610371   64.0363    310829   55.5482   66.2312
    0    8        98.8456  0.628092   101.986    266231   92.9386   102.243
    0    9        97.1418  0.595672    100.12    270135   91.7325   105.172
    0   10         100.28  0.605891   103.309    212171   94.1447   108.102
    0   11        96.8414  0.639177   100.037    340738    90.354   105.862
    0   12        74.1977  0.588002   77.1377    167360   68.6435   81.0495
    0   13        91.8611  0.619707   94.9597    284930   84.4956   99.1416
    0   14        137.078  0.610406    140.13    283665   131.363   142.218
    0   15        84.1703  0.598177   87.1612    255136   77.7757   89.8371
    1    0        125.462  0.550208   128.213   8074.67   119.646   132.741
    1    1        56.5021  0.543978    59.222   9801.22   52.4467   61.7513
    1    2        86.3756  0.545935   89.1053   7135.01   80.0157   91.5602
    1    3        80.8628  0.536648    83.546    8217.2   76.3972   85.5294
    1    4        63.4313  0.535524   66.1089   9790.69   59.1667   69.8496
    1    5        65.7574  0.530882   68.4118   12847.4   60.0282   70.8835
    1    6        62.0351  0.536274   64.7165   1106.39   57.6159    67.782
    1    7         63.686  0.496252   66.1673   623.254   60.8897   66.7481
    1    8        58.4776  0.544262   61.1989   10474.5   53.3083   63.1297
    1    9        87.8279  0.540692   90.5314   9226.85   81.2218   93.4555
    1   10        94.1534  0.534697   96.8269   1317.03   89.4925   100.865
    1   11        84.6843  0.542364   87.3962     13208   79.6711   87.5971
    1   12        100.643  0.554127   103.414   16363.5   95.1786   105.172
    1   13        76.9929  0.540719   79.6965   3856.95    73.468   81.0495
    1   14        73.5761  0.538402   76.2681   10963.8   68.1266   79.8434
    1   15        75.9476  0.468828   78.2918   8226.43   72.6065   80.0157
    2    0        96.9764  0.568597   99.8194   865.269   91.9048   102.415
    2    1        84.4806  0.565467   87.3079   17385.9   78.9818    90.354
    2    2        103.329  0.568588   106.172   13501.1   97.5909   109.825
    2    3        102.631  0.561933   105.441   15707.3   96.7293   107.757
    2    4         112.51  0.575029   115.385     14925   107.757   116.544
    2    5        54.4452  0.582795   57.3592   16884.5   51.4129   60.5451
    2    6        86.2163  0.577062   89.1016   6589.92   80.3603   91.2155
    2    7        68.1127  0.563697   70.9312   3716.18   60.7174   75.0188
    2    8        101.967   0.56795   104.807   4222.24   95.3509   107.929
    2    9        97.5314  0.564368   100.353   16511.6   91.9048   104.483
    2   10        77.1199  0.575769   79.9987   2482.14   70.8835   84.6679
    2   11        83.9563  0.553752   86.7251   719.717   78.6372   88.8033
    2   12        104.315  0.582893    107.23    9285.5   97.9355   108.446
    2   13        96.8517  0.567022   99.6868   4586.31   91.5602   101.554
    2   14        107.017  0.580091   109.918   757.633   101.209   112.237
    2   15        92.5089  0.574602   95.3819   12210.1   87.5971    98.797
    3    0        109.144  0.781118   113.049   24590.1   103.277   116.544
    3    1        97.9669  0.684854   101.391   483.792   92.0771   102.932
    3    2        126.445  0.754049   130.215   556.692   119.301   132.914
    3    3        83.6501   0.65928   86.9465   2274.19   77.2588   90.0094
    3    4        115.714  0.658391   119.006   1733.43   109.997   122.575
    3    5        117.431  0.656074   120.712   2148.91   111.548   122.058
    3    6        106.943   0.66714   110.279    712.09   99.8308    113.96
    3    7        150.225  0.670149   153.576   1430.71   143.252    155.83
    3    8        122.237  0.721654   125.845   480.342   115.511   127.917
    3    9        127.322  0.657089   130.608   1844.68   122.403   132.741
    3   10        122.861  0.668112   126.201   913.395   115.855   130.846
    3   11        110.824  0.655306   114.101    1227.2   103.622   118.784
    3   12        113.471  0.657956   116.761   1554.42   108.618    118.44
    3   13        118.014  0.653854   121.283   491.019   111.375   124.815
    3   14         100.78  0.818273   104.871   231.027   94.6617   107.412
    3   15        108.677  0.674313   112.049    1462.6   101.554   115.855
