*SSDNum  CHNum    mean     sigma   mean+5sigma      Chi2      Xmin      Xmax
    0     0    73.66    0.533643    76.3282    10247.7    69.3327    77.7757
    0     1    66.816    0.536218    69.4971    7501.78    62.2682    71.745
    0     2    76.7606    0.545134    79.4862    8091.81    72.6065    80.5326
    0     3    72.0222    0.539429    74.7193    464.212    66.2312    76.9142
    0     4    77.3316    0.538013    80.0217    7588.46    72.9511    82.4279
    0     5    80.2731    0.543898    82.9926    4701.24    75.3634    85.7018
    0     6    93.3695    0.542014    96.0796    8922.74    88.4586    98.1078
    0     7    81.2644    0.558143    84.0551    3577.31    77.7757    86.9079
    0     8    95.7277    0.525695    98.3561    11121.1    89.8371    102.76
    0     9    75.5513    0.538018    78.2413    9484.66    71.4004    81.0495
    0     10    112.881    0.52643    115.514    5123.03    105.345    119.646
    0     11    72.8185    0.534143    75.4892    7947.75    68.6435    77.948
    0     12    54.1474    0.51783    56.7366    4123.75    51.5852    57.6159
    0     13    89.231    0.533702    91.8995    4430.66    85.1848    93.2832
    0     14    81.1651    0.524497    83.7875    3197.29    76.5695    85.5294
    0     15    71.6333    0.539189    74.3292    11994    67.9543    74.3296
    1     0    77.8897    0.573246    80.7559    9171.69    73.2957    82.9449
    1     1    80.8899    0.562078    83.7003    7001.74    77.0865    85.8741
    1     2    79.486    0.593183    82.452    15641.8    74.8465    85.0125
    1     3    71.2102    0.581331    74.1169    6932.18    67.4373    75.1911
    1     4    100.695    0.578622    103.588    13072.1    96.557    104.828
    1     5    93.2689    0.572704    96.1324    10203.8    87.7694    100.003
    1     6    74.3918    0.583862    77.3111    15466.4    69.505    79.1541
    1     7    86.7714    0.579488    89.6689    8387.69    81.7387    92.4217
    1     8    97.0501    0.574327    99.9217    57613.5    90.6986    103.449
    1     9    73.0358    0.559933    75.8355    71155.3    68.1266    78.1203
    1     10    91.6409    0.60215    94.6516    29097.6    86.2187    97.5909
    1     11    95.5837    0.593959    98.5535    47243.2    90.6986    100.175
    1     12    75.7017    0.56121    78.5078    22403.1    71.5727    80.7049
    1     13    80.099    0.549142    82.8447    3718.33    75.708    86.2187
    1     14    104.701    0.566162    107.531    17234.8    100.348    110.858
    1     15    102.607    0.566414    105.439    16538.5    96.3847    109.48
    2     0    102.395    0.53015    105.046    9129.94    98.1078    109.135
    2     1    82.1909    0.526427    84.823    6156.72    77.948    86.0464
    2     2    92.2018    0.524841    94.826    6244.35    87.4248    96.9016
    2     3    63.6903    0.534204    66.3613    10526.6    58.9944    68.9881
    2     4    80.9256    0.52435    83.5473    1839.7    77.0865    85.3571
    2     5    71.7891    0.523393    74.4061    9244.65    67.6096    76.0526
    2     6    73.3493    0.538965    76.0441    8754.4    70.0219    77.2588
    2     7    73.0923    0.522808    75.7063    1862.14    68.4712    77.6034
    2     8    91.3517    0.506704    93.8852    36792.2    86.7356    95.8678
    2     9    74.546    0.508891    77.0905    37861.1    71.0558    78.2926
    2     10    69.1816    0.506822    71.7157    4760.29    65.1974    72.6065
    2     11    87.447    0.51069    90.0005    15119.1    82.7726    92.2494
    2     12    82.6396    0.511801    85.1986    13305.5    78.4649    88.114
    2     13    74.5574    0.508344    77.0991    13200.5    70.7112    78.2926
    2     14    109.007    0.498798    111.501    79.3152    104.828    112.754
    2     15    61.7195    0.514393    64.2915    11887.7    57.099    65.1974
    3     0    101.638    0.587714    104.576    6340.79    95.8678    108.274
    3     1    95.5596    0.592535    98.5223    6499.51    92.0771    101.037
    3     2    90.2721    0.607504    93.3096    3960.1    86.7356    94.317
    3     3    78.5935    0.614038    81.6637    6895.26    73.8127    83.6341
    3     4    78.9356    0.596048    81.9158    1665.57    75.3634    83.8064
    3     5    92.6338    0.677284    96.0202    1968.65    88.8033    97.0739
    3     6    105.287    0.603682    108.306    4058.58    101.554    109.825
    3     7    95.5372    0.669058    98.8825    2630.16    91.7325    100.003
    3     8    96.4425    0.823686    100.561    36988.3    91.0432    101.554
    3     9    87.5827    0.582487    90.4951    22626    83.8064    91.3878
    3     10    104.361    0.617647    107.45    7064.5    100.175    108.446
    3     11    100.093    0.595072    103.068    22470.4    94.1447    106.378
    3     12    108.075    0.568086    110.915    767.722    102.588    114.305
    3     13    102.642    0.544947    105.367    10761.4    98.9693    107.412
    3     14    104.058    0.55626    106.84    432.532    97.4185    111.203
    3     15    109.357    0.597906    112.347    5695.73    105.172    113.615
