* Fit function: E_MeV = a * E_CH + b, then E_CH = 1/a * E_MeV - a/b 
* 1,2,3 represent using alpha peak1,peak2, and peak3 to calibrate the energy,respectively. 
* SSDNum  CHNum        a1        b1     1./a1      -a1/b1        a2        b2     1./a2      -a2/b2        a3        b3     1./a3     -a3/b3
      2   11       0.029227  -2.32332    34.215   79.4923    0.028932  -2.29987   34.5638   79.4923   0.0286966  -2.28116   34.8473   79.4923
      2   12      0.0298233   -2.6272   33.5309   88.0923   0.0295235  -2.60079   33.8713   88.0923   0.0292721  -2.57865   34.1622   88.0923
      2   13      0.0291575  -2.36831   34.2965   81.2248   0.0288638  -2.34446   34.6454   81.2248   0.0286624   -2.3281   34.8889   81.2248
      2   14      0.0296348  -2.85562   33.7441   96.3604   0.0293288  -2.82614   34.0961   96.3604   0.0291479  -2.80871   34.3078   96.3604
      2   15      0.0289704   -2.0267    34.518   69.9575   0.0286853  -2.00675    34.861   69.9575   0.0285067  -1.99425   35.0795   69.9575
      3    0     -0.0438897   4.90407  -22.7844   111.736  -0.0469649   5.24768  -21.2925   111.736  -0.0498627   5.57147  -20.0551   111.736
      3    1      0.0203323  -1.53036   49.1828   75.2673   0.0210974  -1.58795   47.3992   75.2673   0.0206775  -1.55634   48.3617   75.2673
      3    2      0.0193653  -1.60472   51.6388   82.8658   0.0198776  -1.64717    50.308   82.8658   0.0198456  -1.64452   50.3891   82.8658
      3    3      0.0207785  -1.62631   48.1268   78.2689   0.0207134  -1.62122   48.2779   78.2689   0.0207203  -1.62175    48.262   78.2689
      3    4      0.0207303  -1.91706   48.2385   92.4762   0.0206491  -1.90955   48.4282   92.4762   0.0211989  -1.96039   47.1723   92.4762
      3    5      0.0202921  -1.50438   49.2804   74.1366   0.0202991   -1.5049   49.2634   74.1366   0.0202493  -1.50122   49.3843   74.1366
      3    6       0.020639  -1.57694   48.4519   76.4057    0.021128   -1.6143   47.3305   76.4057   0.0218452   -1.6691   45.7767   76.4057
      3    7      0.0211864  -1.63699      47.2   77.2659   0.0217833   -1.6831   45.9068   77.2659   0.0223935  -1.73025   44.6559   77.2659
      3    8      0.0209967   -1.5369   47.6265   73.1974   0.0214893  -1.57296   46.5348   73.1974   0.0169915  -1.24374   58.8528   73.1974
      3    9      0.0211935  -1.47103   47.1842   69.4093    0.021109  -1.46516   47.3731   69.4093   0.0210344  -1.45998   47.5411   69.4093
      3   10      0.0215333  -2.11325   46.4397   98.1386   0.0220687  -2.16579    45.313   98.1386    0.028173  -2.76486    35.495   98.1386
      3   11      0.0219708  -1.68005    45.515   76.4674   0.0226371    -1.731   44.1753   76.4674   0.0233995   -1.7893   42.7359   76.4674
      3   12       0.020844  -2.08448   47.9753   100.004   0.0213281  -2.13289   46.8865   100.004   0.0220224  -2.20232   45.4084   100.004
      3   13      0.0210618  -1.63036   47.4793   77.4083    0.021982  -1.70159   45.4919   77.4083   0.0218796  -1.69366   45.7048   77.4083
      3   14      0.0214199  -1.65802   46.6856   77.4055   0.0289247  -2.23893   34.5725   77.4055   0.0211581  -1.63776   47.2632   77.4055
      3   15      0.0212765  -1.54611   47.0002   72.6677   0.0211968  -1.54032   47.1769   72.6677   0.0211101  -1.53402   47.3707   72.6677
