    Z    A Einc(MeV)     ELossL1     ELossL2        ERes
    2    4     254.9    0.848347      4.0873     249.964
    2    4       255     0.84809     4.08603     250.066
    2    4     255.1    0.847832     4.08477     250.167
    2    4     255.2    0.847575     4.08351     250.269
    2    4     255.3    0.847318     4.08225      250.37
    2    4     255.4    0.847061     4.08099     250.472
    2    4     255.5    0.846805     4.07973     250.573
    2    4     255.6    0.846548     4.07847     250.675
    2    4     255.7    0.846292     4.07721     250.776
    2    4     255.8    0.846036     4.07596     250.878
    2    4     255.9     0.84578      4.0747      250.98
    2    4       256    0.845524     4.07345     251.081
    2    4     256.1    0.845269     4.07219     251.183
    2    4     256.2    0.845013     4.07094     251.284
    2    4     256.3    0.844758     4.06969     251.386
    2    4     256.4    0.844503     4.06844     251.487
    2    4     256.5    0.844249     4.06719     251.589
    2    4     256.6    0.843994     4.06594      251.69
    2    4     256.7     0.84374     4.06469     251.792
    2    4     256.8    0.843485     4.06345     251.893
    2    4     256.9    0.843231      4.0622     251.995
    2    4       257    0.842978     4.06096     252.096
    2    4     257.1    0.842724     4.05971     252.198
    2    4     257.2     0.84247     4.05847     252.299
    2    4     257.3    0.842217     4.05723     252.401
    2    4     257.4    0.841964     4.05598     252.502
    2    4     257.5    0.841711     4.05474     252.604
    2    4     257.6    0.841458      4.0535     252.705
    2    4     257.7    0.841206     4.05227     252.807
    2    4     257.8    0.840953     4.05103     252.908
    2    4     257.9    0.840701     4.04979      253.01
    2    4       258    0.840449     4.04856     253.111
    2    4     258.1    0.840197     4.04732     253.212
    2    4     258.2    0.839946     4.04609     253.314
    2    4     258.3    0.839694     4.04485     253.415
    2    4     258.4    0.839443     4.04362     253.517
    2    4     258.5    0.839192     4.04239     253.618
    2    4     258.6    0.838941     4.04116      253.72
    2    4     258.7     0.83869     4.03993     253.821
    2    4     258.8     0.83844      4.0387     253.923
    2    4     258.9    0.838189     4.03747     254.024
    2    4       259    0.837939     4.03625     254.126
    2    4     259.1    0.837689     4.03502     254.227
    2    4     259.2    0.837439      4.0338     254.329
    2    4     259.3     0.83719     4.03257      254.43
    2    4     259.4     0.83694     4.03135     254.532
    2    4     259.5    0.836691     4.03013     254.633
    2    4     259.6    0.836442     4.02891     254.735
    2    4     259.7    0.836193     4.02769     254.836
    2    4     259.8    0.835944     4.02647     254.938
    2    4     259.9    0.835695     4.02525     255.039
    2    4       260    0.835447     4.02403     255.141
    2    4     260.1    0.835199     4.02281     255.242
    2    4     260.2    0.834951      4.0216     255.343
    2    4     260.3    0.834703     4.02038     255.445
    2    4     260.4    0.834455     4.01917     255.546
    2    4     260.5    0.834208     4.01796     255.648
    2    4     260.6     0.83396     4.01674     255.749
    2    4     260.7    0.833713     4.01553     255.851
    2    4     260.8    0.833466     4.01432     255.952
    2    4     260.9    0.833219     4.01311     256.054
    2    4       261    0.832973      4.0119     256.155
    2    4     261.1    0.832726      4.0107     256.257
    2    4     261.2     0.83248     4.00949     256.358
    2    4     261.3    0.832234     4.00828     256.459
    2    4     261.4    0.831988     4.00708     256.561
    2    4     261.5    0.831742     4.00587     256.662
    2    4     261.6    0.831496     4.00467     256.764
    2    4     261.7    0.831251     4.00347     256.865
    2    4     261.8    0.831006     4.00227     256.967
    2    4     261.9    0.830761     4.00106     257.068
    2    4       262    0.830516     3.99986      257.17
    2    4     262.1    0.830271     3.99867     257.271
    2    4     262.2    0.830027     3.99747     257.373
    2    4     262.3    0.829782     3.99627     257.474
    2    4     262.4    0.829538     3.99507     257.575
    2    4     262.5    0.829294     3.99388     257.677
    2    4     262.6     0.82905     3.99268     257.778
    2    4     262.7    0.828807     3.99149      257.88
    2    4     262.8    0.828563      3.9903     257.981
    2    4     262.9     0.82832      3.9891     258.083
    2    4       263    0.828077     3.98791     258.184
    2    4     263.1    0.827834     3.98672     258.285
    2    4     263.2    0.827591     3.98553     258.387
    2    4     263.3    0.827348     3.98434     258.488
    2    4     263.4    0.827106     3.98316      258.59
    2    4     263.5    0.826863     3.98197     258.691
    2    4     263.6    0.826621     3.98078     258.793
    2    4     263.7    0.826379      3.9796     258.894
    2    4     263.8    0.826138     3.97841     258.995
    2    4     263.9    0.825896     3.97723     259.097
    2    4       264    0.825655     3.97605     259.198
    2    4     264.1    0.825413     3.97487       259.3
    2    4     264.2    0.825172     3.97369     259.401
    2    4     264.3    0.824931     3.97251     259.503
    2    4     264.4    0.824691     3.97133     259.604
    2    4     264.5     0.82445     3.97015     259.705
    2    4     264.6     0.82421     3.96897     259.807
    2    4     264.7    0.823969     3.96779     259.908
    2    4     264.8    0.823729     3.96662      260.01
    2    4     264.9    0.823489     3.96544     260.111
    2    4       265     0.82325     3.96427     260.212
    2    4     265.1     0.82301     3.96309     260.314
    2    4     265.2    0.822771     3.96192     260.415
    2    4     265.3    0.822532     3.96075     260.517
    2    4     265.4    0.822292     3.95958     260.618
    2    4     265.5    0.822054     3.95841      260.72
    2    4     265.6    0.821815     3.95724     260.821
    2    4     265.7    0.821576     3.95607     260.922
    2    4     265.8    0.821338     3.95491     261.024
    2    4     265.9      0.8211     3.95374     261.125
    2    4       266    0.820862     3.95257     261.227
    2    4     266.1    0.820624     3.95141     261.328
    2    4     266.2    0.820386     3.95024     261.429
    2    4     266.3    0.820149     3.94908     261.531
    2    4     266.4    0.819911     3.94792     261.632
    2    4     266.5    0.819674     3.94676     261.734
    2    4     266.6    0.819437      3.9456     261.835
    2    4     266.7      0.8192     3.94444     261.936
    2    4     266.8    0.818963     3.94328     262.038
    2    4     266.9    0.818727     3.94212     262.139
    2    4       267     0.81849     3.94096     262.241
    2    4     267.1    0.818254     3.93981     262.342
    2    4     267.2    0.818018     3.93865     262.443
    2    4     267.3    0.817782     3.93749     262.545
    2    4     267.4    0.817547     3.93634     262.646
    2    4     267.5    0.817311     3.93519     262.748
    2    4     267.6    0.817076     3.93404     262.849
    2    4     267.7     0.81684     3.93288      262.95
    2    4     267.8    0.816605     3.93173     263.052
    2    4     267.9    0.816371     3.93058     263.153
    2    4       268    0.816136     3.92943     263.254
    2    4     268.1    0.815901     3.92829     263.356
    2    4     268.2    0.815667     3.92714     263.457
    2    4     268.3    0.815433     3.92599     263.559
    2    4     268.4    0.815199     3.92485      263.66
    2    4     268.5    0.814965      3.9237     263.761
    2    4     268.6    0.814731     3.92256     263.863
    2    4     268.7    0.814497     3.92141     263.964
    2    4     268.8    0.814264     3.92027     264.065
    2    4     268.9    0.814031     3.91913     264.167
    2    4       269    0.813798     3.91799     264.268
    2    4     269.1    0.813565     3.91685      264.37
    2    4     269.2    0.813332     3.91571     264.471
    2    4     269.3    0.813099     3.91457     264.572
    2    4     269.4    0.812867     3.91343     264.674
    2    4     269.5    0.812635     3.91229     264.775
    2    4     269.6    0.812402     3.91116     264.876
    2    4     269.7     0.81217     3.91002     264.978
    2    4     269.8    0.811939     3.90889     265.079
    2    4     269.9    0.811707     3.90776     265.181
    2    4       270    0.811476     3.90662     265.282
    2    4     270.1    0.811244     3.90549     265.383
    2    4     270.2    0.811013     3.90436     265.485
    2    4     270.3    0.810782     3.90323     265.586
    2    4     270.4    0.810551      3.9021     265.687
    2    4     270.5    0.810321     3.90097     265.789
    2    4     270.6     0.81009     3.89984      265.89
    2    4     270.7     0.80986     3.89871     265.991
    2    4     270.8     0.80963     3.89759     266.093
    2    4     270.9      0.8094     3.89646     266.194
    2    4       271     0.80917     3.89534     266.295
    2    4     271.1     0.80894     3.89421     266.397
    2    4     271.2     0.80871     3.89309     266.498
    2    4     271.3    0.808481     3.89197       266.6
    2    4     271.4    0.808252     3.89085     266.701
    2    4     271.5    0.808023     3.88973     266.802
    2    4     271.6    0.807794     3.88861     266.904
    2    4     271.7    0.807565     3.88749     267.005
    2    4     271.8    0.807336     3.88637     267.106
    2    4     271.9    0.807108     3.88525     267.208
    2    4       272     0.80688     3.88413     267.309
    2    4     272.1    0.806652     3.88302      267.41
    2    4     272.2    0.806424      3.8819     267.512
    2    4     272.3    0.806196     3.88079     267.613
    2    4     272.4    0.805968     3.87967     267.714
    2    4     272.5    0.805741     3.87856     267.816
    2    4     272.6    0.805513     3.87745     267.917
    2    4     272.7    0.805286     3.87634     268.018
    2    4     272.8    0.805059     3.87523      268.12
    2    4     272.9    0.804832     3.87412     268.221
    2    4       273    0.804605     3.87301     268.322
    2    4     273.1    0.804379      3.8719     268.424
    2    4     273.2    0.804153     3.87079     268.525
    2    4     273.3    0.803926     3.86968     268.626
    2    4     273.4      0.8037     3.86858     268.728
    2    4     273.5    0.803474     3.86747     268.829
    2    4     273.6    0.803248     3.86637      268.93
    2    4     273.7    0.803023     3.86526     269.032
    2    4     273.8    0.802797     3.86416     269.133
    2    4     273.9    0.802572     3.86306     269.234
    2    4       274    0.802347     3.86196     269.336
    2    4     274.1    0.802122     3.86086     269.437
    2    4     274.2    0.801897     3.85976     269.538
    2    4     274.3    0.801672     3.85866      269.64
    2    4     274.4    0.801448     3.85756     269.741
    2    4     274.5    0.801223     3.85646     269.842
    2    4     274.6    0.800999     3.85537     269.944
    2    4     274.7    0.800775     3.85427     270.045
    2    4     274.8    0.800551     3.85318     270.146
    2    4     274.9    0.800327     3.85208     270.248
    2    4       275    0.800104     3.85099     270.349
    2    4     275.1     0.79988     3.84989      270.45
    2    4     275.2    0.799657      3.8488     270.552
    2    4     275.3    0.799434     3.84771     270.653
    2    4     275.4    0.799211     3.84662     270.754
    2    4     275.5    0.798988     3.84553     270.855
    2    4     275.6    0.798765     3.84444     270.957
    2    4     275.7    0.798542     3.84335     271.058
    2    4     275.8     0.79832     3.84227     271.159
    2    4     275.9    0.798098     3.84118     271.261
    2    4       276    0.797876     3.84009     271.362
    2    4     276.1    0.797654     3.83901     271.463
    2    4     276.2    0.797432     3.83792     271.565
    2    4     276.3     0.79721     3.83684     271.666
    2    4     276.4    0.796989     3.83576     271.767
    2    4     276.5    0.796767     3.83467     271.869
    2    4     276.6    0.796546     3.83359      271.97
    2    4     276.7    0.796325     3.83251     272.071
    2    4     276.8    0.796104     3.83143     272.172
    2    4     276.9    0.795883     3.83035     272.274
    2    4       277    0.795663     3.82927     272.375
    2    4     277.1    0.795442     3.82819     272.476
    2    4     277.2    0.795222     3.82712     272.578
    2    4     277.3    0.795002     3.82604     272.679
    2    4     277.4    0.794782     3.82497      272.78
    2    4     277.5    0.794562     3.82389     272.882
    2    4     277.6    0.794342     3.82282     272.983
    2    4     277.7    0.794123     3.82174     273.084
    2    4     277.8    0.793903     3.82067     273.185
    2    4     277.9    0.793684      3.8196     273.287
    2    4       278    0.793465     3.81853     273.388
    2    4     278.1    0.793246     3.81746     273.489
    2    4     278.2    0.793027     3.81639     273.591
    2    4     278.3    0.792808     3.81532     273.692
    2    4     278.4     0.79259     3.81425     273.793
    2    4     278.5    0.792371     3.81318     273.894
    2    4     278.6    0.792153     3.81212     273.996
    2    4     278.7    0.791935     3.81105     274.097
    2    4     278.8    0.791717     3.80998     274.198
    2    4     278.9    0.791499     3.80892       274.3
    2    4       279    0.791282     3.80786     274.401
    2    4     279.1    0.791064     3.80679     274.502
    2    4     279.2    0.790847     3.80573     274.603
    2    4     279.3    0.790629     3.80467     274.705
    2    4     279.4    0.790412     3.80361     274.806
    2    4     279.5    0.790195     3.80255     274.907
    2    4     279.6    0.789979     3.80149     275.009
    2    4     279.7    0.789762     3.80043      275.11
    2    4     279.8    0.789545     3.79937     275.211
    2    4     279.9    0.789329     3.79831     275.312
    2    4       280    0.789113     3.79726     275.414
    2    4     280.1    0.788897      3.7962     275.515
    2    4     280.2    0.788681     3.79515     275.616
    2    4     280.3    0.788465     3.79409     275.717
    2    4     280.4    0.788249     3.79304     275.819
    2    4     280.5    0.788034     3.79199      275.92
    2    4     280.6    0.787819     3.79093     276.021
    2    4     280.7    0.787603     3.78988     276.123
    2    4     280.8    0.787388     3.78883     276.224
    2    4     280.9    0.787173     3.78778     276.325
    2    4       281    0.786959     3.78673     276.426
    2    4     281.1    0.786744     3.78568     276.528
    2    4     281.2     0.78653     3.78464     276.629
    2    4     281.3    0.786315     3.78359      276.73
    2    4     281.4    0.786101     3.78254     276.831
    2    4     281.5    0.785887      3.7815     276.933
    2    4     281.6    0.785673     3.78045     277.034
    2    4     281.7    0.785459     3.77941     277.135
    2    4     281.8    0.785246     3.77836     277.236
    2    4     281.9    0.785032     3.77732     277.338
    2    4       282    0.784819     3.77628     277.439
    2    4     282.1    0.784605     3.77524      277.54
    2    4     282.2    0.784392     3.77419     277.641
    2    4     282.3    0.784179     3.77315     277.743
    2    4     282.4    0.783967     3.77211     277.844
    2    4     282.5    0.783754     3.77108     277.945
    2    4     282.6    0.783541     3.77004     278.046
    2    4     282.7    0.783329       3.769     278.148
    2    4     282.8    0.783117     3.76796     278.249
    2    4     282.9    0.782905     3.76693      278.35
    2    4       283    0.782693     3.76589     278.451
    2    4     283.1    0.782481     3.76486     278.553
    2    4     283.2    0.782269     3.76382     278.654
    2    4     283.3    0.782058     3.76279     278.755
    2    4     283.4    0.781846     3.76176     278.856
    2    4     283.5    0.781635     3.76073     278.958
    2    4     283.6    0.781424      3.7597     279.059
    2    4     283.7    0.781213     3.75866      279.16
    2    4     283.8    0.781002     3.75763     279.261
    2    4     283.9    0.780792     3.75661     279.363
    2    4       284    0.780581     3.75558     279.464
    2    4     284.1    0.780371     3.75455     279.565
    2    4     284.2     0.78016     3.75352     279.666
    2    4     284.3     0.77995      3.7525     279.768
    2    4     284.4     0.77974     3.75147     279.869
    2    4     284.5     0.77953     3.75045      279.97
    2    4     284.6    0.779321     3.74942     280.071
    2    4     284.7    0.779111      3.7484     280.172
    2    4     284.8    0.778902     3.74738     280.274
    2    4     284.9    0.778692     3.74635     280.375
    2    4       285    0.778483     3.74533     280.476
    2    4     285.1    0.778274     3.74431     280.577
    2    4     285.2    0.778065     3.74329     280.679
    2    4     285.3    0.777856     3.74227      280.78
    2    4     285.4    0.777648     3.74125     280.881
    2    4     285.5    0.777439     3.74023     280.982
    2    4     285.6    0.777231     3.73922     281.084
    2    4     285.7    0.777023      3.7382     281.185
    2    4     285.8    0.776815     3.73718     281.286
    2    4     285.9    0.776607     3.73617     281.387
    2    4       286    0.776399     3.73515     281.488
    2    4     286.1    0.776191     3.73414      281.59
    2    4     286.2    0.775984     3.73313     281.691
    2    4     286.3    0.775776     3.73211     281.792
    2    4     286.4    0.775569      3.7311     281.893
    2    4     286.5    0.775362     3.73009     281.995
    2    4     286.6    0.775155     3.72908     282.096
    2    4     286.7    0.774948     3.72807     282.197
    2    4     286.8    0.774741     3.72706     282.298
    2    4     286.9    0.774535     3.72605     282.399
    2    4       287    0.774328     3.72504     282.501
    2    4     287.1    0.774122     3.72404     282.602
    2    4     287.2    0.773916     3.72303     282.703
    2    4     287.3     0.77371     3.72202     282.804
    2    4     287.4    0.773504     3.72102     282.905
    2    4     287.5    0.773298     3.72002     283.007
    2    4     287.6    0.773092     3.71901     283.108
    2    4     287.7    0.772887     3.71801     283.209
    2    4     287.8    0.772682     3.71701      283.31
    2    4     287.9    0.772476       3.716     283.412
    2    4       288    0.772271       3.715     283.513
    2    4     288.1    0.772066       3.714     283.614
    2    4     288.2    0.771861       3.713     283.715
    2    4     288.3    0.771657       3.712     283.816
    2    4     288.4    0.771452       3.711     283.918
    2    4     288.5    0.771248     3.71001     284.019
    2    4     288.6    0.771043     3.70901      284.12
    2    4     288.7    0.770839     3.70801     284.221
    2    4     288.8    0.770635     3.70702     284.322
    2    4     288.9    0.770431     3.70602     284.424
    2    4       289    0.770227     3.70503     284.525
    2    4     289.1    0.770024     3.70403     284.626
    2    4     289.2     0.76982     3.70304     284.727
    2    4     289.3    0.769617     3.70205     284.828
    2    4     289.4    0.769414     3.70105      284.93
    2    4     289.5    0.769211     3.70006     285.031
    2    4     289.6    0.769008     3.69907     285.132
    2    4     289.7    0.768805     3.69808     285.233
    2    4     289.8    0.768602     3.69709     285.334
    2    4     289.9    0.768399      3.6961     285.435
    2    4       290    0.768197     3.69512     285.537
    2    4     290.1    0.767995     3.69413     285.638
    2    4     290.2    0.767793     3.69314     285.739
    2    4     290.3     0.76759     3.69216      285.84
    2    4     290.4    0.767389     3.69117     285.941
    2    4     290.5    0.767187     3.69019     286.043
    2    4     290.6    0.766985      3.6892     286.144
    2    4     290.7    0.766784     3.68822     286.245
    2    4     290.8    0.766582     3.68723     286.346
    2    4     290.9    0.766381     3.68625     286.447
    2    4       291     0.76618     3.68527     286.549
    2    4     291.1    0.765979     3.68429      286.65
    2    4     291.2    0.765778     3.68331     286.751
    2    4     291.3    0.765577     3.68233     286.852
    2    4     291.4    0.765376     3.68135     286.953
    2    4     291.5    0.765176     3.68037     287.054
    2    4     291.6    0.764976      3.6794     287.156
    2    4     291.7    0.764775     3.67842     287.257
    2    4     291.8    0.764575     3.67744     287.358
    2    4     291.9    0.764375     3.67647     287.459
    2    4       292    0.764175     3.67549      287.56
    2    4     292.1    0.763976     3.67452     287.662
    2    4     292.2    0.763776     3.67354     287.763
    2    4     292.3    0.763577     3.67257     287.864
    2    4     292.4    0.763377      3.6716     287.965
    2    4     292.5    0.763178     3.67062     288.066
    2    4     292.6    0.762979     3.66965     288.167
    2    4     292.7     0.76278     3.66868     288.269
    2    4     292.8    0.762581     3.66771      288.37
    2    4     292.9    0.762382     3.66674     288.471
    2    4       293    0.762184     3.66577     288.572
    2    4     293.1    0.761985     3.66481     288.673
    2    4     293.2    0.761787     3.66384     288.774
    2    4     293.3    0.761589     3.66287     288.876
    2    4     293.4    0.761391     3.66191     288.977
    2    4     293.5    0.761193     3.66094     289.078
    2    4     293.6    0.760995     3.65998     289.179
    2    4     293.7    0.760797     3.65901      289.28
    2    4     293.8      0.7606     3.65805     289.381
    2    4     293.9    0.760402     3.65708     289.483
    2    4       294    0.760205     3.65612     289.584
    2    4     294.1    0.760008     3.65516     289.685
    2    4     294.2    0.759811      3.6542     289.786
    2    4     294.3    0.759614     3.65324     289.887
    2    4     294.4    0.759417     3.65228     289.988
    2    4     294.5     0.75922     3.65132     290.089
    2    4     294.6    0.759024     3.65036     290.191
    2    4     294.7    0.758828      3.6494     290.292
    2    4     294.8    0.758631     3.64844     290.393
    2    4     294.9    0.758435     3.64749     290.494
    2    4       295    0.758239     3.64653     290.595
    2    4     295.1    0.758043     3.64558     290.696
    2    4     295.2    0.757847     3.64462     290.798
    2    4     295.3    0.757652     3.64367     290.899
    2    4     295.4    0.757456     3.64271         291
    2    4     295.5    0.757261     3.64176     291.101
    2    4     295.6    0.757065     3.64081     291.202
    2    4     295.7     0.75687     3.63985     291.303
    2    4     295.8    0.756675      3.6389     291.404
    2    4     295.9     0.75648     3.63795     291.506
    2    4       296    0.756285       3.637     291.607
    2    4     296.1    0.756091     3.63605     291.708
    2    4     296.2    0.755896      3.6351     291.809
    2    4     296.3    0.755702     3.63416      291.91
    2    4     296.4    0.755507     3.63321     292.011
    2    4     296.5    0.755313     3.63226     292.112
    2    4     296.6    0.755119     3.63132     292.214
    2    4     296.7    0.754925     3.63037     292.315
    2    4     296.8    0.754731     3.62942     292.416
    2    4     296.9    0.754538     3.62848     292.517
    2    4       297    0.754344     3.62754     292.618
    2    4     297.1    0.754151     3.62659     292.719
    2    4     297.2    0.753957     3.62565      292.82
    2    4     297.3    0.753764     3.62471     292.922
    2    4     297.4    0.753571     3.62377     293.023
    2    4     297.5    0.753378     3.62283     293.124
    2    4     297.6    0.753185     3.62189     293.225
    2    4     297.7    0.752992     3.62095     293.326
    2    4     297.8      0.7528     3.62001     293.427
    2    4     297.9    0.752607     3.61907     293.528
    2    4       298    0.752415     3.61813     293.629
    2    4     298.1    0.752223     3.61719     293.731
    2    4     298.2    0.752031     3.61626     293.832
    2    4     298.3    0.751839     3.61532     293.933
    2    4     298.4    0.751647     3.61438     294.034
    2    4     298.5    0.751455     3.61345     294.135
    2    4     298.6    0.751263     3.61252     294.236
    2    4     298.7    0.751072     3.61158     294.337
    2    4     298.8     0.75088     3.61065     294.438
    2    4     298.9    0.750689     3.60972      294.54
    2    4       299    0.750498     3.60878     294.641
    2    4     299.1    0.750307     3.60785     294.742
    2    4     299.2    0.750116     3.60692     294.843
    2    4     299.3    0.749925     3.60599     294.944
    2    4     299.4    0.749735     3.60506     295.045
    2    4     299.5    0.749544     3.60413     295.146
    2    4     299.6    0.749354     3.60321     295.247
    2    4     299.7    0.749163     3.60228     295.349
    2    4     299.8    0.748973     3.60135      295.45
    2    4     299.9    0.748783     3.60042     295.551
    2    4       300    0.748593      3.5995     295.652
    2    4     300.1    0.748403     3.59857     295.753
    2    4     300.2    0.748213     3.59765     295.854
    2    4     300.3    0.748024     3.59672     295.955
    2    4     300.4    0.747834      3.5958     296.056
    2    4     300.5    0.747645     3.59488     296.157
    2    4     300.6    0.747456     3.59395     296.259
    2    4     300.7    0.747267     3.59303      296.36
    2    4     300.8    0.747078     3.59211     296.461
    2    4     300.9    0.746889     3.59119     296.562
    2    4       301      0.7467     3.59027     296.663
    2    4     301.1    0.746511     3.58935     296.764
    2    4     301.2    0.746323     3.58843     296.865
    2    4     301.3    0.746134     3.58751     296.966
    2    4     301.4    0.745946      3.5866     297.067
    2    4     301.5    0.745758     3.58568     297.169
    2    4     301.6     0.74557     3.58476      297.27
    2    4     301.7    0.745382     3.58385     297.371
    2    4     301.8    0.745194     3.58293     297.472
    2    4     301.9    0.745006     3.58202     297.573
    2    4       302    0.744818      3.5811     297.674
    2    4     302.1    0.744631     3.58019     297.775
    2    4     302.2    0.744444     3.57927     297.876
    2    4     302.3    0.744256     3.57836     297.977
    2    4     302.4    0.744069     3.57745     298.078
    2    4     302.5    0.743882     3.57654      298.18
    2    4     302.6    0.743695     3.57563     298.281
    2    4     302.7    0.743508     3.57472     298.382
    2    4     302.8    0.743322     3.57381     298.483
    2    4     302.9    0.743135      3.5729     298.584
    2    4       303    0.742949     3.57199     298.685
    2    4     303.1    0.742762     3.57108     298.786
    2    4     303.2    0.742576     3.57018     298.887
    2    4     303.3     0.74239     3.56927     298.988
    2    4     303.4    0.742204     3.56836     299.089
    2    4     303.5    0.742018     3.56746     299.191
    2    4     303.6    0.741832     3.56655     299.292
    2    4     303.7    0.741647     3.56565     299.393
    2    4     303.8    0.741461     3.56474     299.494
    2    4     303.9    0.741276     3.56384     299.595
    2    4       304     0.74109     3.56294     299.696
    2    4     304.1    0.740905     3.56203     299.797
    2    4     304.2     0.74072     3.56113     299.898
    2    4     304.3    0.740535     3.56023     299.999
    2    4     304.4     0.74035     3.55933       300.1
    2    4     304.5    0.740166     3.55843     300.201
    2    4     304.6    0.739981     3.55753     300.302
    2    4     304.7    0.739796     3.55663     300.404
    2    4     304.8    0.739612     3.55573     300.505
    2    4     304.9    0.739428     3.55484     300.606
    2    4       305    0.739244     3.55394     300.707
    2    4     305.1     0.73906     3.55304     300.808
    2    4     305.2    0.738876     3.55215     300.909
    2    4     305.3    0.738692     3.55125      301.01
    2    4     305.4    0.738508     3.55036     301.111
    2    4     305.5    0.738324     3.54946     301.212
    2    4     305.6    0.738141     3.54857     301.313
    2    4     305.7    0.737958     3.54767     301.414
    2    4     305.8    0.737774     3.54678     301.515
    2    4     305.9    0.737591     3.54589     301.617
    2    4       306    0.737408       3.545     301.718
    2    4     306.1    0.737225     3.54411     301.819
    2    4     306.2    0.737042     3.54322      301.92
    2    4     306.3     0.73686     3.54233     302.021
    2    4     306.4    0.736677     3.54144     302.122
    2    4     306.5    0.736495     3.54055     302.223
    2    4     306.6    0.736312     3.53966     302.324
    2    4     306.7     0.73613     3.53877     302.425
    2    4     306.8    0.735948     3.53788     302.526
    2    4     306.9    0.735766       3.537     302.627
    2    4       307    0.735584     3.53611     302.728
    2    4     307.1    0.735402     3.53523     302.829
    2    4     307.2     0.73522     3.53434      302.93
    2    4     307.3    0.735039     3.53346     303.032
    2    4     307.4    0.734857     3.53257     303.133
    2    4     307.5    0.734676     3.53169     303.234
    2    4     307.6    0.734495     3.53081     303.335
    2    4     307.7    0.734314     3.52992     303.436
    2    4     307.8    0.734133     3.52904     303.537
    2    4     307.9    0.733952     3.52816     303.638
    2    4       308    0.733771     3.52728     303.739
    2    4     308.1     0.73359      3.5264      303.84
    2    4     308.2    0.733409     3.52552     303.941
    2    4     308.3    0.733229     3.52464     304.042
    2    4     308.4    0.733049     3.52376     304.143
    2    4     308.5    0.732868     3.52289     304.244
    2    4     308.6    0.732688     3.52201     304.345
    2    4     308.7    0.732508     3.52113     304.446
    2    4     308.8    0.732328     3.52026     304.547
    2    4     308.9    0.732148     3.51938     304.648
    2    4       309    0.731969     3.51851      304.75
    2    4     309.1    0.731789     3.51763     304.851
    2    4     309.2     0.73161     3.51676     304.952
    2    4     309.3     0.73143     3.51588     305.053
    2    4     309.4    0.731251     3.51501     305.154
    2    4     309.5    0.731072     3.51414     305.255
    2    4     309.6    0.730893     3.51327     305.356
    2    4     309.7    0.730714     3.51239     305.457
    2    4     309.8    0.730535     3.51152     305.558
    2    4     309.9    0.730356     3.51065     305.659
    2    4       310    0.730178     3.50978      305.76
    2    4     310.1    0.729999     3.50891     305.861
    2    4     310.2    0.729821     3.50805     305.962
    2    4     310.3    0.729642     3.50718     306.063
    2    4     310.4    0.729464     3.50631     306.164
    2    4     310.5    0.729286     3.50544     306.265
    2    4     310.6    0.729108     3.50458     306.366
    2    4     310.7     0.72893     3.50371     306.467
    2    4     310.8    0.728753     3.50284     306.568
    2    4     310.9    0.728575     3.50198     306.669
    2    4       311    0.728397     3.50112      306.77
    2    4     311.1     0.72822     3.50025     306.872
    2    4     311.2    0.728043     3.49939     306.973
    2    4     311.3    0.727865     3.49853     307.074
    2    4     311.4    0.727688     3.49766     307.175
    2    4     311.5    0.727511      3.4968     307.276
    2    4     311.6    0.727334     3.49594     307.377
    2    4     311.7    0.727158     3.49508     307.478
    2    4     311.8    0.726981     3.49422     307.579
    2    4     311.9    0.726804     3.49336      307.68
    2    4       312    0.726628      3.4925     307.781
    2    4     312.1    0.726451     3.49164     307.882
    2    4     312.2    0.726275     3.49078     307.983
    2    4     312.3    0.726099     3.48993     308.084
    2    4     312.4    0.725923     3.48907     308.185
    2    4     312.5    0.725747     3.48821     308.286
    2    4     312.6    0.725571     3.48736     308.387
    2    4     312.7    0.725396      3.4865     308.488
    2    4     312.8     0.72522     3.48565     308.589
    2    4     312.9    0.725044     3.48479      308.69
    2    4       313    0.724869     3.48394     308.791
    2    4     313.1    0.724694     3.48308     308.892
    2    4     313.2    0.724518     3.48223     308.993
    2    4     313.3    0.724343     3.48138     309.094
    2    4     313.4    0.724168     3.48053     309.195
    2    4     313.5    0.723993     3.47968     309.296
    2    4     313.6    0.723819     3.47883     309.397
    2    4     313.7    0.723644     3.47798     309.498
    2    4     313.8    0.723469     3.47713     309.599
    2    4     313.9    0.723295     3.47628       309.7
    2    4       314    0.723121     3.47543     309.801
    2    4     314.1    0.722946     3.47458     309.902
    2    4     314.2    0.722772     3.47373     310.003
    2    4     314.3    0.722598     3.47289     310.105
    2    4     314.4    0.722424     3.47204     310.206
    2    4     314.5     0.72225     3.47119     310.307
    2    4     314.6    0.722077     3.47035     310.408
    2    4     314.7    0.721903      3.4695     310.509
    2    4     314.8     0.72173     3.46866      310.61
    2    4     314.9    0.721556     3.46781     310.711
    2    4       315    0.721383     3.46697     310.812
    2    4     315.1     0.72121     3.46613     310.913
    2    4     315.2    0.721036     3.46528     311.014
    2    4     315.3    0.720863     3.46444     311.115
    2    4     315.4    0.720691      3.4636     311.216
    2    4     315.5    0.720518     3.46276     311.317
    2    4     315.6    0.720345     3.46192     311.418
    2    4     315.7    0.720172     3.46108     311.519
    2    4     315.8        0.72     3.46024      311.62
    2    4     315.9    0.719828      3.4594     311.721
    2    4       316    0.719655     3.45856     311.822
    2    4     316.1    0.719483     3.45772     311.923
