    Z    A Einc(MeV)     ELossL1     ELossL2        ERes
    3    8     346.2     2.59362     12.6237     330.983
    3    8     346.3     2.59302     12.6207     331.086
    3    8     346.4     2.59243     12.6177      331.19
    3    8     346.5     2.59183     12.6146     331.294
    3    8     346.6     2.59123     12.6116     331.397
    3    8     346.7     2.59064     12.6086     331.501
    3    8     346.8     2.59004     12.6056     331.604
    3    8     346.9     2.58945     12.6025     331.708
    3    8       347     2.58885     12.5995     331.812
    3    8     347.1     2.58825     12.5965     331.915
    3    8     347.2     2.58766     12.5935     332.019
    3    8     347.3     2.58707     12.5905     332.122
    3    8     347.4     2.58647     12.5875     332.226
    3    8     347.5     2.58588     12.5844      332.33
    3    8     347.6     2.58528     12.5814     332.433
    3    8     347.7     2.58469     12.5784     332.537
    3    8     347.8      2.5841     12.5754      332.64
    3    8     347.9     2.58351     12.5724     332.744
    3    8       348     2.58291     12.5694     332.848
    3    8     348.1     2.58232     12.5664     332.951
    3    8     348.2     2.58173     12.5634     333.055
    3    8     348.3     2.58114     12.5604     333.158
    3    8     348.4     2.58055     12.5574     333.262
    3    8     348.5     2.57996     12.5544     333.366
    3    8     348.6     2.57937     12.5514     333.469
    3    8     348.7     2.57878     12.5484     333.573
    3    8     348.8     2.57819     12.5454     333.676
    3    8     348.9      2.5776     12.5425      333.78
    3    8       349     2.57701     12.5395     333.884
    3    8     349.1     2.57642     12.5365     333.987
    3    8     349.2     2.57583     12.5335     334.091
    3    8     349.3     2.57524     12.5305     334.194
    3    8     349.4     2.57465     12.5275     334.298
    3    8     349.5     2.57407     12.5246     334.401
    3    8     349.6     2.57348     12.5216     334.505
    3    8     349.7     2.57289     12.5186     334.608
    3    8     349.8     2.57231     12.5156     334.712
    3    8     349.9     2.57172     12.5127     334.816
    3    8       350     2.57113     12.5097     334.919
    3    8     350.1     2.57055     12.5067     335.023
    3    8     350.2     2.56996     12.5038     335.126
    3    8     350.3     2.56938     12.5008      335.23
    3    8     350.4     2.56879     12.4978     335.333
    3    8     350.5     2.56821     12.4949     335.437
    3    8     350.6     2.56762     12.4919      335.54
    3    8     350.7     2.56704      12.489     335.644
    3    8     350.8     2.56646      12.486     335.748
    3    8     350.9     2.56587     12.4831     335.851
    3    8       351     2.56529     12.4801     335.955
    3    8     351.1     2.56471     12.4772     336.058
    3    8     351.2     2.56413     12.4742     336.162
    3    8     351.3     2.56354     12.4713     336.265
    3    8     351.4     2.56296     12.4683     336.369
    3    8     351.5     2.56238     12.4654     336.472
    3    8     351.6      2.5618     12.4624     336.576
    3    8     351.7     2.56122     12.4595     336.679
    3    8     351.8     2.56064     12.4566     336.783
    3    8     351.9     2.56006     12.4536     336.886
    3    8       352     2.55948     12.4507      336.99
    3    8     352.1      2.5589     12.4477     337.093
    3    8     352.2     2.55832     12.4448     337.197
    3    8     352.3     2.55774     12.4419       337.3
    3    8     352.4     2.55716     12.4389     337.404
    3    8     352.5     2.55658      12.436     337.507
    3    8     352.6     2.55601     12.4331     337.611
    3    8     352.7     2.55543     12.4302     337.714
    3    8     352.8     2.55485     12.4272     337.818
    3    8     352.9     2.55427     12.4243     337.921
    3    8       353      2.5537     12.4214     338.025
    3    8     353.1     2.55312     12.4185     338.128
    3    8     353.2     2.55254     12.4156     338.232
    3    8     353.3     2.55197     12.4127     338.335
    3    8     353.4     2.55139     12.4097     338.439
    3    8     353.5     2.55082     12.4068     338.542
    3    8     353.6     2.55024     12.4039     338.646
    3    8     353.7     2.54967      12.401     338.749
    3    8     353.8     2.54909     12.3981     338.853
    3    8     353.9     2.54852     12.3952     338.956
    3    8       354     2.54795     12.3923      339.06
    3    8     354.1     2.54737     12.3894     339.163
    3    8     354.2      2.5468     12.3865     339.267
    3    8     354.3     2.54623     12.3836      339.37
    3    8     354.4     2.54565     12.3807     339.474
    3    8     354.5     2.54508     12.3778     339.577
    3    8     354.6     2.54451     12.3749     339.681
    3    8     354.7     2.54394      12.372     339.784
    3    8     354.8     2.54337     12.3691     339.888
    3    8     354.9      2.5428     12.3662     339.991
    3    8       355     2.54222     12.3634     340.094
    3    8     355.1     2.54165     12.3605     340.198
    3    8     355.2     2.54108     12.3576     340.301
    3    8     355.3     2.54051     12.3547     340.405
    3    8     355.4     2.53994     12.3518     340.508
    3    8     355.5     2.53937     12.3489     340.612
    3    8     355.6     2.53881     12.3461     340.715
    3    8     355.7     2.53824     12.3432     340.819
    3    8     355.8     2.53767     12.3403     340.922
    3    8     355.9      2.5371     12.3374     341.025
    3    8       356     2.53653     12.3346     341.129
    3    8     356.1     2.53597     12.3317     341.232
    3    8     356.2      2.5354     12.3288     341.336
    3    8     356.3     2.53483      12.326     341.439
    3    8     356.4     2.53426     12.3231     341.543
    3    8     356.5      2.5337     12.3202     341.646
    3    8     356.6     2.53313     12.3174     341.749
    3    8     356.7     2.53257     12.3145     341.853
    3    8     356.8       2.532     12.3117     341.956
    3    8     356.9     2.53144     12.3088      342.06
    3    8       357     2.53087     12.3059     342.163
    3    8     357.1     2.53031     12.3031     342.267
    3    8     357.2     2.52974     12.3002      342.37
    3    8     357.3     2.52918     12.2974     342.473
    3    8     357.4     2.52861     12.2945     342.577
    3    8     357.5     2.52805     12.2917      342.68
    3    8     357.6     2.52749     12.2888     342.784
    3    8     357.7     2.52692      12.286     342.887
    3    8     357.8     2.52636     12.2831      342.99
    3    8     357.9      2.5258     12.2803     343.094
    3    8       358     2.52524     12.2775     343.197
    3    8     358.1     2.52468     12.2746     343.301
    3    8     358.2     2.52411     12.2718     343.404
    3    8     358.3     2.52355      12.269     343.507
    3    8     358.4     2.52299     12.2661     343.611
    3    8     358.5     2.52243     12.2633     343.714
    3    8     358.6     2.52187     12.2605     343.818
    3    8     358.7     2.52131     12.2576     343.921
    3    8     358.8     2.52075     12.2548     344.024
    3    8     358.9     2.52019      12.252     344.128
    3    8       359     2.51963     12.2492     344.231
    3    8     359.1     2.51908     12.2463     344.335
    3    8     359.2     2.51852     12.2435     344.438
    3    8     359.3     2.51796     12.2407     344.541
    3    8     359.4      2.5174     12.2379     344.645
    3    8     359.5     2.51684      12.235     344.748
    3    8     359.6     2.51629     12.2322     344.851
    3    8     359.7     2.51573     12.2294     344.955
    3    8     359.8     2.51517     12.2266     345.058
    3    8     359.9     2.51462     12.2238     345.162
    3    8       360     2.51406      12.221     345.265
    3    8     360.1      2.5135     12.2182     345.368
    3    8     360.2     2.51295     12.2154     345.472
    3    8     360.3     2.51239     12.2126     345.575
    3    8     360.4     2.51184     12.2098     345.678
    3    8     360.5     2.51128      12.207     345.782
    3    8     360.6     2.51073     12.2042     345.885
    3    8     360.7     2.51017     12.2014     345.988
    3    8     360.8     2.50962     12.1986     346.092
    3    8     360.9     2.50907     12.1958     346.195
    3    8       361     2.50851      12.193     346.299
    3    8     361.1     2.50796     12.1902     346.402
    3    8     361.2     2.50741     12.1874     346.505
    3    8     361.3     2.50685     12.1846     346.609
    3    8     361.4      2.5063     12.1818     346.712
    3    8     361.5     2.50575      12.179     346.815
    3    8     361.6      2.5052     12.1762     346.919
    3    8     361.7     2.50465     12.1735     347.022
    3    8     361.8      2.5041     12.1707     347.125
    3    8     361.9     2.50355     12.1679     347.229
    3    8       362       2.503     12.1651     347.332
    3    8     362.1     2.50245     12.1623     347.435
    3    8     362.2      2.5019     12.1596     347.539
    3    8     362.3     2.50135     12.1568     347.642
    3    8     362.4      2.5008      12.154     347.745
    3    8     362.5     2.50025     12.1512     347.849
    3    8     362.6      2.4997     12.1485     347.952
    3    8     362.7     2.49915     12.1457     348.055
    3    8     362.8      2.4986     12.1429     348.158
    3    8     362.9     2.49805     12.1402     348.262
    3    8       363     2.49751     12.1374     348.365
    3    8     363.1     2.49696     12.1346     348.468
    3    8     363.2     2.49641     12.1319     348.572
    3    8     363.3     2.49586     12.1291     348.675
    3    8     363.4     2.49532     12.1264     348.778
    3    8     363.5     2.49477     12.1236     348.882
    3    8     363.6     2.49423     12.1209     348.985
    3    8     363.7     2.49368     12.1181     349.088
    3    8     363.8     2.49313     12.1153     349.192
    3    8     363.9     2.49259     12.1126     349.295
    3    8       364     2.49204     12.1098     349.398
    3    8     364.1      2.4915     12.1071     349.501
    3    8     364.2     2.49096     12.1044     349.605
    3    8     364.3     2.49041     12.1016     349.708
    3    8     364.4     2.48987     12.0989     349.811
    3    8     364.5     2.48932     12.0961     349.915
    3    8     364.6     2.48878     12.0934     350.018
    3    8     364.7     2.48824     12.0906     350.121
    3    8     364.8      2.4877     12.0879     350.224
    3    8     364.9     2.48715     12.0852     350.328
    3    8       365     2.48661     12.0824     350.431
    3    8     365.1     2.48607     12.0797     350.534
    3    8     365.2     2.48553      12.077     350.638
    3    8     365.3     2.48499     12.0742     350.741
    3    8     365.4     2.48445     12.0715     350.844
    3    8     365.5      2.4839     12.0688     350.947
    3    8     365.6     2.48336     12.0661     351.051
    3    8     365.7     2.48282     12.0633     351.154
    3    8     365.8     2.48228     12.0606     351.257
    3    8     365.9     2.48174     12.0579      351.36
    3    8       366     2.48121     12.0552     351.464
    3    8     366.1     2.48067     12.0525     351.567
    3    8     366.2     2.48013     12.0497      351.67
    3    8     366.3     2.47959      12.047     351.773
    3    8     366.4     2.47905     12.0443     351.877
    3    8     366.5     2.47851     12.0416      351.98
    3    8     366.6     2.47797     12.0389     352.083
    3    8     366.7     2.47744     12.0362     352.186
    3    8     366.8      2.4769     12.0335      352.29
    3    8     366.9     2.47636     12.0308     352.393
    3    8       367     2.47583      12.028     352.496
    3    8     367.1     2.47529     12.0253     352.599
    3    8     367.2     2.47475     12.0226     352.703
    3    8     367.3     2.47422     12.0199     352.806
    3    8     367.4     2.47368     12.0172     352.909
    3    8     367.5     2.47315     12.0145     353.012
    3    8     367.6     2.47261     12.0118     353.116
    3    8     367.7     2.47208     12.0091     353.219
    3    8     367.8     2.47154     12.0065     353.322
    3    8     367.9     2.47101     12.0038     353.425
    3    8       368     2.47048     12.0011     353.528
    3    8     368.1     2.46994     11.9984     353.632
    3    8     368.2     2.46941     11.9957     353.735
    3    8     368.3     2.46888      11.993     353.838
    3    8     368.4     2.46834     11.9903     353.941
    3    8     368.5     2.46781     11.9876     354.045
    3    8     368.6     2.46728      11.985     354.148
    3    8     368.7     2.46675     11.9823     354.251
    3    8     368.8     2.46621     11.9796     354.354
    3    8     368.9     2.46568     11.9769     354.457
    3    8       369     2.46515     11.9742     354.561
    3    8     369.1     2.46462     11.9716     354.664
    3    8     369.2     2.46409     11.9689     354.767
    3    8     369.3     2.46356     11.9662      354.87
    3    8     369.4     2.46303     11.9635     354.973
    3    8     369.5      2.4625     11.9609     355.077
    3    8     369.6     2.46197     11.9582      355.18
    3    8     369.7     2.46144     11.9555     355.283
    3    8     369.8     2.46091     11.9529     355.386
    3    8     369.9     2.46038     11.9502     355.489
    3    8       370     2.45985     11.9475     355.593
    3    8     370.1     2.45933     11.9449     355.696
    3    8     370.2      2.4588     11.9422     355.799
    3    8     370.3     2.45827     11.9396     355.902
    3    8     370.4     2.45774     11.9369     356.005
    3    8     370.5     2.45722     11.9342     356.109
    3    8     370.6     2.45669     11.9316     356.212
    3    8     370.7     2.45616     11.9289     356.315
    3    8     370.8     2.45564     11.9263     356.418
    3    8     370.9     2.45511     11.9236     356.521
    3    8       371     2.45458      11.921     356.624
    3    8     371.1     2.45406     11.9183     356.728
    3    8     371.2     2.45353     11.9157     356.831
    3    8     371.3     2.45301     11.9131     356.934
    3    8     371.4     2.45248     11.9104     357.037
    3    8     371.5     2.45196     11.9078      357.14
    3    8     371.6     2.45143     11.9051     357.243
    3    8     371.7     2.45091     11.9025     357.347
    3    8     371.8     2.45039     11.8999      357.45
    3    8     371.9     2.44986     11.8972     357.553
    3    8       372     2.44934     11.8946     357.656
    3    8     372.1     2.44882     11.8919     357.759
    3    8     372.2     2.44829     11.8893     357.862
    3    8     372.3     2.44777     11.8867     357.966
    3    8     372.4     2.44725     11.8841     358.069
    3    8     372.5     2.44673     11.8814     358.172
    3    8     372.6      2.4462     11.8788     358.275
    3    8     372.7     2.44568     11.8762     358.378
    3    8     372.8     2.44516     11.8735     358.481
    3    8     372.9     2.44464     11.8709     358.584
    3    8       373     2.44412     11.8683     358.688
    3    8     373.1      2.4436     11.8657     358.791
    3    8     373.2     2.44308     11.8631     358.894
    3    8     373.3     2.44256     11.8605     358.997
    3    8     373.4     2.44204     11.8578       359.1
    3    8     373.5     2.44152     11.8552     359.203
    3    8     373.6       2.441     11.8526     359.306
    3    8     373.7     2.44048       11.85      359.41
    3    8     373.8     2.43996     11.8474     359.513
    3    8     373.9     2.43945     11.8448     359.616
    3    8       374     2.43893     11.8422     359.719
    3    8     374.1     2.43841     11.8396     359.822
    3    8     374.2     2.43789      11.837     359.925
    3    8     374.3     2.43738     11.8344     360.028
    3    8     374.4     2.43686     11.8318     360.131
    3    8     374.5     2.43634     11.8292     360.235
    3    8     374.6     2.43583     11.8266     360.338
    3    8     374.7     2.43531      11.824     360.441
    3    8     374.8     2.43479     11.8214     360.544
    3    8     374.9     2.43428     11.8188     360.647
    3    8       375     2.43376     11.8162      360.75
    3    8     375.1     2.43325     11.8136     360.853
    3    8     375.2     2.43273      11.811     360.956
    3    8     375.3     2.43222     11.8084     361.059
    3    8     375.4      2.4317     11.8058     361.162
    3    8     375.5     2.43119     11.8032     361.266
    3    8     375.6     2.43067     11.8006     361.369
    3    8     375.7     2.43016     11.7981     361.472
    3    8     375.8     2.42965     11.7955     361.575
    3    8     375.9     2.42913     11.7929     361.678
    3    8       376     2.42862     11.7903     361.781
    3    8     376.1     2.42811     11.7877     361.884
    3    8     376.2      2.4276     11.7851     361.987
    3    8     376.3     2.42708     11.7826      362.09
    3    8     376.4     2.42657       11.78     362.193
    3    8     376.5     2.42606     11.7774     362.297
    3    8     376.6     2.42555     11.7749       362.4
    3    8     376.7     2.42504     11.7723     362.503
    3    8     376.8     2.42453     11.7697     362.606
    3    8     376.9     2.42402     11.7671     362.709
    3    8       377      2.4235     11.7646     362.812
    3    8     377.1     2.42299      11.762     362.915
    3    8     377.2     2.42248     11.7594     363.018
    3    8     377.3     2.42198     11.7569     363.121
    3    8     377.4     2.42147     11.7543     363.224
    3    8     377.5     2.42096     11.7518     363.327
    3    8     377.6     2.42045     11.7492      363.43
    3    8     377.7     2.41994     11.7466     363.533
    3    8     377.8     2.41943     11.7441     363.636
    3    8     377.9     2.41892     11.7415      363.74
    3    8       378     2.41841      11.739     363.843
    3    8     378.1     2.41791     11.7364     363.946
    3    8     378.2      2.4174     11.7339     364.049
    3    8     378.3     2.41689     11.7313     364.152
    3    8     378.4     2.41639     11.7288     364.255
    3    8     378.5     2.41588     11.7262     364.358
    3    8     378.6     2.41537     11.7237     364.461
    3    8     378.7     2.41487     11.7211     364.564
    3    8     378.8     2.41436     11.7186     364.667
    3    8     378.9     2.41385     11.7161      364.77
    3    8       379     2.41335     11.7135     364.873
    3    8     379.1     2.41284      11.711     364.976
    3    8     379.2     2.41234     11.7084     365.079
    3    8     379.3     2.41183     11.7059     365.182
    3    8     379.4     2.41133     11.7034     365.285
    3    8     379.5     2.41083     11.7008     365.388
    3    8     379.6     2.41032     11.6983     365.491
    3    8     379.7     2.40982     11.6958     365.594
    3    8     379.8     2.40931     11.6932     365.697
    3    8     379.9     2.40881     11.6907       365.8
    3    8       380     2.40831     11.6882     365.904
    3    8     380.1     2.40781     11.6857     366.007
    3    8     380.2      2.4073     11.6831      366.11
    3    8     380.3      2.4068     11.6806     366.213
    3    8     380.4      2.4063     11.6781     366.316
    3    8     380.5      2.4058     11.6756     366.419
    3    8     380.6      2.4053      11.673     366.522
    3    8     380.7     2.40479     11.6705     366.625
    3    8     380.8     2.40429      11.668     366.728
    3    8     380.9     2.40379     11.6655     366.831
    3    8       381     2.40329      11.663     366.934
    3    8     381.1     2.40279     11.6605     367.037
    3    8     381.2     2.40229     11.6579      367.14
    3    8     381.3     2.40179     11.6554     367.243
    3    8     381.4     2.40129     11.6529     367.346
    3    8     381.5     2.40079     11.6504     367.449
    3    8     381.6     2.40029     11.6479     367.552
    3    8     381.7     2.39979     11.6454     367.655
    3    8     381.8      2.3993     11.6429     367.758
    3    8     381.9      2.3988     11.6404     367.861
    3    8       382      2.3983     11.6379     367.964
    3    8     382.1      2.3978     11.6354     368.067
    3    8     382.2      2.3973     11.6329      368.17
    3    8     382.3     2.39681     11.6304     368.273
    3    8     382.4     2.39631     11.6279     368.376
    3    8     382.5     2.39581     11.6254     368.479
    3    8     382.6     2.39532     11.6229     368.582
    3    8     382.7     2.39482     11.6204     368.685
    3    8     382.8     2.39432     11.6179     368.788
    3    8     382.9     2.39383     11.6154     368.891
    3    8       383     2.39333     11.6129     368.994
    3    8     383.1     2.39284     11.6105     369.097
    3    8     383.2     2.39234      11.608       369.2
    3    8     383.3     2.39185     11.6055     369.303
    3    8     383.4     2.39135      11.603     369.406
    3    8     383.5     2.39086     11.6005     369.509
    3    8     383.6     2.39036      11.598     369.612
    3    8     383.7     2.38987     11.5956     369.715
    3    8     383.8     2.38938     11.5931     369.818
    3    8     383.9     2.38888     11.5906     369.921
    3    8       384     2.38839     11.5881     370.023
    3    8     384.1      2.3879     11.5857     370.126
    3    8     384.2      2.3874     11.5832     370.229
    3    8     384.3     2.38691     11.5807     370.332
    3    8     384.4     2.38642     11.5782     370.435
    3    8     384.5     2.38593     11.5758     370.538
    3    8     384.6     2.38543     11.5733     370.641
    3    8     384.7     2.38494     11.5708     370.744
    3    8     384.8     2.38445     11.5684     370.847
    3    8     384.9     2.38396     11.5659      370.95
    3    8       385     2.38347     11.5634     371.053
    3    8     385.1     2.38298      11.561     371.156
    3    8     385.2     2.38249     11.5585     371.259
    3    8     385.3       2.382      11.556     371.362
    3    8     385.4     2.38151     11.5536     371.465
    3    8     385.5     2.38102     11.5511     371.568
    3    8     385.6     2.38053     11.5487     371.671
    3    8     385.7     2.38004     11.5462     371.774
    3    8     385.8     2.37955     11.5438     371.877
    3    8     385.9     2.37906     11.5413      371.98
    3    8       386     2.37857     11.5389     372.083
    3    8     386.1     2.37809     11.5364     372.186
    3    8     386.2      2.3776      11.534     372.288
    3    8     386.3     2.37711     11.5315     372.391
    3    8     386.4     2.37662     11.5291     372.494
    3    8     386.5     2.37613     11.5266     372.597
    3    8     386.6     2.37565     11.5242       372.7
    3    8     386.7     2.37516     11.5217     372.803
    3    8     386.8     2.37467     11.5193     372.906
    3    8     386.9     2.37419     11.5169     373.009
    3    8       387      2.3737     11.5144     373.112
    3    8     387.1     2.37322      11.512     373.215
    3    8     387.2     2.37273     11.5095     373.318
    3    8     387.3     2.37224     11.5071     373.421
    3    8     387.4     2.37176     11.5047     373.524
    3    8     387.5     2.37127     11.5022     373.626
    3    8     387.6     2.37079     11.4998     373.729
    3    8     387.7      2.3703     11.4974     373.832
    3    8     387.8     2.36982     11.4949     373.935
    3    8     387.9     2.36934     11.4925     374.038
    3    8       388     2.36885     11.4901     374.141
    3    8     388.1     2.36837     11.4877     374.244
    3    8     388.2     2.36789     11.4852     374.347
    3    8     388.3      2.3674     11.4828      374.45
    3    8     388.4     2.36692     11.4804     374.553
    3    8     388.5     2.36644      11.478     374.656
    3    8     388.6     2.36595     11.4756     374.758
    3    8     388.7     2.36547     11.4731     374.861
    3    8     388.8     2.36499     11.4707     374.964
    3    8     388.9     2.36451     11.4683     375.067
    3    8       389     2.36403     11.4659      375.17
    3    8     389.1     2.36355     11.4635     375.273
    3    8     389.2     2.36306     11.4611     375.376
    3    8     389.3     2.36258     11.4586     375.479
    3    8     389.4      2.3621     11.4562     375.582
    3    8     389.5     2.36162     11.4538     375.685
    3    8     389.6     2.36114     11.4514     375.787
    3    8     389.7     2.36066      11.449      375.89
    3    8     389.8     2.36018     11.4466     375.993
    3    8     389.9      2.3597     11.4442     376.096
    3    8       390     2.35922     11.4418     376.199
    3    8     390.1     2.35874     11.4394     376.302
    3    8     390.2     2.35827      11.437     376.405
    3    8     390.3     2.35779     11.4346     376.508
    3    8     390.4     2.35731     11.4322      376.61
    3    8     390.5     2.35683     11.4298     376.713
    3    8     390.6     2.35635     11.4274     376.816
    3    8     390.7     2.35588      11.425     376.919
    3    8     390.8      2.3554     11.4226     377.022
    3    8     390.9     2.35492     11.4202     377.125
    3    8       391     2.35444     11.4178     377.228
    3    8     391.1     2.35397     11.4155     377.331
    3    8     391.2     2.35349     11.4131     377.433
    3    8     391.3     2.35301     11.4107     377.536
    3    8     391.4     2.35254     11.4083     377.639
    3    8     391.5     2.35206     11.4059     377.742
    3    8     391.6     2.35159     11.4035     377.845
    3    8     391.7     2.35111     11.4011     377.948
    3    8     391.8     2.35064     11.3988     378.051
    3    8     391.9     2.35016     11.3964     378.153
    3    8       392     2.34969      11.394     378.256
    3    8     392.1     2.34921     11.3916     378.359
    3    8     392.2     2.34874     11.3892     378.462
    3    8     392.3     2.34826     11.3869     378.565
    3    8     392.4     2.34779     11.3845     378.668
    3    8     392.5     2.34732     11.3821     378.771
    3    8     392.6     2.34684     11.3797     378.873
    3    8     392.7     2.34637     11.3774     378.976
    3    8     392.8      2.3459      11.375     379.079
    3    8     392.9     2.34542     11.3726     379.182
    3    8       393     2.34495     11.3703     379.285
    3    8     393.1     2.34448     11.3679     379.388
    3    8     393.2     2.34401     11.3655      379.49
    3    8     393.3     2.34354     11.3632     379.593
    3    8     393.4     2.34306     11.3608     379.696
    3    8     393.5     2.34259     11.3585     379.799
    3    8     393.6     2.34212     11.3561     379.902
    3    8     393.7     2.34165     11.3537     380.005
    3    8     393.8     2.34118     11.3514     380.107
    3    8     393.9     2.34071      11.349      380.21
    3    8       394     2.34024     11.3467     380.313
    3    8     394.1     2.33977     11.3443     380.416
    3    8     394.2      2.3393      11.342     380.519
    3    8     394.3     2.33883     11.3396     380.622
    3    8     394.4     2.33836     11.3373     380.724
    3    8     394.5     2.33789     11.3349     380.827
    3    8     394.6     2.33742     11.3326      380.93
    3    8     394.7     2.33695     11.3302     381.033
    3    8     394.8     2.33649     11.3279     381.136
    3    8     394.9     2.33602     11.3255     381.238
    3    8       395     2.33555     11.3232     381.341
    3    8     395.1     2.33508     11.3208     381.444
    3    8     395.2     2.33461     11.3185     381.547
    3    8     395.3     2.33415     11.3161      381.65
    3    8     395.4     2.33368     11.3138     381.753
    3    8     395.5     2.33321     11.3115     381.855
    3    8     395.6     2.33275     11.3091     381.958
    3    8     395.7     2.33228     11.3068     382.061
    3    8     395.8     2.33181     11.3045     382.164
    3    8     395.9     2.33135     11.3021     382.267
    3    8       396     2.33088     11.2998     382.369
    3    8     396.1     2.33042     11.2975     382.472
    3    8     396.2     2.32995     11.2951     382.575
    3    8     396.3     2.32949     11.2928     382.678
    3    8     396.4     2.32902     11.2905      382.78
    3    8     396.5     2.32856     11.2882     382.883
    3    8     396.6     2.32809     11.2858     382.986
    3    8     396.7     2.32763     11.2835     383.089
    3    8     396.8     2.32716     11.2812     383.192
    3    8     396.9      2.3267     11.2789     383.294
    3    8       397     2.32624     11.2765     383.397
    3    8     397.1     2.32577     11.2742       383.5
    3    8     397.2     2.32531     11.2719     383.603
    3    8     397.3     2.32485     11.2696     383.706
    3    8     397.4     2.32438     11.2673     383.808
    3    8     397.5     2.32392     11.2649     383.911
    3    8     397.6     2.32346     11.2626     384.014
    3    8     397.7       2.323     11.2603     384.117
    3    8     397.8     2.32254      11.258     384.219
    3    8     397.9     2.32207     11.2557     384.322
    3    8       398     2.32161     11.2534     384.425
    3    8     398.1     2.32115     11.2511     384.528
    3    8     398.2     2.32069     11.2488     384.631
    3    8     398.3     2.32023     11.2465     384.733
    3    8     398.4     2.31977     11.2442     384.836
    3    8     398.5     2.31931     11.2419     384.939
    3    8     398.6     2.31885     11.2396     385.042
    3    8     398.7     2.31839     11.2373     385.144
    3    8     398.8     2.31793      11.235     385.247
    3    8     398.9     2.31747     11.2327      385.35
    3    8       399     2.31701     11.2304     385.453
    3    8     399.1     2.31655     11.2281     385.555
    3    8     399.2     2.31609     11.2258     385.658
    3    8     399.3     2.31563     11.2235     385.761
    3    8     399.4     2.31517     11.2212     385.864
    3    8     399.5     2.31472     11.2189     385.966
    3    8     399.6     2.31426     11.2166     386.069
    3    8     399.7      2.3138     11.2143     386.172
    3    8     399.8     2.31334      11.212     386.275
    3    8     399.9     2.31288     11.2097     386.377
    4    7         0           0           0           0
    4    7       0.1         0.1           0           0
    4    7       0.2         0.2           0           0
    4    7       0.3         0.3           0           0
    4    7       0.4         0.4           0           0
    4    7       0.5         0.5           0           0
    4    7       0.6         0.6           0           0
    4    7       0.7         0.7           0           0
    4    7       0.8         0.8           0           0
    4    7       0.9         0.9           0           0
    4    7         1           1           0           0
    4    7       1.1         1.1           0           0
    4    7       1.2         1.2           0           0
    4    7       1.3         1.3           0           0
    4    7       1.4         1.4           0           0
    4    7       1.5         1.5           0           0
    4    7       1.6         1.6           0           0
    4    7       1.7         1.7           0           0
    4    7       1.8         1.8           0           0
    4    7       1.9         1.9           0           0
    4    7         2           2           0           0
    4    7       2.1         2.1           0           0
    4    7       2.2         2.2           0           0
    4    7       2.3         2.3           0           0
    4    7       2.4         2.4           0           0
    4    7       2.5         2.5           0           0
    4    7       2.6         2.6           0           0
    4    7       2.7         2.7           0           0
    4    7       2.8         2.8           0           0
    4    7       2.9         2.9           0           0
    4    7         3           3           0           0
    4    7       3.1         3.1           0           0
    4    7       3.2         3.2           0           0
    4    7       3.3         3.3           0           0
    4    7       3.4         3.4           0           0
    4    7       3.5         3.5           0           0
    4    7       3.6         3.6           0           0
    4    7       3.7         3.7           0           0
    4    7       3.8         3.8           0           0
    4    7       3.9         3.9           0           0
    4    7         4           4           0           0
    4    7       4.1         4.1           0           0
    4    7       4.2         4.2           0           0
    4    7       4.3         4.3           0           0
    4    7       4.4         4.4           0           0
    4    7       4.5         4.5           0           0
    4    7       4.6         4.6           0           0
    4    7       4.7         4.7           0           0
    4    7       4.8         4.8           0           0
    4    7       4.9         4.9           0           0
    4    7         5           5           0           0
    4    7       5.1         5.1           0           0
    4    7       5.2         5.2           0           0
    4    7       5.3         5.3           0           0
    4    7       5.4         5.4           0           0
    4    7       5.5         5.5           0           0
    4    7       5.6         5.6           0           0
    4    7       5.7         5.7           0           0
    4    7       5.8         5.8           0           0
    4    7       5.9         5.9           0           0
    4    7         6           6           0           0
    4    7       6.1         6.1           0           0
    4    7       6.2         6.2           0           0
    4    7       6.3         6.3           0           0
    4    7       6.4         6.4           0           0
    4    7       6.5         6.5           0           0
    4    7       6.6         6.6           0           0
    4    7       6.7         6.7           0           0
    4    7       6.8         6.8           0           0
    4    7       6.9         6.9           0           0
    4    7         7           7           0           0
    4    7       7.1         7.1           0           0
    4    7       7.2         7.2           0           0
    4    7       7.3         7.3           0           0
    4    7       7.4         7.4           0           0
    4    7       7.5         7.5           0           0
    4    7       7.6         7.6           0           0
    4    7       7.7         7.7           0           0
    4    7       7.8         7.8           0           0
    4    7       7.9         7.9           0           0
    4    7         8           8           0           0
    4    7       8.1         8.1           0           0
    4    7       8.2         8.2           0           0
    4    7       8.3         8.3           0           0
    4    7       8.4         8.4           0           0
    4    7       8.5         8.5           0           0
    4    7       8.6         8.6           0           0
    4    7       8.7         8.7           0           0
    4    7       8.8         8.8           0           0
    4    7       8.9         8.9           0           0
    4    7         9           9           0           0
    4    7       9.1         9.1           0           0
    4    7       9.2         9.2           0           0
    4    7       9.3         9.3           0           0
    4    7       9.4         9.4           0           0
    4    7       9.5         9.5           0           0
    4    7       9.6         9.6           0           0
    4    7       9.7         9.7           0           0
    4    7       9.8         9.8           0           0
    4    7       9.9         9.9           0           0
    4    7        10          10           0           0
    4    7      10.1        10.1           0           0
    4    7      10.2        10.2           0           0
    4    7      10.3        10.3           0           0
    4    7      10.4        10.4           0           0
