*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - Range straggling - method [0] - LISE	Energy (MeV/u)6	5 - Range straggling - method [1] - Atima	Energy (MeV/u)7	6 - Lateral range - method [0] - LISE	Energy (MeV/u)8	7 - Lateral range - method [1] - Atima	Energy (MeV/u)9	8 - Lateral range - method [2] - PDG	
0.001000	0.1174    	0.001000	0.1174    	0.001000	0.111941  	0.001000	0.111941  	0.001000	0         	0.001000	0         	0.001000	0.000593796	0.001000	0.000890903	0.001000	0.000526254
0.002000	0.254882  	0.002000	0.2348    	0.002000	0.223881  	0.002000	0.223881  	0.002000	0.0197025 	0.002000	0.0197025 	0.002000	0.00173939	0.002000	0.00252175	0.002000	0.00157945
0.005000	0.540445  	0.005000	0.478652  	0.005000	0.463955  	0.005000	0.463955  	0.005000	0.0221643 	0.005000	0.0221643 	0.005000	0.00506241	0.005000	0.00718149	0.005000	0.00466184
0.008000	0.750654  	0.008000	0.658157  	0.008000	0.64599   	0.008000	0.64599   	0.008000	0.0222241 	0.008000	0.0222241 	0.008000	0.00816925	0.008000	0.0114527 	0.008000	0.0075766
0.010000	0.869565  	0.010000	0.759699  	0.010000	0.750648  	0.010000	0.750648  	0.010000	0.0224121 	0.010000	0.0224121 	0.010000	0.0101838 	0.010000	0.0141995 	0.010000	0.00947514
0.015000	1.12247   	0.015000	0.975661  	0.015000	0.97677   	0.015000	0.97677   	0.015000	0.0232772 	0.015000	0.0232772 	0.015000	0.0151177 	0.015000	0.0204945 	0.015000	0.0141419
0.020000	1.33471   	0.020000	1.1569    	0.020000	1.16983   	0.020000	1.16983   	0.020000	0.0243581 	0.020000	0.0243581 	0.020000	0.01995   	0.020000	0.0260183 	0.020000	0.0187286
0.025000	1.5208    	0.025000	1.31581   	0.025000	1.34119   	0.025000	1.34119   	0.025000	0.0254508 	0.025000	0.0254508 	0.025000	0.0247352 	0.025000	0.0310278 	0.025000	0.0232816
0.030000	1.68949   	0.030000	1.45986   	0.030000	1.48985   	0.030000	1.48985   	0.030000	0.0263557 	0.030000	0.0263557 	0.030000	0.0292496 	0.030000	0.0354623 	0.030000	0.0276194
0.035000	1.84482   	0.035000	1.5925    	0.035000	1.62036   	0.035000	1.62036   	0.035000	0.0270833 	0.035000	0.0270833 	0.035000	0.0331901 	0.035000	0.0394111 	0.035000	0.031751
0.040000	1.98952   	0.040000	1.71606   	0.040000	1.74106   	0.040000	1.74106   	0.040000	0.0277412 	0.040000	0.0277412 	0.040000	0.0369381 	0.040000	0.0430987 	0.040000	0.0355465
0.045000	2.12597   	0.045000	1.83259   	0.045000	1.85525   	0.045000	1.85525   	0.045000	0.0283609 	0.045000	0.0283609 	0.045000	0.0405601 	0.045000	0.0466268 	0.045000	0.0391866
0.050000	2.25567   	0.050000	1.94334   	0.050000	1.96439   	0.050000	1.96439   	0.050000	0.0289512 	0.050000	0.028915  	0.050000	0.0440804 	0.050000	0.0500291 	0.050000	0.0427321
