*SSDNum  CHNum   mean1     mean2     mean3    sigma1    sigma2    sigma3     Chi21     Chi22     Chi23     Xmin1     Xmax1     Xmin2     Xmax2     Xmin3     Xmax3
0         0     126.001   130.171   134.092  0.719501  0.658741  0.6295495.09048e-103.06533e-086.03843e-09   124.542   128.114   128.884   132.236   132.786   136.962
0         1     118.447   122.588    126.43  0.722827  0.729884  0.6569961.43071e-081.84914e-08   20.2642   116.828   120.338   121.282   124.478   125.107   129.299
0         2     128.543   132.871   136.978  0.726976   0.76646   0.612411.00887e-08   29.14431.42524e-07   127.144   130.442   131.332   135.049   135.834   138.766
0         3     124.028   128.361   132.265   0.81364   0.70426  0.697588   108.0013.84313e-08   9.05653   122.223   125.783    126.83   130.232   131.122   134.734
0         4     128.645   132.904   136.808   0.76867   0.75888  0.7362241.72045e-10   57.2584    16.803   126.966   130.212   131.154   134.714   135.342   139.164
0         5     131.438   135.757   139.758  0.831546  0.779144  0.716428    116.41   29.0318   22.5174   129.595   133.521   134.358   137.656   138.442   142.106
0         6     143.727   148.177    152.22   0.80661  0.697947  0.720503   1.549471.27166e-096.76854e-10   141.972   145.584   146.579   149.877   150.766    153.96
0         7     132.364   136.733   140.931  0.764479   0.75844  0.6814053.8154e-07   19.81724.36996e-09     130.6   134.107   134.945   138.505   139.709   143.321
0         8     147.514   151.865   155.996  0.728964  0.754657  0.6631691.41563e-08   82.19583.19847e-07   145.904   149.369    150.25   153.628   154.655   158.326
0         9     126.902   131.334   135.396  0.869535   0.70131   0.648462.16958e-079.85482e-08   7.46446   124.757   128.317    129.73   133.395   133.866   137.844
0        10     163.912   168.374    172.49    0.7845  0.734172  0.719681   19.17935.72657e-08 0.0395021   162.071   165.683   166.887   170.395   170.813    175.63
0        11     124.787   129.126   133.035  0.810621  0.677196  0.616386   1.496271.18749e-071.47195e-08   122.935   126.704   127.646   130.526   131.677   134.766
0        12     106.291   110.369   114.247  0.687016  0.675198  0.6423612.10627e-094.25202e-091.8901e-07   104.563   107.966   108.699   112.101   112.834   115.975
0        13     140.179   144.569   148.637  0.728499  0.762918  0.7214973.46695e-071.0803e-07   14.8947   138.987   142.338   143.018   146.002   146.997   150.975
0        14      132.15   136.486    140.63   0.76926  0.730913  0.6715543.74396e-07 1.586e-09   2.36707   130.542    133.84   134.521   138.133   139.075   142.687
0        15     123.732   127.851    131.92  0.806638  0.843235  0.6005350.00251165   12.87159.9989e-08   122.197   125.599    126.28    129.84    130.73   134.656
1         0     126.763   130.948   134.856   0.86681  0.814029  0.828055   1.80182   3.71484   2.23007    124.77   128.504   129.327   132.567     133.5   136.794
1         1     131.636   135.956   139.731  0.812044  0.547751  0.8479773.21942e-091.38838e-073.50229e-09   129.926   133.348   134.727   137.281   138.404   141.469
1         2     149.014   154.385   159.648  0.878785  0.913532  0.828352   104.243   189.958   2.59972   146.691   151.158   152.173   156.571   157.789   162.729
1         3     140.369   145.704   150.806  0.792318  0.808966   0.875481.20043e-09   28.4729   5.24285   138.757   142.193   143.786    147.62   149.114   153.596
1         4     168.683   173.878   179.095   0.83073  0.841712  0.701753  0.221475   78.3284  0.410139   166.772   170.705   171.849   176.282   177.712   182.074
1         5     163.444   168.886   174.189   0.82513  0.847561  0.722761 2.632e-07   36.1742  0.164185   161.603   165.484   166.812   171.102   172.532   177.027
1         6     143.059   148.357   153.535  0.872973   0.88458  0.748309    94.223   158.761     2.772   140.781   145.429    146.43   150.506   152.007   155.654
1         7     156.196   161.614   166.736  0.935641  0.813218  0.775647   174.023   14.0333   17.2768   154.209   158.759   159.656   163.792   164.827   170.136
1         8     165.394    170.66   175.664  0.844171  0.815421  0.784314   80.8656   24.9794   10.8639    163.78   167.631   168.959   173.075   174.005   178.187
1         9     142.511   147.838   153.095  0.793589  0.818552   0.751572.51918e-08   41.00093.5355e-09   140.557   144.482   145.667   150.036   151.517   155.442
1        10     160.639   165.966   171.203  0.865374     0.874  0.762601   3.31849   55.8569   1.22926     159.1   163.078   164.388   168.367   169.725    174.48
1        11     163.833   169.165   174.357  0.855438  0.885946  0.750877   27.5697   76.9507  0.158949   161.994   165.916   167.305   171.555   173.066   176.703
1        12     144.825   150.353   155.543  0.914567  0.762623  0.772586   674.9359.34648e-11   6.15506   142.373   147.591   148.875   152.468   153.836   158.285
1        13     148.275   153.647   158.726  0.882821  0.789721  0.806947   172.864   13.9985   7.16817   146.398   150.461   151.689   155.894   157.406   161.279
1        14     172.261   177.607   182.549  0.908742  0.777602  0.744801   165.659   7.11862   16.2751   169.752   174.502   175.728   179.711   180.784   186.376
1        15      168.57   173.636   178.551     0.837  0.807436  0.762907   26.8203   2.71982   11.5983    166.86   170.755   171.521   175.862   176.947   181.033
2         0      250.97   264.472   277.063   1.41435   1.29498   1.20349   347.712   111.869   9.84779   246.408    254.92   260.852   269.105   274.521   281.356
2         1     232.991    246.76   259.655   1.44792   1.22193   1.05604   579.118   152.641   15.8846   229.406   236.499   244.365   250.555   257.648   263.322
2         2     237.303   250.795   263.289   1.34795   1.23074   1.15782     308.7   149.669   20.6748   234.377   240.954   247.659   254.623   261.329    267.39
2         3     208.853   222.318   234.768   1.38373   1.27892   1.22126   466.266   254.889   26.6675   205.087   212.954   219.402   226.236   232.297   237.714
2         4     225.115   238.659   251.021   1.41479   1.15814    1.2845   596.127   188.659   49.0518   221.056   229.567   236.144   242.076    247.75   257.551
2         5     216.973   230.505   242.974   1.36633   1.25296   1.20519   546.435   86.4305   31.4508   213.216   220.696   227.917   232.947   240.684     246.1
2         6      224.43   238.121   250.941   1.39627   1.36541    1.3237   393.807   458.017   41.0974   221.277   228.628   234.431   242.039   248.487   253.904
2         7       217.9   231.363   243.808   1.40396   1.30004   1.29474   521.377   296.538   51.0469   214.087   221.825   227.757   235.752   241.297    249.68
2         8     238.832   252.554   265.249   1.42229   1.22685   1.16396   474.526   169.372   32.2369   234.666   242.662   250.012   256.331   263.295   268.969
2         9     219.878   233.335   245.824   1.27692   1.23661   1.28746   248.331   343.285   22.0434    216.99   223.954   230.015   237.107   243.168   249.616
2        10     215.784   229.152   241.576   1.38061   1.23651   1.12897   522.234   282.127   87.1002   212.279    219.63   226.078   232.655   239.361   245.293
2        11     233.099   246.716    259.06   1.40418   1.27441   1.16408   642.209   88.1943   74.4066   229.216   237.083   244.175   249.463    255.91   263.132
2        12      227.15   240.644   253.269   1.37534   1.28771   1.18942   627.446   344.903    11.809   223.442   230.535   236.725   245.365    250.91   257.229
2        13     220.339    233.73   246.319   1.22269   1.22115   1.14992   116.442   160.327   28.7108   217.635   224.341   231.175   236.849   243.555   251.809
2        14     250.281   263.544   275.689     1.335   1.16866   1.22044   378.781   161.726    29.651   247.121   254.085   261.049   266.594     273.3   279.748
2        15     209.164   222.682   235.067   1.34739      1.23    1.2909   211.372   124.212   31.1475   206.053   212.759   219.723   226.558   232.232   240.485
3         0     395.674   417.797   438.875   2.04861   1.89764   1.59441   428.463   126.087   20.6876   391.024   402.372   414.365   425.198   435.901   447.121
3         1     391.094   413.273   434.051   1.98479   1.74871   1.78373   370.221   126.613   51.0264   386.571   396.759   409.784   418.553   430.546   441.121
3         2     389.719   412.123   432.995   1.90055   1.75641   1.93494   302.473   116.674   111.788   385.956    395.37   408.782   417.422   429.157   439.731
3         3     377.813    399.95   421.025   1.98732    2.0221    1.9889    320.97   464.717   71.4584   374.214    383.37   395.105   409.162   416.899   428.505
3         4     374.333   396.171   416.932   1.70133   1.71375   1.73846   130.156   100.077   43.5952   371.635   380.791   393.042   402.198   414.449   423.734
