*SSDNum  CHNum   mean1     mean2     mean3    sigma1    sigma2    sigma3     Chi21     Chi22     Chi23     Xmin1     Xmax1     Xmin2     Xmax2     Xmin3     Xmax3
0         0     125.978   130.126   134.041  0.753362  0.767541  0.693544   6.84088   27.1751   3.79144   124.194     127.6   128.229   132.212   132.474    135.88
0         1     118.444   122.611   126.428  0.740668  0.760873  0.8518451.05386e-081.90453e-083.80911e-08   116.778   120.285   120.547   124.316   124.787   128.138
0         2     128.466     132.9   136.888  0.726687  0.768304  0.8001514.66356e-09   3.83529   1.18073   127.144   130.442    131.07   134.735   135.258   139.289
0         3     124.205   128.432   132.384   0.70388  0.722247  0.7831752.44442e-092.74558e-091.13861e-08   122.772   125.966   126.856   130.049   131.253   135.493
0         4     128.676   133.042   137.045  0.827439  0.667888  0.547458   2.060167.51088e-086.53497e-09   126.521   130.552   131.652   134.583   135.526   138.352
0         5     131.523    135.87   139.867  0.798794  0.773661   0.709988.4842e-09   8.16627   12.2885   129.626   133.238   133.709   137.636    137.95   141.509
0         6     143.753   148.083   152.209  0.805707   0.84631  0.8620534.59111e-07   31.7553   7.82311   141.836   145.029   145.814   149.793   150.211   153.928
0         7     132.451    136.83   140.905  0.750818  0.725597   0.814991.16425e-08   10.6336   1.67722   130.626   134.134    135.39   138.583   139.107   143.085
0         8     147.574   151.903   155.929   0.73138  0.756589  0.7616917.22853e-09   13.9162   2.24309   145.883    149.39   149.704   153.787   154.206   157.812
0         9     126.975   131.389   135.473  0.854989  0.817544  0.680119   6.66068   21.23587.98381e-08   124.521   128.814   129.442   133.473   133.787   137.347
0        10     164.146   168.382   172.515   1.02132  0.804725  0.7350631.95537e-08   49.9984  0.791927    161.94   165.395   166.023   170.211   170.526   174.766
0        11     125.038   129.168   133.037   1.02965  0.812948  0.719941   36.6531   50.2055   9.24654   122.307   126.338    127.07   131.154   131.363   135.342
0        12     106.227   110.328   114.296  0.811758  0.756725  0.623873   41.6478    40.6253.75716e-08   103.987   107.599   108.489   112.206   112.677    116.08
0        13     140.189   144.644   148.707  0.846753  0.914027  0.757797   32.9164   26.6195   5.86365    138.15   141.605   142.181   146.107   147.101   150.609
0        14     132.067   136.416   140.595   0.83294   0.85031  0.658671   11.5899     35.02   1.96078   129.888   133.709   134.181   138.368   138.787   142.975
0        15      123.85   127.889   132.142  0.748728  0.874905  0.513179  0.145993   1.985764.98659e-10   122.092   125.599   126.175   129.878   131.372   133.463
1         0     126.765    131.02   135.185  0.848819  0.817097  0.674616  0.258286 0.04431095.92313e-09   125.112   128.519    129.37   133.258   133.665   136.776
1         1      131.64   135.845   139.747   0.84932   0.78339  0.690459   5.74284   7.100972.79611e-08   129.749   133.518   134.024   137.793   138.667   142.022
1         2      149.07   154.434   159.613  0.917778  0.910995  0.883706   58.1479   71.8572   8.83257   147.448   151.709   152.072   156.576   157.457   162.303
1         3     140.283    145.71   150.813  0.978363  0.786717  0.827139    133.46   1.53459   1.09151   136.547   142.802   143.709   148.423   148.876   152.774
1         4     168.622   173.837   178.929  0.916682  0.911781  0.847253   169.523   79.0154   2.08356   165.366   170.533   171.349   176.063   176.607    181.14
1         5     163.387   168.869   174.123  0.981695  0.871538  0.850872   76.6049   6.39884   10.5429   160.451   165.981   166.797    171.42    171.81   176.038
1         6     143.071   148.387   153.501  0.952978  0.983937  0.880616   101.005   17.7542   9.00963   140.273   145.349   146.256   149.882    151.06   155.593
1         7     156.224   161.567   166.697  0.939444  0.879411  0.758625   55.5433   49.3399   6.64469   153.995   158.709   159.434    164.33   164.964   169.134
1         8     165.415   170.704   175.696   0.95128  0.869969   0.76459   200.964   91.0221   8.28617   162.185   167.715    168.44   172.973   173.607   177.868
1         9     142.465   147.844   152.935  0.940533  0.850667  0.853977   49.3313   86.9545  0.930759   139.681   144.213   145.392   149.924   150.559   155.817
1        10     160.506   165.833   170.955  0.935916  0.852639  0.869236   28.1308   50.1211   6.15559   157.771   162.757    163.21   168.196    168.65   173.273
1        11     163.956   169.285   174.407  0.862049  0.879189  0.815894   14.1404    12.466    12.842    161.59   166.395    167.21   171.915   172.444   176.761
