*SSDNum  CHNum   mean1     mean2     mean3    sigma1    sigma2    sigma3     Chi21     Chi22     Chi23     Xmin1     Xmax1     Xmin2     Xmax2     Xmin3     Xmax3
1        12      144.92   150.331   155.545  0.880096  0.866837  0.822416   134.864   29.9857   10.8058   142.496   147.301   148.208   152.831   153.466   157.998
1        13     148.302   153.598   158.683  0.845757  0.833908  0.801238   43.1747   57.6024   10.0371   145.865   150.216   151.395   155.655   156.743    161.82
1        14      172.36    177.64   182.628  0.921392  0.836189  0.752871   45.0014   66.4093   6.27259   170.227   174.488   175.213   179.655   180.834   185.366
1        15      168.46   173.661   178.522  0.952466  0.810538  0.790537   55.32663.38714e-10   3.62347   165.916   170.942   171.912   175.259   176.669   181.338
2         0     251.025   264.297   277.036   1.40865   1.24921   1.39959   139.392   98.6875   10.7261   244.087   255.693   257.757   268.073   269.879   281.356
2         1     232.997   246.683    259.05   1.32215   1.20275   1.29355   110.394     43.59   17.8114   230.148    237.37   244.334   251.237   256.041   264.048
2         2     237.233   250.755   263.289   1.34478   1.19377   1.17684   86.6834   37.9127   8.27754   233.571   240.535   247.628   255.107   260.524   266.972
2         3     208.815   222.174   234.633   1.40393   1.32286    1.2963   94.5121   111.811   8.04097   204.571   212.309    218.37   226.494   231.395   239.132
2         4     225.199   238.476   250.999   1.48927   1.33798   1.30865   118.536   189.186   16.0165   220.604   228.471   234.403    242.14   247.685   254.004
2         5     217.008   230.391   242.803   1.28926   1.26738   1.36483   67.1389   70.3422   12.2607   214.008   220.961   227.028   234.865   239.669   246.242
2         6     224.446   238.207   250.778   1.39503   1.30554   1.36617   126.805   56.3254   12.5785   221.213   228.563   235.011   241.846   248.423   255.387
2         7     217.863    231.36   243.619   1.41799   1.29683   1.37759   149.389   80.5371   23.1945   213.604   222.115   227.919   235.914   240.427   249.326
2         8     238.872   252.549   265.134     1.415   1.19947   1.24912   125.515   37.6615   6.73762   234.957   242.824   249.787   256.235   261.909   269.002
2         9     219.843   233.307   245.826   1.35992   1.22853   1.23146   139.833   91.0739   12.0512   216.152   223.631   230.079   236.527   242.717   250.326
2        10     215.916   229.111   241.522   1.26606   1.27541   1.14097   75.1959   84.2102   36.1042   212.731   219.695   226.014   234.396   237.878   246.002
2        11     233.061   246.521   259.124   1.40685   1.30171   1.33598   180.037   87.0158   6.83273   228.894   236.889   242.821   250.172   256.233   263.326
2        12     227.213   240.635   253.357   1.33322   1.30922   1.27463   86.1426   81.2067   13.5852   223.744   231.076   237.396   244.475   250.037   258.885
2        13     220.168   233.611   246.262   1.36778   1.27086    1.2533   80.6744   102.494   15.8599   216.668   224.147   230.466   238.075   242.588   250.326
2        14     250.371   263.473   275.617    1.2944   1.24279   1.35882   114.089   86.7842   9.51049   246.928   253.634   259.824   266.787   272.371   279.702
2        15     209.259    222.63   235.111   1.24201   1.21585   1.32107   24.2905   93.1817    12.417   206.698   213.404   218.691   226.687   231.974   240.872
3         0      395.45   417.547   438.097    2.1784   1.97901   2.11865   194.221   45.4236   16.7721   388.703   401.083   412.947   423.908   432.935   444.542
3         1      391.02   413.006   433.668   1.95867   1.90949   1.98271   131.093   118.532   27.3245     386.7    396.63   408.365   419.972   429.153   439.392
3         2     389.618   411.713   433.012   2.00301   1.92902   2.51032    180.92    125.98   16.7203   385.182   395.757   407.105   417.293   427.867    436.25
3         3     377.764   399.756   420.665   1.98574   2.09751   2.10278   118.511   134.801   26.5966   374.214   384.144    394.46   406.582   415.738   427.345
3         4     373.914   395.971   416.678   1.94555   1.84882   2.23058   121.114   56.4592   30.7936   370.313   380.501   391.849   402.295   412.225   422.799
3         5     387.706   409.733   430.435   1.95391     1.911   1.98743   76.6084   51.9542   25.6672   383.958   393.243   405.881   417.229   426.257   436.057
3         6     401.229   423.143   444.165   1.95117   2.07737   1.86511   149.696   113.818   33.5533    397.41   407.597   417.914   430.939   438.934    449.38
3         7     395.397   417.788   438.719   2.03826   1.89762    1.9546   96.7114   112.413   33.3524   391.169   401.913   413.416   423.528   434.146   443.753
3         8     392.634   414.778   435.652   2.30967   2.21166   2.28809   80.3559   59.5499   10.3926    386.83   399.468   410.172   421.391   430.676   440.317
3         9     387.269    409.48   430.586   1.96142   2.05251   2.10051   110.879   143.765   27.8799   383.149   392.434    404.17   417.323   425.577   435.635
3        10     402.323   424.547   445.448   2.17443   1.98913   1.99481   187.896   115.885   41.9914   396.732   409.241   419.558   429.745   440.681   451.173
3        11     393.289   415.138   435.672   1.98547   1.87911    2.1009   119.497   81.2343   5.97604     388.9   398.886   410.642   420.754   431.246   439.715
3        12     401.565    423.31   443.942   1.93359    2.0074   1.75142   169.471   168.318   42.6293   396.637   407.212   418.173    429.65   439.322   449.768
3        13     330.407   347.573   363.569   1.68606   1.61965   1.60301   423.437   396.766   63.2774    323.85    336.22    338.65   352.787   355.217   370.679
3        14     331.095   348.336   364.484   1.69715   1.51789   1.47817   123.423   88.7116   6.03726   327.437   336.243   345.204   355.555   361.735   369.614
3        15     404.209   426.144   446.622   2.14929   1.94575   2.30454   141.914   84.5483   28.6861   399.411    410.63   421.205   430.877   441.451   450.865
