*SSDNum  CHNum    mean     sigma   mean+5sigma      Chi2      Xmin      Xmax
    0    0        114.108  0.582107   117.018    116639   109.135   120.163
    0    1        61.7811  0.604983    64.806   92605.7   57.2713   68.4712
    0    2        97.1877  0.581324   100.094   87904.5   92.2494   102.932
    0    3        62.1711  0.577278   65.0575   76244.4   58.3051   65.7143
    0    4        77.8289   0.59768   80.8173    128107   72.6065   82.2556
    0    5        61.5087  0.590132   64.4594   37416.6   56.7544   66.2312
    0    6        97.9189  0.604769   100.943    130532    92.594    102.76
    0    7        60.6677  0.609178   63.7136   67021.9   56.5821   64.1635
    0    8        98.7674  0.614631   101.841     89820   93.2832   103.622
    0    9        96.7761  0.613886   99.8455   94622.7   91.7325   102.071
    0   10        100.107  0.584958   103.032    121669   93.4555   108.274
    0   11        96.5122  0.611475   99.5695     44548   91.2155   102.588
    0   12        73.9141  0.595786    76.893    113134   68.4712   80.0157
    0   13        91.5628  0.605391   94.5898   47313.9   86.0464   100.175
    0   14        136.706  0.617355   139.793     76948   132.052   143.424
    0   15        83.8874   0.60771   86.9259    122671   78.1203   91.2155
    1    0        125.571  0.555517   128.348   4503.72   119.474   132.914
    1    1        56.5399   0.54691   59.2744   5265.05   52.7914   60.3728
    1    2        86.5183  0.550149    89.269   5324.67   81.5664   93.8001
    1    3         80.873  0.537484   83.5604   3868.89   77.0865   85.5294
    1    4        63.4519  0.537014    66.137   5189.98   57.7882   70.3665
    1    5         65.775  0.531067   68.4303   6131.09   61.2343   70.0219
    1    6        62.0721  0.538354   64.7639   278.327   56.5821   66.5758
    1    7        63.7481  0.495965   66.2279   52.8637    61.062   66.9204
    1    8        58.6009    0.5452   61.3269    6163.4   55.0313   64.5081
    1    9        87.8235  0.539414   90.5206   5975.66   83.4618   90.8709
    1   10        94.2651   0.54134   96.9718   2199.03   89.6648   98.4524
    1   11         84.705  0.542902   87.4195   5955.87   80.7049   87.4248
    1   12        100.775  0.549912   103.525   7331.64   95.3509   105.172
    1   13        77.0691  0.542797   79.7831   477.177   73.2957   81.2218
    1   14        73.6304  0.542224   76.3416   5676.61    67.782   78.8095
    1   15        75.9998  0.472242    78.361   2162.77   73.6404   81.2218
    2    0        97.0632  0.567143   99.8989   1003.06   92.2494   101.037
    2    1        84.5131  0.567955   87.3529   8640.05    80.188   90.5263
    2    2        103.413   0.56889   106.257   8008.73    98.797    107.24
    2    3         102.67  0.565138   105.495   6990.61   98.4524   106.895
    2    4        112.591  0.571488   115.449   7242.64   107.068   118.268
    2    5        54.4978  0.587527   57.4354   7659.98   51.9298   57.7882
    2    6        86.3023  0.576761   89.1861   5702.99   80.7049   90.8709
    2    7        68.1371  0.568852   70.9813   2233.34   63.8189   72.0896
    2    8        102.042  0.563528    104.86   748.824    96.557   106.551
    2    9         97.527    0.5676   100.365   7790.54    92.594   103.966
    2   10        77.2296  0.575656   80.1079   3361.92   72.6065   82.6003
    2   11        83.9592   0.55565   86.7375   388.526   78.6372   90.0094
    2   12         104.43  0.578757   107.323   6533.64   97.7632   110.341
    2   13        96.8612   0.56836    99.703   2018.13   91.9048   103.966
    2   14        107.111  0.578244   110.002   1224.18   102.071   112.754
    2   15        92.5216  0.575905   95.4011    6282.8   87.7694   97.9355
    3    0        109.142  0.762916   112.957    831.34   101.554   116.544
    3    1        97.8976  0.676159   101.278   363.556   91.0432   104.828
    3    2        126.456   0.74883     130.2   354.713   121.197   131.707
    3    3        83.5937  0.657395   86.8807   1242.37   78.4649   88.8033
    3    4        115.721  0.655475   118.999   805.926   110.858   120.508
    3    5        117.371  0.654119   120.642    935.25   111.375   123.954
    3    6         106.91  0.665869   110.239     491.3   102.932   113.271
    3    7        150.177  0.668278   153.518   609.516    144.63    155.83
    3    8        122.277  0.713946   125.847   373.636   117.061   128.778
    3    9        127.275  0.655677   130.553   770.933   122.403   132.741
    3   10        122.848  0.665361   126.174   417.605   117.406    131.19
    3   11        110.768  0.653505   114.035   661.625   106.034   117.061
    3   12        113.465  0.655182   116.741   937.155   107.929   118.957
    3   13        117.964    0.6519   121.223   290.223   112.581    122.92
    3   14        100.759  0.815433   104.836   69.3508   95.6955   106.378
    3   15        108.634  0.672216   111.995   742.196    102.76   114.477
