*SSDNum  CHNum   mean1     mean2     mean3    sigma1    sigma2    sigma3     Chi21     Chi22     Chi23     Xmin1     Xmax1     Xmin2     Xmax2     Xmin3     Xmax3
2        13     220.184   233.615   246.146    1.3782   1.35515   1.25789   484.474   421.349   63.5887   215.765    223.76    228.79   236.656   242.459   249.939
2        14     250.187     263.4   275.627   1.41129   1.28952   1.27211   451.211   528.749   35.2824   246.154   253.891   257.889   266.916   271.559   279.554
2        15     209.112   222.519   234.985   1.41926    1.3893   1.32256   314.595   385.539   46.6218   205.215   213.984   217.337    226.88   231.394   240.292
3         0     396.003   417.704   438.531   1.76411    2.0245   2.03785   92.1758   192.656   50.5913   392.765   400.889   413.269   425.778    434.16   446.153
3         1     391.009   413.002   433.782   2.09473    2.0126   1.97578   404.806   588.276   80.0416   386.249   397.081   406.495   420.165   428.934   440.025
3         2     389.704   412.157   432.976   1.90989   1.76628   1.86162   223.968   90.3311   134.097   386.149    394.79   408.588   418.002   429.479   439.538
3         3     377.829   400.106   421.119   2.00372   1.90824   1.99852     218.2   189.482   49.7371    374.02   383.692    396.33   406.776   417.221    426.12
3         4     373.915   395.896    416.76   2.08364   1.95161   1.84883    496.61   514.454   46.0653   368.959   380.824   390.237   402.231   412.547   422.993
3         5     387.797   409.711   430.203   2.02735   2.04602   2.05483    178.72   233.325   139.148   384.152   393.824   404.914   415.875   424.387   435.993
3         6     401.425   423.257   444.142   1.84408   1.98357   1.97713   194.794   350.991   47.3054   397.796   406.437   417.914   428.875   440.095   450.669
3         7     395.653    418.01   438.876   1.93829   1.93033   2.22019   150.741   127.796   39.1168    392.31   400.692   414.104   424.936   434.479   444.385
3         8     392.962   414.986    435.65    2.2019   2.07249   2.50372   71.4809   95.6539   54.0429   388.765   398.179   410.946   420.875   430.289   440.864
3         9      387.39   409.588   430.464    2.0205   2.06798   2.00247   417.425   680.199   150.401   382.505   393.595   402.622    415.26   423.513   436.667
3        10     402.498   424.504   445.349   2.03717   2.13522   2.10741   336.328   611.765   62.1698   398.086   407.113   417.559   431.873   440.126   450.959
3        11     393.437   415.196   435.702   1.99311    1.9961   2.08424   373.264   569.111    89.543   389.186   398.858   409.174   420.136   430.065    441.93
3        12      401.48   423.432   443.715   2.05874   1.88451   2.04464   663.264   308.903   134.263   396.057    406.76    419.14   428.167   436.936   450.993
3        13     330.431   347.587   363.871   1.79273   1.70314    1.6177   1494.78   1028.89   229.624   322.067   335.551   339.371   352.404   353.978   369.034
3        14     331.013   348.175   364.175   1.84713   1.69331   1.77735   1781.98   974.171   110.915    320.38   336.629   339.982   354.425   358.036   369.127
3        15     404.268   426.298   446.923   2.06885   2.00521   2.08856   437.725   289.482   73.3242   398.959   410.179   421.011   431.973   441.129   453.767
